org	detailScore	title	url	snippet
久山町	26	おたふくかぜワクチン予防接種費用を助成します	https://www.town.hisayama.fukuoka.jp/gyosei/iryo_kenko_fukushi/iryo_kenok/yobosesshu/3210.html	おたふくかぜワクチン予防接種費用を助成します／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康 ・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 PCサイトを表示 メニューを閉じる 現在の位置 ホーム くらし・行
久山町	26	造血細胞移植等医療行為後の任意予防接種費用を助成します	https://www.town.hisayama.fukuoka.jp/gyosei/iryo_kenko_fukushi/iryo_kenok/yobosesshu/3206.html	造血細胞移植等医療行為後の任意予防接種費用を助成します／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康 ・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 PCサイトを表示 メニューを閉じる 現在の位置 ホーム
久山町	26	妊娠希望者の風しん予防接種費用を助成します	https://www.town.hisayama.fukuoka.jp/gyosei/iryo_kenko_fukushi/iryo_kenok/yobosesshu/2112.html	妊娠希望者の風しん予防接種費用を助成します／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康 ・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 PCサイトを表示 メニューを閉じる 現在の位置 ホーム くらし・行政
久山町	26	令和8年度久山町高校生等通学定期券購入費補助金のお知らせ	https://www.town.hisayama.fukuoka.jp/gyosei/kurashi/doro_kotsu/kokyo_kotsu/3420.html	令和8年度久山町高校生等通学定期券購入費補助金のお知らせ／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康 ・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 PCサイトを表示 メニューを閉じる 現在の位置 ホーム
久山町	26	久山町在宅福祉サービス(概要)	https://www.town.hisayama.fukuoka.jp/gyosei/iryo_kenko_fukushi/kourei_fukushi_kaigo/support_koreisha/1704.html	久山町在宅福祉サービス(概要)／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康 ・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 PCサイトを表示 メニューを閉じる 現在の位置 ホーム くらし・行政 医療・健康
久山町	26	こども誰でも通園制度（乳児等通園支援事業）	https://www.town.hisayama.fukuoka.jp/gyosei/kosodate_kyoiku/ikuji_mishugakuji/hoikusho_youchien/4631.html	こども誰でも通園制度（乳児等通園支援事業）／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康 ・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 PCサイトを表示 メニューを閉じる 現在の位置 ホーム くらし・行政
久山町	26	第3子以降保育料無償化について	https://www.town.hisayama.fukuoka.jp/gyosei/kosodate_kyoiku/ikuji_mishugakuji/hoikusho_youchien/4322.html	第3子以降保育料無償化について／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康 ・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 PCサイトを表示 メニューを閉じる 現在の位置 ホーム くらし・行政 子育て・教
久山町	26	久山町届出保育施設等保育料助成事業	https://www.town.hisayama.fukuoka.jp/gyosei/kosodate_kyoiku/ikuji_mishugakuji/hoikusho_youchien/3982.html	久山町届出保育施設等保育料助成事業／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康 ・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 PCサイトを表示 メニューを閉じる 現在の位置 ホーム くらし・行政 子育て
久山町	26	教育・保育無償化に関する申込みについて	https://www.town.hisayama.fukuoka.jp/gyosei/kosodate_kyoiku/ikuji_mishugakuji/hoikusho_youchien/1749.html	教育・保育無償化に関する申込みについて／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康 ・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 PCサイトを表示 メニューを閉じる 現在の位置 ホーム くらし・行政 子
久山町	24	子ども医療	https://www.town.hisayama.fukuoka.jp/gyosei/kosodate_kyoiku/ikuji_student/support_student/2580.html	子ども医療／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康 ・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 PCサイトを表示 メニューを閉じる 現在の位置 ホーム くらし・行政 子育て・教育 育児（小中学生）
久山町	24	子ども医療	https://www.town.hisayama.fukuoka.jp/gyosei/kosodate_kyoiku/ikuji_mishugakuji/support_mishugakuji/2581.html	子ども医療／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康 ・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 PCサイトを表示 メニューを閉じる 現在の位置 ホーム くらし・行政 子育て・教育 育児（未就学児）
久山町	22	子どもが生まれたとき	https://www.town.hisayama.fukuoka.jp/gyosei/kosodate_kyoiku/ninshin_shussan/tetsuzuki_ninshin/1830.html	子どもが生まれたとき／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康 ・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 PCサイトを表示 メニューを閉じる 現在の位置 ホーム くらし・行政 子育て・教育 妊娠・
久山町	22	医療的ケア児等レスパイト事業	https://www.town.hisayama.fukuoka.jp/gyosei/iryo_kenko_fukushi/shogai_fukushi/sonota/3198.html	医療的ケア児等レスパイト事業／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康 ・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 PCサイトを表示 メニューを閉じる 現在の位置 ホーム くらし・行政 医療・健康・
久山町	21	令和6年度物価高騰対策給付金（1世帯当たり3万円）の給付	https://www.town.hisayama.fukuoka.jp/soshiki/fukushi/gyomu/3996.html	令和6年度物価高騰対策給付金（1世帯当たり3万円）の給付／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康 ・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 PCサイトを表示 メニューを閉じる 現在の位置 ホーム
久山町	21	児童手当	https://www.town.hisayama.fukuoka.jp/soshiki/fukushi/gyomu/3763.html	児童手当／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康 ・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 PCサイトを表示 メニューを閉じる 現在の位置 ホーム 組織から探す 福祉課 業務案内 児童手当 児童
久山町	21	久山町福祉団体等活動促進補助事業（マイクロバス利用補助）	https://www.town.hisayama.fukuoka.jp/soshiki/fukushi/gyomu/3205.html	久山町福祉団体等活動促進補助事業（マイクロバス利用補助）／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康 ・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 PCサイトを表示 メニューを閉じる 現在の位置 ホーム
久山町	21	物価高対応子育て応援手当を支給します	https://www.town.hisayama.fukuoka.jp/soshiki/fukushi/oshirase/4467.html	物価高対応子育て応援手当を支給します／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康 ・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 PCサイトを表示 メニューを閉じる 現在の位置 ホーム 組織から探す 福祉
久山町	21	特別児童扶養手当	https://www.town.hisayama.fukuoka.jp/soshiki/fukushi/gyomu/shogai_fukushi/441.html	特別児童扶養手当／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康 ・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 PCサイトを表示 メニューを閉じる 現在の位置 ホーム 組織から探す 福祉課 業務案内 障がい
久山町	21	国民年金の給付	https://www.town.hisayama.fukuoka.jp/soshiki/chomin_seikatsu/gyomu/kokumin_nenkin/526.html	国民年金の給付／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康 ・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 PCサイトを表示 メニューを閉じる 現在の位置 ホーム 組織から探す 町民生活課 業務案内 国民
久山町	21	久山町アピアランスケア推進事業	https://www.town.hisayama.fukuoka.jp/soshiki/kenko/gyomu/cancer/3184.html	久山町アピアランスケア推進事業／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康 ・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 PCサイトを表示 メニューを閉じる 現在の位置 ホーム 組織から探す 健康課 業
久山町	21	久山町小児・AYA世代がん患者在宅療養生活支援事業	https://www.town.hisayama.fukuoka.jp/soshiki/kenko/gyomu/cancer/2514.html	久山町小児・AYA世代がん患者在宅療養生活支援事業／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康 ・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 PCサイトを表示 メニューを閉じる 現在の位置 ホーム 組織
久山町	21	児童扶養手当とは	https://www.town.hisayama.fukuoka.jp/soshiki/fukushi/gyomu/jidofukushi/432.html	児童扶養手当とは／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康 ・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 PCサイトを表示 メニューを閉じる 現在の位置 ホーム 組織から探す 福祉課 業務案内 児童福
久山町	21	一時預かり保育	https://www.town.hisayama.fukuoka.jp/soshiki/fukushi/gyomu/kosodate_shisetsu/4104.html	一時預かり保育／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康 ・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 PCサイトを表示 メニューを閉じる 現在の位置 ホーム 組織から探す 福祉課 業務案内 子育て支
久山町	21	子育て応援ヘルパー（子育て世帯訪問支援事業）	https://www.town.hisayama.fukuoka.jp/soshiki/fukushi/gyomu/kosodate_shisetsu/3564.html	子育て応援ヘルパー（子育て世帯訪問支援事業）／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康 ・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 PCサイトを表示 メニューを閉じる 現在の位置 ホーム 組織から探
