organization	title	url	status	score	evidence
長崎市		https://www.city.nagasaki.lg.jp/	200	12	長崎市ウェブサイト トップページ ページの先頭です。 メニューを飛ばして本文へ 閲覧補助 閉じる よくある 質問 ＜外部リンク＞ いざと いうとき 閉じる 本文へ Foreign languages 探し方がわからないときは 音声読み上げ とじる やさしい日本語 もとに戻す 文字サイズ 標準 拡大 背景色 白 黒 青 閉じる 閉じる 防災情報 休日当番医 災害・防災マップ り災時の対応窓口 閉じる メニュー 閉じる 検索 閉じる メニュ－ くらし・ 手続き メニュ－ くらし・手続き 住民票・戸籍・証明 ライフシーン
長崎市	くらし・手続き	https://www.city.nagasaki.lg.jp/life/1/	200	14	くらし・手続き - 長崎市ウェブサイト ページの先頭です。 メニューを飛ばして本文へ 閲覧補助 閉じる よくある 質問 ＜外部リンク＞ いざと いうとき 閉じる 本文へ Foreign languages 探し方がわからないときは 音声読み上げ とじる やさしい日本語 もとに戻す 文字サイズ 標準 拡大 背景色 白 黒 青 閉じる 閉じる 防災情報 休日当番医 災害・防災マップ り災時の対応窓口 閉じる メニュー 閉じる 検索 閉じる メニュ－ くらし・ 手続き メニュ－ くらし・手続き 住民票・戸籍・証明 ライフ
長崎市	健康・福祉	https://www.city.nagasaki.lg.jp/life/2/	200	16	健康・福祉 - 長崎市ウェブサイト ページの先頭です。 メニューを飛ばして本文へ 閲覧補助 閉じる よくある 質問 ＜外部リンク＞ いざと いうとき 閉じる 本文へ Foreign languages 探し方がわからないときは 音声読み上げ とじる やさしい日本語 もとに戻す 文字サイズ 標準 拡大 背景色 白 黒 青 閉じる 閉じる 防災情報 休日当番医 災害・防災マップ り災時の対応窓口 閉じる メニュー 閉じる 検索 閉じる メニュ－ くらし・ 手続き メニュ－ くらし・手続き 住民票・戸籍・証明 ライフシー
長崎市	子育て・学び	https://www.city.nagasaki.lg.jp/life/3/	200	10	子育て・学び - 長崎市ウェブサイト ページの先頭です。 メニューを飛ばして本文へ 閲覧補助 閉じる よくある 質問 ＜外部リンク＞ いざと いうとき 閉じる 本文へ Foreign languages 探し方がわからないときは 音声読み上げ とじる やさしい日本語 もとに戻す 文字サイズ 標準 拡大 背景色 白 黒 青 閉じる 閉じる 防災情報 休日当番医 災害・防災マップ り災時の対応窓口 閉じる メニュー 閉じる 検索 閉じる メニュ－ くらし・ 手続き メニュ－ くらし・手続き 住民票・戸籍・証明 ライフシ
長崎市	住まい・まちづくり	https://www.city.nagasaki.lg.jp/life/4/	200	14	住まい・まちづくり - 長崎市ウェブサイト ページの先頭です。 メニューを飛ばして本文へ 閲覧補助 閉じる よくある 質問 ＜外部リンク＞ いざと いうとき 閉じる 本文へ Foreign languages 探し方がわからないときは 音声読み上げ とじる やさしい日本語 もとに戻す 文字サイズ 標準 拡大 背景色 白 黒 青 閉じる 閉じる 防災情報 休日当番医 災害・防災マップ り災時の対応窓口 閉じる メニュー 閉じる 検索 閉じる メニュ－ くらし・ 手続き メニュ－ くらし・手続き 住民票・戸籍・証明 ラ
長崎市	しごと・産業	https://www.city.nagasaki.lg.jp/life/5/	200	12	しごと・産業 - 長崎市ウェブサイト ページの先頭です。 メニューを飛ばして本文へ 閲覧補助 閉じる よくある 質問 ＜外部リンク＞ いざと いうとき 閉じる 本文へ Foreign languages 探し方がわからないときは 音声読み上げ とじる やさしい日本語 もとに戻す 文字サイズ 標準 拡大 背景色 白 黒 青 閉じる 閉じる 防災情報 休日当番医 災害・防災マップ り災時の対応窓口 閉じる メニュー 閉じる 検索 閉じる メニュ－ くらし・ 手続き メニュ－ くらし・手続き 住民票・戸籍・証明 ライフシ
長崎市	防災・消防	https://www.city.nagasaki.lg.jp/life/6/	200	12	防災・消防 - 長崎市ウェブサイト ページの先頭です。 メニューを飛ばして本文へ 閲覧補助 閉じる よくある 質問 ＜外部リンク＞ いざと いうとき 閉じる 本文へ Foreign languages 探し方がわからないときは 音声読み上げ とじる やさしい日本語 もとに戻す 文字サイズ 標準 拡大 背景色 白 黒 青 閉じる 閉じる 防災情報 休日当番医 災害・防災マップ り災時の対応窓口 閉じる メニュー 閉じる 検索 閉じる メニュ－ くらし・ 手続き メニュ－ くらし・手続き 住民票・戸籍・証明 ライフシー
長崎市	Foreign Language（外国語への対応）	https://www.city.nagasaki.lg.jp/page/26144.html	200	15	Foreign Language（外国語への対応） - 長崎市ウェブサイト（広報広聴課） ページの先頭です。 メニューを飛ばして本文へ 閲覧補助 閉じる よくある 質問 ＜外部リンク＞ いざと いうとき 閉じる 本文へ Foreign languages 探し方がわからないときは 音声読み上げ とじる やさしい日本語 もとに戻す 文字サイズ 標準 拡大 背景色 白 黒 青 閉じる 閉じる 防災情報 休日当番医 災害・防災マップ り災時の対応窓口 閉じる メニュー 閉じる 検索 閉じる メニュ－ くらし・ 手続き メ
長崎市	情報のさがし方	https://www.city.nagasaki.lg.jp/page/26145.html	200	12	情報のさがし方 - 長崎市ウェブサイト（広報広聴課） ページの先頭です。 メニューを飛ばして本文へ 閲覧補助 閉じる よくある 質問 ＜外部リンク＞ いざと いうとき 閉じる 本文へ Foreign languages 探し方がわからないときは 音声読み上げ とじる やさしい日本語 もとに戻す 文字サイズ 標準 拡大 背景色 白 黒 青 閉じる 閉じる 防災情報 休日当番医 災害・防災マップ り災時の対応窓口 閉じる メニュー 閉じる 検索 閉じる メニュ－ くらし・ 手続き メニュ－ くらし・手続き 住民票・戸籍
長崎市	防災・災害対策	https://www.city.nagasaki.lg.jp/life/6/49/	200	10	防災・災害対策 - 長崎市ウェブサイト ページの先頭です。 メニューを飛ばして本文へ 閲覧補助 閉じる よくある 質問 ＜外部リンク＞ いざと いうとき 閉じる 本文へ Foreign languages 探し方がわからないときは 音声読み上げ とじる やさしい日本語 もとに戻す 文字サイズ 標準 拡大 背景色 白 黒 青 閉じる 閉じる 防災情報 休日当番医 災害・防災マップ り災時の対応窓口 閉じる メニュー 閉じる 検索 閉じる メニュ－ くらし・ 手続き メニュ－ くらし・手続き 住民票・戸籍・証明 ライフ
