organization	title	url	status	score	evidence
佐々町		https://www.sazacho-nagasaki.jp/	200	19	佐々町ホームページ ヘッダーをスキップ 本文へジャンプ 山の緑と川のせせらぎが聞こえる 自然と調和したまち Foreign Language English 中文(简化字) 한국어 日本語 背景色 文字サイズ 組織から探す 庁舎案内 よくある質問 グローバルナビゲーションをスキップ くらし・手続き 健康・福祉・子育て まちづくり・産業 行政情報 住民票・戸籍・証明 住民票・戸籍証明書 証明書の郵送請求 住所変更の届出 戸籍に関する届出 印鑑登録 パスポート マイナンバー 罹災証明書・被災証明書 税金 町県民税等の申
佐々町		https://www.sazacho-nagasaki.jp/sitemap.html	200	14	サイトマップ / 佐々町ホームページ ヘッダーをスキップ 本文へジャンプ 山の緑と川のせせらぎが聞こえる 自然と調和したまち Foreign Language English 中文(简化字) 한국어 日本語 背景色 文字サイズ 組織から探す 庁舎案内 よくある質問 グローバルナビゲーションをスキップ くらし・手続き 健康・福祉・子育て まちづくり・産業 行政情報 住民票・戸籍・証明 住民票・戸籍証明書 証明書の郵送請求 住所変更の届出 戸籍に関する届出 印鑑登録 パスポート マイナンバー 罹災証明書・被災証明書 税
小値賀町	【小値賀町中小企業振興資金】貸付利率の変更のお知らせ	https://www.town.ojika.lg.jp/shigoto_sangyo/1395.html	200	38	【小値賀町中小企業振興資金】貸付利率の変更のお知らせ／小値賀町 スマートフォン版を表示 本文へ キーワードから探す ページ番号から探す 検索 背景色変更 文字サイズ Select Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Go Select your language くらし・手続き くらし・手続き 医療・健康 ・福祉 医療・健康・福祉 子育て・教育 子育て・教育 観光・文化 ・スポーツ 観光・文化・スポーツ しごと・産業 しごと・産業 行政情報
小値賀町	空き家バンク	https://www.town.ojika.lg.jp/kurashi_tetsuzuki/7/338.html	200	38	空き家バンク／小値賀町 スマートフォン版を表示 本文へ キーワードから探す ページ番号から探す 検索 背景色変更 文字サイズ Select Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Go Select your language くらし・手続き くらし・手続き 医療・健康 ・福祉 医療・健康・福祉 子育て・教育 子育て・教育 観光・文化 ・スポーツ 観光・文化・スポーツ しごと・産業 しごと・産業 行政情報 行政情報 組織から探す 組織から探す
小値賀町	高齢者福祉	https://www.town.ojika.lg.jp/iryo_kenko_fukushi/2/321.html	200	38	高齢者福祉／小値賀町 スマートフォン版を表示 本文へ キーワードから探す ページ番号から探す 検索 背景色変更 文字サイズ Select Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Go Select your language くらし・手続き くらし・手続き 医療・健康 ・福祉 医療・健康・福祉 子育て・教育 子育て・教育 観光・文化 ・スポーツ 観光・文化・スポーツ しごと・産業 しごと・産業 行政情報 行政情報 組織から探す 組織から探す 総
小値賀町	安心出産支援	https://www.town.ojika.lg.jp/kosodate_kyoiku/1/352.html	200	38	安心出産支援／小値賀町 スマートフォン版を表示 本文へ キーワードから探す ページ番号から探す 検索 背景色変更 文字サイズ Select Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Go Select your language くらし・手続き くらし・手続き 医療・健康 ・福祉 医療・健康・福祉 子育て・教育 子育て・教育 観光・文化 ・スポーツ 観光・文化・スポーツ しごと・産業 しごと・産業 行政情報 行政情報 組織から探す 組織から探す
小値賀町	こども医療費	https://www.town.ojika.lg.jp/kosodate_kyoiku/2/351.html	200	38	こども医療費／小値賀町 スマートフォン版を表示 本文へ キーワードから探す ページ番号から探す 検索 背景色変更 文字サイズ Select Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Go Select your language くらし・手続き くらし・手続き 医療・健康 ・福祉 医療・健康・福祉 子育て・教育 子育て・教育 観光・文化 ・スポーツ 観光・文化・スポーツ しごと・産業 しごと・産業 行政情報 行政情報 組織から探す 組織から探す
小値賀町	小値賀町すくすく発達応援補助金	https://www.town.ojika.lg.jp/kosodate_kyoiku/2/407.html	200	38	小値賀町すくすく発達応援補助金／小値賀町 スマートフォン版を表示 本文へ キーワードから探す ページ番号から探す 検索 背景色変更 文字サイズ Select Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Go Select your language くらし・手続き くらし・手続き 医療・健康 ・福祉 医療・健康・福祉 子育て・教育 子育て・教育 観光・文化 ・スポーツ 観光・文化・スポーツ しごと・産業 しごと・産業 行政情報 行政情報 組織から探
小値賀町	【小値賀町中小企業振興資金】貸付利率の変更のお知らせ	https://www.town.ojika.lg.jp/soshiki/sangyo/1/syoukoukankou/1394.html	200	38	【小値賀町中小企業振興資金】貸付利率の変更のお知らせ／小値賀町 スマートフォン版を表示 本文へ キーワードから探す ページ番号から探す 検索 背景色変更 文字サイズ Select Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Go Select your language くらし・手続き くらし・手続き 医療・健康 ・福祉 医療・健康・福祉 子育て・教育 子育て・教育 観光・文化 ・スポーツ 観光・文化・スポーツ しごと・産業 しごと・産業 行政情報
小値賀町	小値賀町移住支援事業補助金	https://www.town.ojika.lg.jp/soshiki/mirai/2/ijuusiennkin/index.html	200	35	小値賀町移住支援事業補助金／小値賀町 スマートフォン版を表示 本文へ キーワードから探す ページ番号から探す 検索 背景色変更 文字サイズ Select Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Go Select your language くらし・手続き くらし・手続き 医療・健康 ・福祉 医療・健康・福祉 子育て・教育 子育て・教育 観光・文化 ・スポーツ 観光・文化・スポーツ しごと・産業 しごと・産業 行政情報 行政情報 組織から探す
小値賀町	空き家バンク	https://www.town.ojika.lg.jp/soshiki/mirai/7/163.html	200	35	空き家バンク／小値賀町 スマートフォン版を表示 本文へ キーワードから探す ページ番号から探す 検索 背景色変更 文字サイズ Select Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Go Select your language くらし・手続き くらし・手続き 医療・健康 ・福祉 医療・健康・福祉 子育て・教育 子育て・教育 観光・文化 ・スポーツ 観光・文化・スポーツ しごと・産業 しごと・産業 行政情報 行政情報 組織から探す 組織から探す
