code,name,score,status,title,keywords,url
"01397","留寿都村","","200","留寿都村宿泊税宿泊事業者の納入申告及び納付について","減免|免除|事業者|農業","https://www.vill.rusutsu.lg.jp/hotnews/detail/00004459.html"
"01397","留寿都村","","200","道民生活応援ポイント給付事業の申請に関する不具合の解消について","住宅|福祉","https://www.vill.rusutsu.lg.jp/hotnews/detail/00004487.html"
"01397","留寿都村","","200","農地路用効率化支援事業及び地域農業構造転換支援事業の要望調査を実施します","移住|農業|林業","https://www.vill.rusutsu.lg.jp/hotnews/detail/00004491.html"
"01397","留寿都村","","200","組織から探す","住宅|農業|福祉|子育て","https://www.vill.rusutsu.lg.jp/hotnews/group/"
"01397","留寿都村","","200","年金・保険","福祉|子育て","https://www.vill.rusutsu.lg.jp/hotnews/lifeevent/2.html"
"01397","留寿都村","","200","住宅・水道","移住|住宅|空き家|事業者","https://www.vill.rusutsu.lg.jp/hotnews/lifeevent/3.html"
"01397","留寿都村","","200","子ども","給付金|福祉|子育て|就学|奨学金|予防接種|不妊|妊婦|通学","https://www.vill.rusutsu.lg.jp/hotnews/lifeevent/5.html"
"01397","留寿都村","","200","高齢者","福祉|子育て","https://www.vill.rusutsu.lg.jp/hotnews/lifeevent/6.html"
"01397","留寿都村","","200","税","給付金|事業者","https://www.vill.rusutsu.lg.jp/hotnews/lifeevent/7.html"
"01397","留寿都村","","200","医療・介護","医療費助成|福祉|子育て","https://www.vill.rusutsu.lg.jp/hotnews/lifeevent/8.html"
"01397","留寿都村","","200","サイトマップ | 北海道留寿都村","給付金|医療費助成|移住|住宅|空き家|起業|事業者|農業|林業|福祉|子育て|就学|奨学金|省エネ|予防接種|不妊|妊婦|通学","https://www.vill.rusutsu.lg.jp/hotnews/sitemap/"
"01397","留寿都村","","200","","事業者|水産","https://www.vill.rusutsu.lg.jp/kanko/detail/00003033.html"
"01397","留寿都村","","200","","子育て|就学|耐震","https://www.vill.rusutsu.lg.jp/kosodate/"
"01397","留寿都村","","200","留寿都小学校からのお知らせ","子育て|就学","https://www.vill.rusutsu.lg.jp/kosodate/detail/00003019.html"
"01397","留寿都村","","200","留寿都中学校からのお知らせ","子育て|就学","https://www.vill.rusutsu.lg.jp/kosodate/detail/00003021.html"
"01397","留寿都村","","200","地区連絡員文書（2026年）","住宅|創業|起業|農業|福祉|通学","https://www.vill.rusutsu.lg.jp/kouhou3/"
"01397","留寿都村","","200","お問い合わせ・ご意見・ご要望【住民福祉課】 | 北海道留寿都村","福祉","https://www.vill.rusutsu.lg.jp/mail/4.html"
"01398","喜茂別町","","200","北海道喜茂別町ホームページ | 喜茂別町","減免|移住|子育て","https://www.town.kimobetsu.hokkaido.jp/"
"01398","喜茂別町","","200","転入・転出の手続き","医療費助成|福祉|子育て|妊婦","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=10"
"01398","喜茂別町","","200","低所得の子育て世帯に対する子育て世帯生活支援特別給付金（ひとり親世帯以外分）について","給付金|福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=11"
"01398","喜茂別町","","200","ふれあい福祉センターにおける条件付き一般開放のお知らせ","福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=112"
"01398","喜茂別町","","200","ゴミ等の分け方・出し方","福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=12"
"01398","喜茂別町","","200","町内の文化活動について","福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=121"
"01398","喜茂別町","","200","マイナンバー制度【特定個人情報保護評価書】について","子育て|予防接種","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=137"
"01398","喜茂別町","","200","妊婦相談","福祉|子育て|妊婦","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=148"
"01398","喜茂別町","","200","母子手帳の交付・妊婦健康診査受診票の発行","福祉|子育て|妊婦","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=149"
"01398","喜茂別町","","200","国民健康保険税","一時金|子育て|就学","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=15"
"01398","喜茂別町","","200","母子手帳の交付","福祉|子育て|妊婦","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=150"
"01398","喜茂別町","","200","新生児訪問","福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=151"
"01398","喜茂別町","","200","子どもの健康診査","福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=152"
"01398","喜茂別町","","200","子どもの予防接種","福祉|子育て|予防接種","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=153"
"01398","喜茂別町","","200","子どもの歯の健康づくり","福祉|子育て|就学","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=154"
"01398","喜茂別町","","200","もしもの地震に向けて","住宅|子育て|耐震","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=16"
"01398","喜茂別町","","200","健診（検診）のご案内","福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=167"
"01398","喜茂別町","","200","受動喫煙防止対策をすすめましょう","福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=168"
"01398","喜茂別町","","200","健康相談・健康出前講座","福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=169"
"01398","喜茂別町","","200","喜茂別町健康増進計画","福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=171"
"01398","喜茂別町","","200","避難行動要支援者名簿登録制度について","福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=187"
"01398","喜茂別町","","200","車いすの貸与について","福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=19"
"01398","喜茂別町","","200","医療施設一覧","福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=192"
"01398","喜茂別町","","200","喜茂別町通学路交通安全プログラム","子育て|通学","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=317"
"01398","喜茂別町","","200","保育所の入所選考基準","子育て|就学","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=32"
"01398","喜茂別町","","200","喜茂別町空家バンク制度","移住|住宅|空家|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=325"
"01398","喜茂別町","","200","子育て支援（保育所、児童クラブなど）","子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=33"
"01398","喜茂別町","","200","児童扶養手当","福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=34"
"01398","喜茂別町","","200","「子育て相談支援」及び「出産・子育て応援給付金事業」について","給付金|福祉|子育て|妊婦","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=363"
"01398","喜茂別町","","200","特別児童扶養手当","福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=37"
"01398","喜茂別町","","200","新型コロナウイルス感染症の５類への位置づけ変更について","福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=384"
"01398","喜茂別町","","200","適格請求書（インボイス）発行事業者登録番号について","事業者|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=389"
"01398","喜茂別町","","200","定住促進の取組一覧","補助金|移住|住宅|起業|福祉|子育て|通学","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=39"
"01398","喜茂別町","","200","水道料金等の適格請求書（インボイス）について","事業者|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=412"
"01398","喜茂別町","","200","確定申告・消費税申告における相談窓口について","事業者|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=423"
"01398","喜茂別町","","200","介護保険申請書一覧","福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=428"
"01398","喜茂別町","","200","介護保険料（普通徴収）納入期限等のお知らせ","福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=429"
"01398","喜茂別町","","200","介護保険に関すること","福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=431"
"01398","喜茂別町","","200","補装具費の支給","福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=433"
"01398","喜茂別町","","200","日常生活用具の給付","福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=434"
"01398","喜茂別町","","200","自立支援医療（更生医療）","福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=435"
"01398","喜茂別町","","200","令和6年1月から国民健康保険税の産前産後免除制度が始まります","免除|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=439"
"01398","喜茂別町","","200","喜茂別町地域公共交通活性化協議会","事業者|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=449"
"01398","喜茂別町","","200","トレーニング室の利用について","福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=473"
"01398","喜茂別町","","200","地域活動支援センター 夢の匠","福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=482"
"01398","喜茂別町","","200","障害者総合支援法における各種サービス","事業者|福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=486"
"01398","喜茂別町","","200","子育て支援センター","福祉|子育て|就学","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=487"
"01398","喜茂別町","","200","道南バス運行日の変更のお知らせ（令和6年10月1日改正）","事業者|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=491"
"01398","喜茂別町","","200","児童手当（令和6年10月から）","子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=493"
"01398","喜茂別町","","200","喜茂別町民間賃貸住宅家賃助成事業のお知らせ","助成金|移住|住宅|事業者|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=51"
"01398","喜茂別町","","200","国民健康保険税","減免|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=511"
"01398","喜茂別町","","200","産後ケア事業","福祉|子育て","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=530"
"01398","喜茂別町","","200","先進不妊治療費等助成事業","助成金|福祉|子育て|不妊","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=531"
"01398","喜茂別町","","200","町営バス『ウサパラ号』の運行について（令和７年５月更新）","子育て|通学","https://www.town.kimobetsu.hokkaido.jp/detail.php?content=535"
