municipality,score,title,url,snippet
"小布施町","5","","https://www.town.obuse.nagano.jp/fs/2/1/1/9/4/6/_/%E5%B0%8F%E5%B8%83%E6%96%BD%E7%94%BA%E3%83%A2%E3%83%93%E3%83%AA%E3%83%86%E3%82%A3%E4%BA%BA%E6%9D%90%E3%83%BB%E7%B5%84%E7%B9%94%E8%82%B2%E6%88%90%E4%BA%8B%E6%A5%AD%E6%94%AF%E6%8F%B4%E6%A5%AD%E5%8B%99%E5%A7%94%E8%A8%97%E4%BB%95%E6%A7%98%E6%9B%B8.pdf","https://www.town.obuse.nagano.jp/fs/2/1/1/9/4/6/_/%E5%B0%8F%E5%B8%83%E6%96%BD%E7%94%BA%E3%83%A2%E3%83%93%E3%83%AA%E3%83%86%E3%82%A3%E4%BA%BA%E6%9D%90%E3%83%BB%E7%B5%84%E7%B9%94%E8%82%B2%E6%88%90%E4%BA%8B%E6%A5%AD%E6%94%A"
"小布施町","5","","https://www.town.obuse.nagano.jp/fs/2/1/1/5/9/6/_/%E8%A9%95%E4%BE%A1%E9%A0%85%E7%9B%AE.pdf","https://www.town.obuse.nagano.jp/fs/2/1/1/5/9/6/_/%E8%A9%95%E4%BE%A1%E9%A0%85%E7%9B%AE.pdf"
"小布施町","5","","https://www.town.obuse.nagano.jp/fs/2/1/1/9/5/0/_/%E2%91%A0%E8%B3%AA%E5%95%8F%E5%9B%9E%E7%AD%94%E6%9B%B8.pdf","https://www.town.obuse.nagano.jp/fs/2/1/1/9/5/0/_/%E2%91%A0%E8%B3%AA%E5%95%8F%E5%9B%9E%E7%AD%94%E6%9B%B8.pdf"
"小布施町","5","","https://www.town.obuse.nagano.jp/fs/2/1/1/9/4/8/_/%E2%91%A1%E8%B3%AA%E5%95%8F%E5%9B%9E%E7%AD%94%E6%9B%B8.pdf","https://www.town.obuse.nagano.jp/fs/2/1/1/9/4/8/_/%E2%91%A1%E8%B3%AA%E5%95%8F%E5%9B%9E%E7%AD%94%E6%9B%B8.pdf"
"小布施町","5","","https://www.town.obuse.nagano.jp/fs/2/1/1/9/4/9/_/%E2%91%A2%E8%B3%AA%E5%95%8F%E5%9B%9E%E7%AD%94%E6%9B%B8.pdf","https://www.town.obuse.nagano.jp/fs/2/1/1/9/4/9/_/%E2%91%A2%E8%B3%AA%E5%95%8F%E5%9B%9E%E7%AD%94%E6%9B%B8.pdf"
"小布施町","5","","https://www.town.obuse.nagano.jp/fs/2/1/3/2/7/9/_/%E3%83%97%E3%83%AD%E3%83%9D%E3%83%BC%E3%82%B6%E3%83%AB%E5%AF%A9%E6%9F%BB%E4%BC%9A%E9%81%B8%E8%80%83%E7%B5%90%E6%9E%9C.pdf","https://www.town.obuse.nagano.jp/fs/2/1/3/2/7/9/_/%E3%83%97%E3%83%AD%E3%83%9D%E3%83%BC%E3%82%B6%E3%83%AB%E5%AF%A9%E6%9F%BB%E4%BC%9A%E9%81%B8%E8%80%83%E7%B5%90%E6%9E%9C.pdf"
"小布施町","5","","https://www.town.obuse.nagano.jp/fs/2/1/4/0/5/2/_/%E3%80%90%E7%94%B3%E8%BE%BC%E6%9B%B8%E3%80%91%E4%BB%A4%E5%92%8C8%E5%B9%B4%E5%BA%A6%E9%80%94%E4%B8%AD%E5%B0%8F%E5%B8%83%E6%96%BD%E7%94%BA%E4%BC%9A%E8%A8%88%E5%B9%B4%E5%BA%A6%E4%BB%BB%E7%94%A8%E8%81%B7%E5%93%A1%E7%94%B3%E8%BE%BC%E6%9B%B8%EF%BC%88%E5%9B%B3%E6%9B%B8%E4%BA%8B%E5%8B%99%EF%BC%89.pdf","https://www.town.obuse.nagano.jp/fs/2/1/4/0/5/2/_/%E3%80%90%E7%94%B3%E8%BE%BC%E6%9B%B8%E3%80%91%E4%BB%A4%E5%92%8C8%E5%B9%B4%E5%BA%A6%E9%80%94%E4%B8%AD%E5%B0%8F%E5%B8%83%E6%96%BD%E7%94%BA%E4%BC%9A%E8%A8%88%E5%B9%B4%E5%BA%"
"小布施町","5","","https://www.town.obuse.nagano.jp/fs/2/1/4/0/5/3/_/%E3%80%90%E5%8B%9F%E9%9B%86%E8%A6%81%E9%A0%85%E3%80%91%E4%BB%A4%E5%92%8C8%E5%B9%B4%E5%BA%A6%E9%80%94%E4%B8%AD%E6%8E%A1%E7%94%A8%E5%B0%8F%E5%B8%83%E6%96%BD%E7%94%BA%E7%AB%8B%E5%9B%B3%E6%9B%B8%E9%A4%A8%E4%BC%9A%E8%A8%88%E5%B9%B4%E5%BA%A6%E4%BB%BB%E7%94%A8%E8%81%B7%E5%93%A1%E8%A6%81%E9%A0%85.pdf","https://www.town.obuse.nagano.jp/fs/2/1/4/0/5/3/_/%E3%80%90%E5%8B%9F%E9%9B%86%E8%A6%81%E9%A0%85%E3%80%91%E4%BB%A4%E5%92%8C8%E5%B9%B4%E5%BA%A6%E9%80%94%E4%B8%AD%E6%8E%A1%E7%94%A8%E5%B0%8F%E5%B8%83%E6%96%BD%E7%94%BA%E7%AB%"
"小布施町","5","","https://www.town.obuse.nagano.jp/fs/2/1/1/3/2/6/_/%E3%80%90%E5%8B%9F%E9%9B%86%E8%A6%81%E9%A0%85%E3%80%91R8%E5%B9%B4%E5%BA%A6%E6%8E%A1%E7%94%A8%E5%B0%8F%E5%B8%83%E6%96%BD%E7%94%BA%E4%BC%9A%E8%A8%88%E5%B9%B4%E5%BA%A6%E4%BB%BB%E7%94%A8%E8%81%B7%E5%93%A1%E5%8B%9F%E9%9B%86%E8%A6%81%E9%A0%85%EF%BC%88%E4%BF%9D%E8%82%B2%E5%9C%92%E3%83%BB%E8%AA%8D%E5%AE%9A%E3%81%93%E3%81%A9%E3%82%82%E5%9C%92%E4%BF%9D%E8%82%B2%E5%A3%AB%EF%BC%89.pdf","https://www.town.obuse.nagano.jp/fs/2/1/1/3/2/6/_/%E3%80%90%E5%8B%9F%E9%9B%86%E8%A6%81%E9%A0%85%E3%80%91R8%E5%B9%B4%E5%BA%A6%E6%8E%A1%E7%94%A8%E5%B0%8F%E5%B8%83%E6%96%BD%E7%94%BA%E4%BC%9A%E8%A8%88%E5%B9%B4%E5%BA%A6%E4%BB"
"小布施町","5","","https://www.town.obuse.nagano.jp/fs/2/1/1/3/2/7/_/%E3%80%90%E8%81%B7%E5%93%A1%E7%94%B3%E8%BE%BC%E6%9B%B8%E3%80%91R8%E4%BC%9A%E8%A8%88%E5%B9%B4%E5%BA%A6%E4%BB%BB%E7%94%A8%E8%81%B7%E5%93%A1%E7%94%B3%E8%BE%BC%E6%9B%B8%EF%BC%88%E4%BF%9D%E8%82%B2%E5%9C%92%E3%83%BB%E8%AA%8D%E5%AE%9A%E3%81%93%E3%81%A9%E3%82%82%E5%9C%92%E4%BF%9D%E8%82%B2%E5%A3%AB%EF%BC%89.pdf","https://www.town.obuse.nagano.jp/fs/2/1/1/3/2/7/_/%E3%80%90%E8%81%B7%E5%93%A1%E7%94%B3%E8%BE%BC%E6%9B%B8%E3%80%91R8%E4%BC%9A%E8%A8%88%E5%B9%B4%E5%BA%A6%E4%BB%BB%E7%94%A8%E8%81%B7%E5%93%A1%E7%94%B3%E8%BE%BC%E6%9B%B8%EF%BC"
"小布施町","5","","https://www.town.obuse.nagano.jp/fs/2/0/3/5/6/1/_/%E4%BB%A4%E5%92%8C8%E5%B9%B4%E5%BA%A6%E5%B0%8F%E5%B8%83%E6%96%BD%E7%94%BA%E9%9D%9E%E5%B8%B8%E5%8B%A4%E8%81%B7%E5%93%A1%E7%94%B3%E8%BE%BC%E6%9B%B8%EF%BC%88%E5%9B%B3%E6%9B%B8%E4%BA%8B%E5%8B%99%EF%BC%89.pdf","https://www.town.obuse.nagano.jp/fs/2/0/3/5/6/1/_/%E4%BB%A4%E5%92%8C8%E5%B9%B4%E5%BA%A6%E5%B0%8F%E5%B8%83%E6%96%BD%E7%94%BA%E9%9D%9E%E5%B8%B8%E5%8B%A4%E8%81%B7%E5%93%A1%E7%94%B3%E8%BE%BC%E6%9B%B8%EF%BC%88%E5%9B%B3%E6%9B%"
"小布施町","5","","https://www.town.obuse.nagano.jp/fs/2/0/3/5/6/8/_/%E4%BB%A4%E5%92%8C8%E5%B9%B4%E5%BA%A6%E5%B0%8F%E5%B8%83%E6%96%BD%E7%94%BA%E7%AB%8B%E5%9B%B3%E6%9B%B8%E9%A4%A8%E9%9D%9E%E5%B8%B8%E5%8B%A4%E8%81%B7%E8%A6%81%E9%A0%85.pdf","https://www.town.obuse.nagano.jp/fs/2/0/3/5/6/8/_/%E4%BB%A4%E5%92%8C8%E5%B9%B4%E5%BA%A6%E5%B0%8F%E5%B8%83%E6%96%BD%E7%94%BA%E7%AB%8B%E5%9B%B3%E6%9B%B8%E9%A4%A8%E9%9D%9E%E5%B8%B8%E5%8B%A4%E8%81%B7%E8%A6%81%E9%A0%85.pdf"
"小布施町","5","","https://www.town.obuse.nagano.jp/fs/1/8/8/8/7/7/_/%E7%94%B3%E8%BE%BC%E6%9B%B8.pdf","https://www.town.obuse.nagano.jp/fs/1/8/8/8/7/7/_/%E7%94%B3%E8%BE%BC%E6%9B%B8.pdf"
"小布施町","5","","https://www.town.obuse.nagano.jp/fs/1/8/8/8/8/3/_/%E5%8B%9F%E9%9B%86%E8%A6%81%E9%A0%85.pdf","https://www.town.obuse.nagano.jp/fs/1/8/8/8/8/3/_/%E5%8B%9F%E9%9B%86%E8%A6%81%E9%A0%85.pdf"
"木島平村","5","くらし","https://www.vill.kijimadaira.lg.jp/categories/kubun/kurashi/","くらし くらし 移住 住宅 農業 子育て https://www.vill.kijimadaira.lg.jp/categories/kubun/kurashi/"
"木島平村","5","フォトライブラリー","https://www.vill.kijimadaira.lg.jp/categories/kubun/kosodate/photo/","フォトライブラリー フォトライブラリー 2022年06月15日 子育て https://www.vill.kijimadaira.lg.jp/categories/kubun/kosodate/photo/"
"木島平村","5","結婚支援","https://www.vill.kijimadaira.lg.jp/categories/kubun/kurashi/muradukuri/kekkon/","結婚支援 結婚支援 2023年05月23日 補助金 https://www.vill.kijimadaira.lg.jp/categories/kubun/kurashi/muradukuri/kekkon/"
"木島平村","5","戸籍・住民登録:戸籍(婚姻、出生、死亡等)","https://www.vill.kijimadaira.lg.jp/articles/2013021300064/","戸籍・住民登録:戸籍(婚姻、出生、死亡等) 戸籍・住民登録:戸籍(婚姻、出生、死亡等) 2013年3月21日 子育て https://www.vill.kijimadaira.lg.jp/articles/2013021300064/"
"木島平村","5","仕事","https://www.vill.kijimadaira.lg.jp/categories/kubun/kurashi/iju/kyuujin/","仕事 仕事 2021年04月01日 移住 https://www.vill.kijimadaira.lg.jp/categories/kubun/kurashi/iju/kyuujin/"
"木島平村","5","移住者インタビュー","https://www.vill.kijimadaira.lg.jp/categories/kubun/kurashi/iju/message/","移住者インタビュー 移住者インタビュー 2026年05月26日 移住 子育て https://www.vill.kijimadaira.lg.jp/categories/kubun/kurashi/iju/message/"
"木島平村","5","その他の税","https://www.vill.kijimadaira.lg.jp/categories/kubun/kurashi/zei/sonota/","その他の税 その他の税 2025年09月26日 給付金 https://www.vill.kijimadaira.lg.jp/categories/kubun/kurashi/zei/sonota/"
"木島平村","5","村のこと | 木島平村 公式ウェブサイト | 自然劇場木島平","https://www.vill.kijimadaira.lg.jp/categories/kubun/kurashi/iju/muranokoto/","村のこと | 木島平村 公式ウェブサイト | 自然劇場木島平 2025年05月28日 移住 https://www.vill.kijimadaira.lg.jp/categories/kubun/kurashi/iju/muranokoto/"
"木島平村","5","田舎暮らし体験住宅 | 木島平村 公式ウェブサイト | 自然劇場木島平","https://www.vill.kijimadaira.lg.jp/categories/kubun/kurashi/iju/inakagurashi/","田舎暮らし体験住宅 | 木島平村 公式ウェブサイト | 自然劇場木島平 住宅 https://www.vill.kijimadaira.lg.jp/categories/kubun/kurashi/iju/inakagurashi/"
"木島平村","5","観光・産業・農業 | 木島平村 公式ウェブサイト | 自然劇場木島平","https://www.vill.kijimadaira.lg.jp/categories/kubun/kurashi/iju/kankou/","観光・産業・農業 | 木島平村 公式ウェブサイト | 自然劇場木島平 農業 https://www.vill.kijimadaira.lg.jp/categories/kubun/kurashi/iju/kankou/"
"木島平村","5","村づくり・コミュニティ","https://www.vill.kijimadaira.lg.jp/categories/kubun/kurashi/muradukuri/community/","村づくり・コミュニティ 村づくり・コミュニティ 2026年01月09日 支援金 https://www.vill.kijimadaira.lg.jp/categories/kubun/kurashi/muradukuri/community/"
"木島平村","5","農業政策","https://www.vill.kijimadaira.lg.jp/categories/kubun/hataraku/nougyou/seisaku/","農業政策 農業政策 2026年04月15日 補助金 農業 https://www.vill.kijimadaira.lg.jp/categories/kubun/hataraku/nougyou/seisaku/"
"野沢温泉村","5","農業","https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000048/index.html","農業 農業 移住 農業 福祉 子育て https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000048/index.html"
"野沢温泉村","5","村政情報","https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000011/index.html","村政情報 村政情報 移住 住宅 空家 耐震 https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000011/index.html"
"野沢温泉村","5","ファミリーサポートセンター（子育て相互援助）会員募集","https://www.vill.nozawaonsen.nagano.jp/www/contents/1654149520494/index.html","ファミリーサポートセンター（子育て相互援助）会員募集 ファミリーサポートセンター（子育て相互援助）会員募集 子育て https://www.vill.nozawaonsen.nagano.jp/www/contents/1654149520494/index.html"
"野沢温泉村","5","介護保険料（第1号被保険者）","https://www.vill.nozawaonsen.nagano.jp/www/contents/1050000000099/index.html","介護保険料（第1号被保険者） 介護保険料（第1号被保険者） 農業 福祉 https://www.vill.nozawaonsen.nagano.jp/www/contents/1050000000099/index.html"
"野沢温泉村","5","保育料の軽減拡充","https://www.vill.nozawaonsen.nagano.jp/www/contents/1723781452316/index.html","保育料の軽減拡充 保育料の軽減拡充 子育て https://www.vill.nozawaonsen.nagano.jp/www/contents/1723781452316/index.html"
"野沢温泉村","5","学校・教育","https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000023/index.html","学校・教育 学校・教育 子育て https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000023/index.html"
"野沢温泉村","5","宿泊税について","https://www.vill.nozawaonsen.nagano.jp/www/contents/1768268767405/index.html","宿泊税について 宿泊税について 免除 住宅 https://www.vill.nozawaonsen.nagano.jp/www/contents/1768268767405/index.html"
"野沢温泉村","5","住民票・戸籍・マイナンバーなど","https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000046/index.html","住民票・戸籍・マイナンバーなど 住民票・戸籍・マイナンバーなど 補助金 https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000046/index.html"
"野沢温泉村","5","森林環境譲与税の使途の公表","https://www.vill.nozawaonsen.nagano.jp/www/contents/1050000000265/index.html","森林環境譲与税の使途の公表 森林環境譲与税の使途の公表 林業 https://www.vill.nozawaonsen.nagano.jp/www/contents/1050000000265/index.html"
"野沢温泉村","5","「農耕作業用トレーラ」が軽自動車税（種別割）の対象となりました","https://www.vill.nozawaonsen.nagano.jp/www/contents/1050000000074/index.html","「農耕作業用トレーラ」が軽自動車税（種別割）の対象となりました 「農耕作業用トレーラ」が軽自動車税（種別割）の対象となりました 令和元年12月25日 農業 水産 https://www.vill.nozawaonsen.nagano.jp/www/contents/1050000000074/index.html"
"野沢温泉村","5","環境","https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000050/index.html","環境 環境 補助金 通学 https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000050/index.html"
"高山村","4","【給水装置工事事業者様向け】指定更新申請提出様式","https://www.vill.takayama.nagano.jp/docs/8219862.html","【給水装置工事事業者様向け】指定更新申請提出様式 【給水装置工事事業者様向け】指定更新申請提出様式 令和8年9月15日 事業者 https://www.vill.takayama.nagano.jp/docs/8219862.html"
"高山村","4","新型コロナウイルス感染予防対策と問合せ窓口について","https://www.vill.takayama.nagano.jp/docs/493762.html","新型コロナウイルス感染予防対策と問合せ窓口について 新型コロナウイルス感染予防対策と問合せ窓口について 福祉 https://www.vill.takayama.nagano.jp/docs/493762.html"
"高山村","4","ふるさと納税協力事業者を募集しています","https://www.vill.takayama.nagano.jp/docs/7851757.html","ふるさと納税協力事業者を募集しています ふるさと納税協力事業者を募集しています 事業者 https://www.vill.takayama.nagano.jp/docs/7851757.html"
"高山村","4","高山村ふるさと納税のご案内（寄付のお申込み）／返礼品事業者登録案内（手続きについて）","https://www.vill.takayama.nagano.jp/docs/5499757.html","高山村ふるさと納税のご案内（寄付のお申込み）／返礼品事業者登録案内（手続きについて） 高山村ふるさと納税のご案内（寄付のお申込み）／返礼品事業者登録案内（手続きについて） 事業者 農業 https://www.vill.takayama.nagano.jp/docs/5499757.html"
"高山村","4","物価高騰対応重点支援地方創生臨時交付金の活用について","https://www.vill.takayama.nagano.jp/docs/6950141.html","物価高騰対応重点支援地方創生臨時交付金の活用について 物価高騰対応重点支援地方創生臨時交付金の活用について 事業者 https://www.vill.takayama.nagano.jp/docs/6950141.html"
"高山村","4","村・県民税の給与からの特別徴収について","https://www.vill.takayama.nagano.jp/docs/614.html","村・県民税の給与からの特別徴収について 村・県民税の給与からの特別徴収について 事業者 https://www.vill.takayama.nagano.jp/docs/614.html"
"高山村","4","農地一時転用許可・農業振興区域の除外","https://www.vill.takayama.nagano.jp/docs/150.html","農地一時転用許可・農業振興区域の除外 農地一時転用許可・農業振興区域の除外 住宅 農業 https://www.vill.takayama.nagano.jp/docs/150.html"
"山ノ内町","4","各課の業務とお問い合わせ先","https://www.town.yamanouchi.nagano.jp/gyosei_joho/yakusho_madoguchi/3432.html","各課の業務とお問い合わせ先 各課の業務とお問い合わせ先 2025年07月11日 移住 住宅 空き家 農業 林業 福祉 子育て 就学 耐震 予防接種 https://www.town.yamanouchi.nagano.jp/gyosei_joho/yakusho_madoguchi/3432.html"
"小布施町","4","令和8年度「大人の小布施留学」留学生受入事業者を募集します","https://www.town.obuse.nagano.jp/docs/329160.html","令和8年度「大人の小布施留学」留学生受入事業者を募集します 令和8年度「大人の小布施留学」留学生受入事業者を募集します 移住 事業者 https://www.town.obuse.nagano.jp/docs/329160.html"
"小布施町","4","令和8年度町政に関する懇談会を開催します","https://www.town.obuse.nagano.jp/docs/329325.html","令和8年度町政に関する懇談会を開催します 令和8年度町政に関する懇談会を開催します 農業 https://www.town.obuse.nagano.jp/docs/329325.html"
"小布施町","4","【条件付き一般競争入札】令和8年度 町道126号線舗装修繕工事","https://www.town.obuse.nagano.jp/docs/335884.html","【条件付き一般競争入札】令和8年度 町道126号線舗装修繕工事 【条件付き一般競争入札】令和8年度 町道126号線舗装修繕工事 令和8年7月22日 事業者 https://www.town.obuse.nagano.jp/docs/335884.html"
"小布施町","4","【条件付き一般競争入札】令和8年度 町道22号線舗装修繕工事","https://www.town.obuse.nagano.jp/docs/335882.html","【条件付き一般競争入札】令和8年度 町道22号線舗装修繕工事 【条件付き一般競争入札】令和8年度 町道22号線舗装修繕工事 令和8年7月22日 事業者 https://www.town.obuse.nagano.jp/docs/335882.html"
"小布施町","4","【一般競争入札】令和8年度 公会堂屋根上太陽光・蓄電池導入事業に係る対象施設の構造検討業務(その２)委託","https://www.town.obuse.nagano.jp/docs/309926.html","【一般競争入札】令和8年度 公会堂屋根上太陽光・蓄電池導入事業に係る対象施設の構造検討業務(その２)委託 【一般競争入札】令和8年度 公会堂屋根上太陽光・蓄電池導入事業に係る対象施設の構造検討業務(その２)委託 平成23年3月18日 事業者 https://www.town.obuse.nagano.jp/docs/309926.html"
"小布施町","4","令和7・8・9年度入札参加資格者名簿","https://www.town.obuse.nagano.jp/docs/306799.html","令和7・8・9年度入札参加資格者名簿 令和7・8・9年度入札参加資格者名簿 令和10年5月31日 事業者 https://www.town.obuse.nagano.jp/docs/306799.html"
"小布施町","4","長野広域連合養護老人ホーム移設・統合による建替に関するサウンディング型市場調査実施について","https://www.town.obuse.nagano.jp/docs/335796.html","長野広域連合養護老人ホーム移設・統合による建替に関するサウンディング型市場調査実施について 長野広域連合養護老人ホーム移設・統合による建替に関するサウンディング型市場調査実施について 令和8年7月16日 事業者 福祉 https://www.town.obuse.nagano.jp/docs/335796.html"
"小布施町","4","公共工事の契約保証・前金払保証の電子化（電子保証）について","https://www.town.obuse.nagano.jp/docs/335203.html","公共工事の契約保証・前金払保証の電子化（電子保証）について 公共工事の契約保証・前金払保証の電子化（電子保証）について 令和8年7月1日 事業者 https://www.town.obuse.nagano.jp/docs/335203.html"
"小布施町","4","セーフティネット保証5号","https://www.town.obuse.nagano.jp/docs/safe05.html","セーフティネット保証5号 セーフティネット保証5号 創業 事業者 https://www.town.obuse.nagano.jp/docs/safe05.html"
"小布施町","4","小布施町観光動向調査業務委託に係る公募型プロポーザルの結果について","https://www.town.obuse.nagano.jp/docs/329154.html","小布施町観光動向調査業務委託に係る公募型プロポーザルの結果について 小布施町観光動向調査業務委託に係る公募型プロポーザルの結果について 令和8年4月30日 事業者 https://www.town.obuse.nagano.jp/docs/329154.html"
"小布施町","4","【総合評価落札方式による入札】街なみ環境整備方針の策定及び事業計画検討業務委託","https://www.town.obuse.nagano.jp/docs/317852.html","【総合評価落札方式による入札】街なみ環境整備方針の策定及び事業計画検討業務委託 【総合評価落札方式による入札】街なみ環境整備方針の策定及び事業計画検討業務委託 令和元年7月1日 事業者 https://www.town.obuse.nagano.jp/docs/317852.html"
"木島平村","4","健康・福祉","https://www.vill.kijimadaira.lg.jp/categories/kubun/kenkou/","健康・福祉 健康・福祉 給付金 福祉 予防接種 https://www.vill.kijimadaira.lg.jp/categories/kubun/kenkou/"
"木島平村","4","2026木島平村「家庭の日」フォトモザイクアート ～家族の写真、大募集～","https://www.vill.kijimadaira.lg.jp/articles/2026062500010/","2026木島平村「家庭の日」フォトモザイクアート ～家族の写真、大募集～ 2026木島平村「家庭の日」フォトモザイクアート ～家族の写真、大募集～ 2026年7月15日 移住 子育て https://www.vill.kijimadaira.lg.jp/articles/2026062500010/"
"木島平村","4","事業者向け支払通知書の廃止について","https://www.vill.kijimadaira.lg.jp/articles/2026071300014/","事業者向け支払通知書の廃止について 事業者向け支払通知書の廃止について 2026年7月13日 事業者 https://www.vill.kijimadaira.lg.jp/articles/2026071300014/"
"木島平村","4","雪に関する情報","https://www.vill.kijimadaira.lg.jp/articles/2023012500038/","雪に関する情報 雪に関する情報 2020年4月15日 補助金 移住 住宅 https://www.vill.kijimadaira.lg.jp/articles/2023012500038/"
"木島平村","4","自然の奇跡に恵まれた村で―松森正彦さん","https://www.vill.kijimadaira.lg.jp/articles/2026052600010/","自然の奇跡に恵まれた村で―松森正彦さん 自然の奇跡に恵まれた村で―松森正彦さん 2026年5月26日 移住 https://www.vill.kijimadaira.lg.jp/articles/2026052600010/"
"木島平村","4","空き家情報","https://www.vill.kijimadaira.lg.jp/empty_house/","空き家情報 空き家情報 住宅 空き家 子育て https://www.vill.kijimadaira.lg.jp/empty_house/"
"木島平村","4","人の縁に恵まれて－原田峻佑さん","https://www.vill.kijimadaira.lg.jp/articles/2022052000010/","人の縁に恵まれて－原田峻佑さん 人の縁に恵まれて－原田峻佑さん 2022年5月24日 補助金 移住 空き家 https://www.vill.kijimadaira.lg.jp/articles/2022052000010/"
"木島平村","4","ふるさと寄付金制度","https://www.vill.kijimadaira.lg.jp/categories/kubun/hataraku/furusato/furusato/","ふるさと寄付金制度 ふるさと寄付金制度 2024年05月09日 事業者 https://www.vill.kijimadaira.lg.jp/categories/kubun/hataraku/furusato/furusato/"
"野沢温泉村","4","入札情報","https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000003/index.html","入札情報 入札情報 事業者 https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000003/index.html"
"野沢温泉村","4","上・下水道に関する申請","https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000009/index.html","上・下水道に関する申請 上・下水道に関する申請 事業者 https://www.vill.nozawaonsen.nagano.jp/www/genre/1000000000009/index.html"
"野沢温泉村","4","野沢温泉村立幼保連携型認定こども園&nbsp;のざわこども園","https://www.vill.nozawaonsen.nagano.jp/www/contents/1050000000019/index.html","野沢温泉村立幼保連携型認定こども園&nbsp;のざわこども園 野沢温泉村立幼保連携型認定こども園&nbsp;のざわこども園 子育て 就学 https://www.vill.nozawaonsen.nagano.jp/www/contents/1050000000019/index.html"
"野沢温泉村","4","「野沢温泉村耐震改修促進計画」&nbsp;「野沢温泉村住宅耐震化緊急促進アクションプログラム」の策定について","https://www.vill.nozawaonsen.nagano.jp/www/contents/1745888877352/index.html","「野沢温泉村耐震改修促進計画」&nbsp;「野沢温泉村住宅耐震化緊急促進アクションプログラム」の策定について 「野沢温泉村耐震改修促進計画」&nbsp;「野沢温泉村住宅耐震化緊急促進アクションプログラム」の策定について 住宅 耐震 https://www.vill.nozawaonsen.nagano.jp/www/contents/1745888877352/index.html"
"野沢温泉村","4","後期高齢者医療制度のご案内","https://www.vill.nozawaonsen.nagano.jp/www/contents/1660630036429/index.html","後期高齢者医療制度のご案内 後期高齢者医療制度のご案内 令和6年12月2日 福祉 https://www.vill.nozawaonsen.nagano.jp/www/contents/1660630036429/index.html"
"野沢温泉村","4","野沢温泉学園 &nbsp;地域支援ボランティアを募集しています","https://www.vill.nozawaonsen.nagano.jp/www/contents/1654645765230/index.html","野沢温泉学園 &nbsp;地域支援ボランティアを募集しています 野沢温泉学園 &nbsp;地域支援ボランティアを募集しています 子育て https://www.vill.nozawaonsen.nagano.jp/www/contents/1654645765230/index.html"
"野沢温泉村","4","野沢温泉村Ｗｅｂ口座振替受付サービス","https://www.vill.nozawaonsen.nagano.jp/www/contents/1721199853250/index.html","野沢温泉村Ｗｅｂ口座振替受付サービス 野沢温泉村Ｗｅｂ口座振替受付サービス 住宅 農業 https://www.vill.nozawaonsen.nagano.jp/www/contents/1721199853250/index.html"
"野沢温泉村","4","上下水道申請書等様式","https://www.vill.nozawaonsen.nagano.jp/www/contents/1050000000171/index.html","上下水道申請書等様式 上下水道申請書等様式 事業者 https://www.vill.nozawaonsen.nagano.jp/www/contents/1050000000171/index.html"
"野沢温泉村","4","新型コロナウイルス感染症の継続による県税及び村税の納税を猶予します","https://www.vill.nozawaonsen.nagano.jp/www/contents/1050000000029/index.html","新型コロナウイルス感染症の継続による県税及び村税の納税を猶予します 新型コロナウイルス感染症の継続による県税及び村税の納税を猶予します 令和3年2月2日 事業者 https://www.vill.nozawaonsen.nagano.jp/www/contents/1050000000029/index.html"
"高山村","3","暮らす","https://www.vill.takayama.nagano.jp/docs/615.html","暮らす 暮らす 住宅 福祉 子育て 妊婦 https://www.vill.takayama.nagano.jp/docs/615.html"
"高山村","3","【地区振興計画関係】（総務課財政係）","https://www.vill.takayama.nagano.jp/docs/6660939.html","【地区振興計画関係】（総務課財政係） 【地区振興計画関係】（総務課財政係） 補助金 住宅 https://www.vill.takayama.nagano.jp/docs/6660939.html"
"山ノ内町","3","くらし・手続き","https://www.town.yamanouchi.nagano.jp/kurashi/index.html","くらし・手続き くらし・手続き 補助金 移住 https://www.town.yamanouchi.nagano.jp/kurashi/index.html"
"山ノ内町","3","町内の方へ","https://www.town.yamanouchi.nagano.jp/chonai/index.html","町内の方へ 町内の方へ 補助金 通学 https://www.town.yamanouchi.nagano.jp/chonai/index.html"
"山ノ内町","3","消費生活","https://www.town.yamanouchi.nagano.jp/soshiki/kikikanri/gyomu/anzen_anshin/shohi_seikatsu/index.html","消費生活 消費生活 補助金 https://www.town.yamanouchi.nagano.jp/soshiki/kikikanri/gyomu/anzen_anshin/shohi_seikatsu/index.html"
