rescore	score	organization	title	url	evidence
90	30	西原町	西原町人材育成会児童生徒の県外派遣に関する補助金交付事業	https://www.town.nishihara.okinawa.jp/site/kosodate-sabu/1843.html	西原町人材育成会児童生徒の県外派遣に関する補助金交付事業 - にしはら子育てネット - 西原町ホームページ（教育総務課） ページの先頭です。 メニューを飛ばして本文へ ホーム サイト内 検索 検索対象 すべて ページ PDF よく検索されるワード 小波津川監視カメラ ふるさと納税 ハザードマップ 台風時のごみ収集について 子育て支援 確定申告 マイナンバー 今日の町内放送 ごみ検索 暮らし・手続き 子育て・教育 健康・福祉 産業・しごと 町政情報 閲覧 補助 文字サイズ 標準 拡大 背景色変更 黒 青 標準 foreign languages English 中文（簡体） 한글 中文（繁体） ✕ Language English 中文（簡体） 한글 中文（繁体） ✕ もしも の時 避難所一覧 小波津川 監視カメ
90	30	西原町	65歳以上の高齢者対象加齢性難聴者補聴器助成について	https://www.town.nishihara.okinawa.jp/soshiki/7/1462.html	65歳以上の高齢者対象加齢性難聴者補聴器助成について - 西原町ホームページ（福祉課） ページの先頭です。 メニューを飛ばして本文へ ホーム サイト内 検索 検索対象 すべて ページ PDF よく検索されるワード 小波津川監視カメラ ふるさと納税 ハザードマップ 台風時のごみ収集について 子育て支援 確定申告 マイナンバー 今日の町内放送 ごみ検索 暮らし・手続き 子育て・教育 健康・福祉 産業・しごと 町政情報 閲覧 補助 文字サイズ 標準 拡大 背景色変更 黒 青 標準 foreign languages English 中文（簡体） 한글 中文（繁体） ✕ Language English 中文（簡体） 한글 中文（繁体） ✕ もしも の時 避難所一覧 小波津川 監視カメラ ✕ マイ ページ サイト内 検
90	30	西原町	特別児童扶養手当	https://www.town.nishihara.okinawa.jp/site/kosodate-sabu/1799.html	特別児童扶養手当 - にしはら子育てネット - 西原町ホームページ（こども課） ページの先頭です。 メニューを飛ばして本文へ ホーム サイト内 検索 検索対象 すべて ページ PDF よく検索されるワード 小波津川監視カメラ ふるさと納税 ハザードマップ 台風時のごみ収集について 子育て支援 確定申告 マイナンバー 今日の町内放送 ごみ検索 暮らし・手続き 子育て・教育 健康・福祉 産業・しごと 町政情報 閲覧 補助 文字サイズ 標準 拡大 背景色変更 黒 青 標準 foreign languages English 中文（簡体） 한글 中文（繁体） ✕ Language English 中文（簡体） 한글 中文（繁体） ✕ もしも の時 避難所一覧 小波津川 監視カメラ ✕ マイ ページ サイト内 検索 検索
90	25	西原町	児童手当	https://www.town.nishihara.okinawa.jp/life/2/10/46/	児童手当 - 西原町ホームページ ページの先頭です。 メニューを飛ばして本文へ ホーム サイト内 検索 検索対象 すべて ページ PDF よく検索されるワード 小波津川監視カメラ ふるさと納税 ハザードマップ 台風時のごみ収集について 子育て支援 確定申告 マイナンバー 今日の町内放送 ごみ検索 暮らし・手続き 子育て・教育 健康・福祉 産業・しごと 町政情報 閲覧 補助 文字サイズ 標準 拡大 背景色変更 黒 青 標準 foreign languages English 中文（簡体） 한글 中文（繁体） ✕ Language English 中文（簡体） 한글 中文（繁体） ✕ もしも の時 避難所一覧 小波津川 監視カメラ ✕ マイ ページ サイト内 検索 検索対象 すべて ページ PDF ページID 検索
90	25	西原町	こども医療費助成	https://www.town.nishihara.okinawa.jp/life/2/10/47/	こども医療費助成 - 西原町ホームページ ページの先頭です。 メニューを飛ばして本文へ ホーム サイト内 検索 検索対象 すべて ページ PDF よく検索されるワード 小波津川監視カメラ ふるさと納税 ハザードマップ 台風時のごみ収集について 子育て支援 確定申告 マイナンバー 今日の町内放送 ごみ検索 暮らし・手続き 子育て・教育 健康・福祉 産業・しごと 町政情報 閲覧 補助 文字サイズ 標準 拡大 背景色変更 黒 青 標準 foreign languages English 中文（簡体） 한글 中文（繁体） ✕ Language English 中文（簡体） 한글 中文（繁体） ✕ もしも の時 避難所一覧 小波津川 監視カメラ ✕ マイ ページ サイト内 検索 検索対象 すべて ページ PDF ページI
90	25	西原町	こども医療費助成制度18歳まで拡大します！	https://www.town.nishihara.okinawa.jp/soshiki/9/13760.html	こども医療費助成制度18歳まで拡大します！ - 西原町ホームページ（健康保険課） ページの先頭です。 メニューを飛ばして本文へ ホーム サイト内 検索 検索対象 すべて ページ PDF よく検索されるワード 小波津川監視カメラ ふるさと納税 ハザードマップ 台風時のごみ収集について 子育て支援 確定申告 マイナンバー 今日の町内放送 ごみ検索 暮らし・手続き 子育て・教育 健康・福祉 産業・しごと 町政情報 閲覧 補助 文字サイズ 標準 拡大 背景色変更 黒 青 標準 foreign languages English 中文（簡体） 한글 中文（繁体） ✕ Language English 中文（簡体） 한글 中文（繁体） ✕ もしも の時 避難所一覧 小波津川 監視カメラ ✕ マイ ページ サイト内 検索 検
90	24	西原町	（6月24日更新）西原町かなまる商品券(西原地域商品券運営事業・産業観光課)	https://www.town.nishihara.okinawa.jp/soshiki/12/12928.html	（6月24日更新）西原町かなまる商品券(西原地域商品券運営事業・産業観光課) - 西原町ホームページ（産業観光課） ページの先頭です。 メニューを飛ばして本文へ ホーム サイト内 検索 検索対象 すべて ページ PDF よく検索されるワード 小波津川監視カメラ ふるさと納税 ハザードマップ 台風時のごみ収集について 子育て支援 確定申告 マイナンバー 今日の町内放送 ごみ検索 暮らし・手続き 子育て・教育 健康・福祉 産業・しごと 町政情報 閲覧 補助 文字サイズ 標準 拡大 背景色変更 黒 青 標準 foreign languages English 中文（簡体） 한글 中文（繁体） ✕ Language English 中文（簡体） 한글 中文（繁体） ✕ もしも の時 避難所一覧 小波津川 監視カメラ ✕
90	23	西原町	浄化槽	https://www.town.nishihara.okinawa.jp/life/1/8/38/	浄化槽 - 西原町ホームページ ページの先頭です。 メニューを飛ばして本文へ ホーム サイト内 検索 検索対象 すべて ページ PDF よく検索されるワード 小波津川監視カメラ ふるさと納税 ハザードマップ 台風時のごみ収集について 子育て支援 確定申告 マイナンバー 今日の町内放送 ごみ検索 暮らし・手続き 子育て・教育 健康・福祉 産業・しごと 町政情報 閲覧 補助 文字サイズ 標準 拡大 背景色変更 黒 青 標準 foreign languages English 中文（簡体） 한글 中文（繁体） ✕ Language English 中文（簡体） 한글 中文（繁体） ✕ もしも の時 避難所一覧 小波津川 監視カメラ ✕ マイ ページ サイト内 検索 検索対象 すべて ページ PDF ページID 検索
90	20	西原町	第12回戦没者等の遺族に対する特別弔慰金の請求について	https://www.town.nishihara.okinawa.jp/soshiki/7/1491.html	第12回戦没者等の遺族に対する特別弔慰金の請求について - 西原町ホームページ（福祉課） ページの先頭です。 メニューを飛ばして本文へ ホーム サイト内 検索 検索対象 すべて ページ PDF よく検索されるワード 小波津川監視カメラ ふるさと納税 ハザードマップ 台風時のごみ収集について 子育て支援 確定申告 マイナンバー 今日の町内放送 ごみ検索 暮らし・手続き 子育て・教育 健康・福祉 産業・しごと 町政情報 閲覧 補助 文字サイズ 標準 拡大 背景色変更 黒 青 標準 foreign languages English 中文（簡体） 한글 中文（繁体） ✕ Language English 中文（簡体） 한글 中文（繁体） ✕ もしも の時 避難所一覧 小波津川 監視カメラ ✕ マイ ページ サイト内
90	20	西原町	【西原町かなまる商品券】配偶者やその他家族からの暴力(ＤＶ)等を理由に避難している方への配布について	https://www.town.nishihara.okinawa.jp/soshiki/12/14100.html	【西原町かなまる商品券】配偶者やその他家族からの暴力(ＤＶ)等を理由に避難している方への配布について - 西原町ホームページ（産業観光課） ページの先頭です。 メニューを飛ばして本文へ ホーム サイト内 検索 検索対象 すべて ページ PDF よく検索されるワード 小波津川監視カメラ ふるさと納税 ハザードマップ 台風時のごみ収集について 子育て支援 確定申告 マイナンバー 今日の町内放送 ごみ検索 暮らし・手続き 子育て・教育 健康・福祉 産業・しごと 町政情報 閲覧 補助 文字サイズ 標準 拡大 背景色変更 黒 青 標準 foreign languages English 中文（簡体） 한글 中文（繁体） ✕ Language English 中文（簡体） 한글 中文（繁体） ✕ もしも の時 避難所一覧
90	30	中城村	減免・減額制度について	https://www.vill.nakagusuku.okinawa.jp/kurashi/zeikin/genmensochi/	減免・減額制度について | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉
90	30	中城村	個人住民税の定額減税	https://www.vill.nakagusuku.okinawa.jp/kurashi/zeikin/kojinjuminzei/teigakugenzei/	個人住民税の定額減税 | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じ
90	30	中城村	生ごみ処理容器等購入補助制度	https://www.vill.nakagusuku.okinawa.jp/kurashi/gomi/seido/namagomishori/	生ごみ処理容器等購入補助制度 | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情
90	30	中城村	合併処理浄化槽設置整備補助事業	https://www.vill.nakagusuku.okinawa.jp/kurashi/gomi/seido/jokaso/	合併処理浄化槽設置整備補助事業 | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政
90	30	中城村	年金生活者支援給付金制度	https://www.vill.nakagusuku.okinawa.jp/kurashi/hoken_nenkin/seikatsushien/	年金生活者支援給付金制度 | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報
90	30	中城村	漏水（水もれ）による減免について	https://www.vill.nakagusuku.okinawa.jp/kurashi/suido/shiharai/rousui/	漏水（水もれ）による減免について | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村
90	30	中城村	令和８年度 中学生への各種検定料（英検・漢検・数検）半額補助事業	https://www.vill.nakagusuku.okinawa.jp/kosodate/kosodateshien/1782870130/	令和８年度 中学生への各種検定料（英検・漢検・数検）半額補助事業 | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育
90	30	中城村	第3子以降保育料無料化事業	https://www.vill.nakagusuku.okinawa.jp/kosodate/kosodateshien/hoikumushoka/	第3子以降保育料無料化事業 | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報
90	30	中城村	児童扶養手当	https://www.vill.nakagusuku.okinawa.jp/kosodate/kosodateshien/jidofuyoteate/	児童扶養手当 | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる 閲覧
90	30	中城村	児童手当	https://www.vill.nakagusuku.okinawa.jp/kosodate/kosodateshien/jidoteate/	児童手当 | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる 閲覧補助
90	30	中城村	未熟児養育医療給付制度	https://www.vill.nakagusuku.okinawa.jp/kosodate/kosodateshien/mijukuji/	未熟児養育医療給付制度 | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉
90	30	中城村	こども医療費助成制度	https://www.vill.nakagusuku.okinawa.jp/kosodate/subsidy/kodomoiryo/	こども医療費助成制度 | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じ
90	30	中城村	母子及び父子家庭等医療費助成制度	https://www.vill.nakagusuku.okinawa.jp/kosodate/subsidy/fusibosikatei/	母子及び父子家庭等医療費助成制度 | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村
90	30	中城村	妊婦のための支援給付・妊婦等包括相談支援事業（旧：中城村出産・子育て応援事業）	https://www.vill.nakagusuku.okinawa.jp/kosodate/subsidy/ouenjigyo/	妊婦のための支援給付・妊婦等包括相談支援事業（旧：中城村出産・子育て応援事業） | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉
90	30	中城村	ひとり親家庭学童クラブ利用料助成事業	https://www.vill.nakagusuku.okinawa.jp/kosodate/subsidy/hitorioyagakudou/	ひとり親家庭学童クラブ利用料助成事業 | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化
