organization	title	url	status	score	evidence
五島市	母子、父子、寡婦福祉	https://www.city.goto.nagasaki.jp/li/kurashi/070/060/index.html	200	33	母子、父子、寡婦福祉｜五島市 まるごとう メニューにジャンプ コンテンツにジャンプ 開く サイトマップ お問合せ・相談 Access 交通アクセス open --> まるごとうサーチ トップページ > くらしの情報 > 障がい・生活福祉 > 母子、父子、寡婦福祉 母子、父子、寡婦福祉 児童扶養手当 ひとり親家庭への医療費助成（福祉医療費支給制度） 8月は児童扶養手当現況届の提出月です 母子福祉資金、寡婦福祉資金 寡婦への医療費助成（福祉医療費支給制度） 障がい・生活福祉 障害者手帳 障がい者への支援、助成 福祉サー
五島市	国民健康保険の給付	https://www.city.goto.nagasaki.jp/li/kurashi/110/010/010/index.html	200	31	国民健康保険の給付｜五島市 まるごとう メニューにジャンプ コンテンツにジャンプ 開く サイトマップ お問合せ・相談 Access 交通アクセス open --> まるごとうサーチ トップページ > くらしの情報 > 保険・年金 > 国民健康保険 > 国民健康保険の給付 国民健康保険の給付 食事療養費 限度額適用（標準負担額減額）認定証 高額療養費 葬祭費の支給 療養の給付 出産育児一時金の支給 移送費の支給 療養費の支給 交通事故における給付（第三者行為） 国民健康保険 国民健康保険の給付 このサイトについて プ
五島市	介護人材確保対策	https://www.city.goto.nagasaki.jp/li/kurashi/060/060/index.html	200	30	介護人材確保対策｜五島市 まるごとう メニューにジャンプ コンテンツにジャンプ 開く サイトマップ お問合せ・相談 Access 交通アクセス open --> まるごとうサーチ トップページ > くらしの情報 > 高齢者・介護 > 介護人材確保対策 介護人材確保対策 受講料等補助 介護人材確保対策事業補助金 介護福祉士養成校修学生への奨学金等支給支援事業費補助金 五島市介護職員宿舎借上支援事業補助金 介護事業所オンラインミニ面談会 外国人技能実習制度 高齢者・介護 高齢者福祉 高齢者の住まい 介護保険制度 介護予
五島市	年金と手当	https://www.city.goto.nagasaki.jp/li/kurashi/070/020/010/index.html	200	30	年金と手当｜五島市 まるごとう メニューにジャンプ コンテンツにジャンプ 開く サイトマップ お問合せ・相談 Access 交通アクセス open --> まるごとうサーチ トップページ > くらしの情報 > 障がい・生活福祉 > 障がい者への支援、助成 > 年金と手当 年金と手当 障害児福祉手当 特別障害者手当 特別児童扶養手当 重度心身障害児福祉手当 児童扶養手当（父親または母親に障がいがある場合） 障害基礎年金 障害厚生年金 特別障害者給付金 障がい者への支援、助成 年金と手当 税金の控除、免除 移動の支援
五島市	税金の控除、免除	https://www.city.goto.nagasaki.jp/li/kurashi/070/020/020/index.html	200	30	税金の控除、免除｜五島市 まるごとう メニューにジャンプ コンテンツにジャンプ 開く サイトマップ お問合せ・相談 Access 交通アクセス open --> まるごとうサーチ トップページ > くらしの情報 > 障がい・生活福祉 > 障がい者への支援、助成 > 税金の控除、免除 税金の控除、免除 自動車税、軽自動車税、自動車税環境性能割の減免 相続税の控除 贈与税の非課税 所得税の障がい者控除 住民税の非課税および障がい者控除 障害者手帳をお持ちでなくても「障害者控除」を受けられることがあります 障がい者への支
五島市	移動の支援	https://www.city.goto.nagasaki.jp/li/kurashi/070/020/030/index.html	200	30	移動の支援｜五島市 まるごとう メニューにジャンプ コンテンツにジャンプ 開く サイトマップ お問合せ・相談 Access 交通アクセス open --> まるごとうサーチ トップページ > くらしの情報 > 障がい・生活福祉 > 障がい者への支援、助成 > 移動の支援 移動の支援 交通費（タクシー・定期旅客船・バス等）の助成 障がい者等の駐車場のご利用について 福祉有償運送 有料道路の割引 乗り物の助成・割引 標識・マーク 障がい者への支援、助成 年金と手当 税金の控除、免除 移動の支援 このサイトについて プラ
五島市	生活にお困りの方への支援制度	https://www.city.goto.nagasaki.jp/li/kurashi/070/050/010/index.html	200	30	生活にお困りの方への支援制度｜五島市 まるごとう メニューにジャンプ コンテンツにジャンプ 開く サイトマップ お問合せ・相談 Access 交通アクセス open --> まるごとうサーチ トップページ > くらしの情報 > 障がい・生活福祉 > 生活にお困りの方へ > 生活にお困りの方への支援制度 生活にお困りの方への支援制度 生活支援相談窓口 住居確保給付金の支給 生活にお困りの方へ 生活にお困りの方への支援制度 このサイトについて プライバシポリシー ウェブアクセシビリティについて リンク集 広告掲載につい
五島市	子育て	https://www.city.goto.nagasaki.jp/li/kurashi/040/100/index.html	200	27	子育て｜五島市 まるごとう メニューにジャンプ コンテンツにジャンプ 開く サイトマップ お問合せ・相談 Access 交通アクセス open --> まるごとうサーチ トップページ > くらしの情報 > 出会い・子育て・教育 > 子育て 子育て 令和8年度ペアレント・プログラム参加者募集 令和8年度乳幼児健診のお知らせ 2歳3歳フッ素塗布のお知らせ 保育所・認定こども園 子育て支援 妊婦のための支援給付について 産婦健康診査の費用助成のお知らせ 10月は「里親月間」です 同居児童の届出（同居児童に関する届出・解消
五島市	国民健康保険	https://www.city.goto.nagasaki.jp/li/kurashi/110/010/index.html	200	27	国民健康保険｜五島市 まるごとう メニューにジャンプ コンテンツにジャンプ 開く サイトマップ お問合せ・相談 Access 交通アクセス open --> まるごとうサーチ トップページ > くらしの情報 > 保険・年金 > 国民健康保険 国民健康保険 マイナ保険証の利用が難しい方（障がい者、要介護者などの要配慮者）への資格確認書の交付について 国民健康保険税について リフィル処方箋について 五島市国民健康保険制度パンフレット セルフメディケーションについて 特定健診・人間ドック 国民健康保険 新型コロナウイルス
五島市	事業者の方へ	https://www.city.goto.nagasaki.jp/li/kurashi/080/010/030/index.html	200	27	事業者の方へ｜五島市 まるごとう メニューにジャンプ コンテンツにジャンプ 開く サイトマップ お問合せ・相談 Access 交通アクセス open --> まるごとうサーチ トップページ > くらしの情報 > ごみ・環境 > ごみ・リサイクル > 事業者の方へ 事業者の方へ 一般廃棄物収集運搬業許可申請 事業所の機密文書処理 廃棄物減量化推進店舗指定制度 自動販売機設置場所への回収容器の設置 産業廃棄物の福江島までの輸送費を補助します（産業廃棄物海上輸送費補助金） 事業系ごみの処理方法 ごみ・リサイクル ごみの分
