municipalityCode,municipalityName,score,status,title,keywordHits,sourceUrl
"01363","厚沢部町","2","200","カレンダーでさがす","事業者|福祉|子育て|就学","https://www.town.assabu.lg.jp/calendar/"
"01363","厚沢部町","2","200","診療情報 令和8年7月診療情報","予防接種","https://www.town.assabu.lg.jp/site/hospital/10746.html"
"01363","厚沢部町","2","200","令和８年度厚沢部町素敵な過疎づくり（地域おこし）協力隊員を募集しています！","移住|起業|林業","https://www.town.assabu.lg.jp/page/10287.html"
"01363","厚沢部町","2","200","生活環境","住宅|空家","https://www.town.assabu.lg.jp/life/1/12/"
"01363","厚沢部町","2","200","福祉・介護","給付金|福祉","https://www.town.assabu.lg.jp/life/1/8/"
"01364","乙部町","5","200","不足額給付のお知らせ","補助金|給付金|移住|住宅|事業者|子育て|通学","https://www.town.otobe.lg.jp/section/kikaku/diu5g10000001yls.html"
"01364","乙部町","5","200","広報おとべPDF版（令和5年5月号から令和6年4月号）","医療費助成|住宅|事業者|農業|子育て|不妊|妊婦|通学","https://www.town.otobe.lg.jp/section/kikaku/diu5g10000000cyx.html"
"01364","乙部町","4","200","ふるさと寄付について","補助金|移住|住宅|事業者|子育て|通学","https://www.town.otobe.lg.jp/section/kikaku/lfsrqq00000046kf.html"
"01364","乙部町","4","200","【令和6・7年度】給食センター・保育園改築工事の進捗状況について","補助金|移住|住宅|事業者|子育て|通学","https://www.town.otobe.lg.jp/section/kikaku/diu5g10000000z44.html"
"01364","乙部町","4","200","乙部町地域公共交通計画について","補助金|移住|住宅|事業者|子育て|通学","https://www.town.otobe.lg.jp/section/kikaku/a849440000001697.html"
"01364","乙部町","4","200","スマイル商品券給付事業","補助金|移住|住宅|事業者|子育て|通学","https://www.town.otobe.lg.jp/section/kikaku/diu5g10000001ycc.html"
"01364","乙部町","4","200","乙部町の返礼品が紹介されました","補助金|移住|住宅|事業者|子育て|通学","https://www.town.otobe.lg.jp/section/kikaku/diu5g10000000it6.html"
"01364","乙部町","4","200","乙部町ふるさと寄附専用ページ公開！！","補助金|移住|住宅|事業者|子育て|通学","https://www.town.otobe.lg.jp/section/kikaku/lfsrqq0000004kn3.html"
"01364","乙部町","4","200","令和6年度滝瀬海岸展望公園整備工事の進捗状況について","補助金|移住|住宅|事業者|子育て|通学","https://www.town.otobe.lg.jp/section/kikaku/diu5g10000000yw2.html"
"01364","乙部町","3","200","新着情報一覧","補助金|住宅|事業者|子育て|通学","https://www.town.otobe.lg.jp/topics.html"
"01364","乙部町","3","200","広報おとべPDF版（令和7年5月号～令和8年4月号）","給付金|住宅|事業者|農業|子育て|不妊","https://www.town.otobe.lg.jp/section/kikaku/diu5g10000001jzm.html"
"01364","乙部町","3","200","広報おとべPDF版（令和6年5月号～令和7年4月号）","住宅|事業者|農業|福祉|子育て|予防接種|不妊","https://www.town.otobe.lg.jp/section/kikaku/diu5g10000000xc7.html"
"01364","乙部町","2","200","北海道乙部町Hokkaido Otobe Town","移住|住宅|事業者|子育て","https://www.town.otobe.lg.jp/"
"01364","乙部町","2","200","町の情報","助成金|住宅|事業者|農業|林業|水産|子育て","https://www.town.otobe.lg.jp/e0taal0000002i4k.html"
"01364","乙部町","2","200","教育文化","住宅|事業者|子育て|通学","https://www.town.otobe.lg.jp/e0taal00000000s2.html"
"01364","乙部町","2","200","事業者の皆様へ","助成金|住宅|事業者|子育て","https://www.town.otobe.lg.jp/e0taal00000000p8.html"
"01364","乙部町","2","200","災害に備えて","住宅|事業者|福祉|子育て|耐震","https://www.town.otobe.lg.jp/section/soumu/e0taal0000000jho.html"
"01364","乙部町","2","200","小学校だより","住宅|事業者|子育て|通学","https://www.town.otobe.lg.jp/section/kyoui/diu5g100000024d8.html"
"01364","乙部町","2","200","学校ブログ","住宅|事業者|子育て|通学","https://www.town.otobe.lg.jp/section/kyoui/diu5g10000000zy1.html"
"01364","乙部町","2","200","乙部町立学校の教育職員に関する業務量管理・健康確保措置実施計画","住宅|事業者|子育て|通学","https://www.town.otobe.lg.jp/section/kyoui/diu5g10000002250.html"
"01364","乙部町","2","200","図書室のお知らせ","住宅|事業者|子育て|通学","https://www.town.otobe.lg.jp/section/kyoui/e0taal000000081p.html"
"01364","乙部町","2","200","小学校だより","住宅|事業者|子育て|通学","https://www.town.otobe.lg.jp/section/kyoui/diu5g10000001n9m.html"
"01364","乙部町","2","200","地域おこし協力隊員の募集（令和7年1月掲載）","移住|住宅|事業者|農業|福祉|子育て","https://www.town.otobe.lg.jp/section/soumu/lfsrqq0000004vf2.html"
"01371","せたな町","3","200","","住宅|空家|農業|林業|水産|福祉|子育て|予防接種|通学","https://www.town.setana.lg.jp/post_1143.html"
"01371","せたな町","2","200","","補助金|移住|事業者|農業|福祉|子育て|省エネ","https://www.town.setana.lg.jp/"
"01371","せたな町","2","200","","補助金|移住|事業者|水産|省エネ","https://www.town.setana.lg.jp/industry/syoukou/post_1848.html"
"01371","せたな町","2","200","","医療費助成|子育て|予防接種","https://www.town.setana.lg.jp/johobetsukosodate/"
"01371","せたな町","2","200","","補助金|住宅|空家|事業者","https://www.town.setana.lg.jp/news/"
"01371","せたな町","2","200","","補助金|移住|水産","https://www.town.setana.lg.jp/industry/saiene/"
"01371","せたな町","2","200","","移住|住宅|空き家|水産","https://www.town.setana.lg.jp/industry/iju/"
"01371","せたな町","2","200","","奨励金|貸付|住宅|福祉","https://www.town.setana.lg.jp/download.html"
"01391","島牧村","2","200","後期高齢者医療被保険者の歯科健診について","医療費助成|農業|福祉|子育て","https://www.vill.shimamaki.lg.jp/news/detail.php?news=241"
"01391","島牧村","2","200","国保・後期高齢者医療被保険者の健診について","医療費助成|農業|福祉|子育て","https://www.vill.shimamaki.lg.jp/news/detail.php?news=240"
"01391","島牧村","2","200","【北海道】こども・若者からの意見募集について","医療費助成|農業|福祉|子育て","https://www.vill.shimamaki.lg.jp/news/detail.php?news=239"
"01391","島牧村","2","200","島牧村総合戦略策定委員の公募について","医療費助成|農業|福祉|子育て","https://www.vill.shimamaki.lg.jp/news/detail.php?news=238"
"01391","島牧村","2","200","「北海道水資源の保全に関する条例」に基づく事前届出について","医療費助成|農業|福祉|子育て","https://www.vill.shimamaki.lg.jp/news/detail.php?news=237"
"01391","島牧村","2","200","NEWS お知らせ","医療費助成|農業|福祉|子育て","https://www.vill.shimamaki.lg.jp/news/"
"01391","島牧村","2","200","令和８年度ふるさと教室「議会見学」","医療費助成|農業|福祉|子育て","https://www.vill.shimamaki.lg.jp/topics/detail.php?topics=122"
"01391","島牧村","2","200","令和８年度 第１回 パークゴルフ大会","医療費助成|農業|福祉|子育て","https://www.vill.shimamaki.lg.jp/topics/detail.php?topics=121"
"01391","島牧村","2","200","令和７年度 第２回 ボッチャ大会","医療費助成|農業|福祉|子育て","https://www.vill.shimamaki.lg.jp/topics/detail.php?topics=120"
"01391","島牧村","2","200","島牧村","医療費助成|農業|福祉|子育て","https://www.vill.shimamaki.lg.jp/topics/"
"01392","寿都町","5","200","くらしの案内","一時金|減免|福祉|子育て|不妊|妊婦","http://www.town.suttu.lg.jp/life/detail.php?id=15"
"01392","寿都町","4","200","くらしの案内","一時金|支援金|福祉|子育て|就学","http://www.town.suttu.lg.jp/life/detail.php?id=8"
"01392","寿都町","3","200","くらしの案内","予防接種|妊婦","http://www.town.suttu.lg.jp/life/detail.php?id=5"
"01392","寿都町","3","200","くらしの案内","医療費助成|福祉|通学","http://www.town.suttu.lg.jp/life/detail.php?id=18"
"01392","寿都町","2","200","教育","通学","http://www.town.suttu.lg.jp/education/"
"01392","寿都町","2","200","くらしの案内","医療費助成|住宅|福祉","http://www.town.suttu.lg.jp/life/detail.php?id=4"
"01392","寿都町","2","200","くらしの案内","減免|住宅","http://www.town.suttu.lg.jp/life/detail.php?id=10"
"01393","黒松内町","5","200","黒松内町","医療費助成|移住|住宅|農業|福祉|子育て|予防接種|妊婦","http://www.kuromatsunai.com/"
"01393","黒松内町","5","200","黒松内町","貸付|医療費助成|移住|住宅|農業|福祉|子育て|予防接種","http://www.kuromatsunai.com/townlife/fukushi/file002/"
"01393","黒松内町","5","200","黒松内町","貸付|医療費助成|移住|住宅|農業|福祉|予防接種","http://www.kuromatsunai.com/townlife/fukushi/file008/"
"01393","黒松内町","5","200","黒松内町","貸付|医療費助成|移住|住宅|農業|福祉|予防接種","http://www.kuromatsunai.com/townlife/fukushi/file001/"
"01393","黒松内町","5","200","黒松内町","貸付|医療費助成|移住|住宅|農業|福祉|予防接種","http://www.kuromatsunai.com/townlife/fukushi/file005/"
"01393","黒松内町","4","200","黒松内町","貸付|医療費助成|移住|住宅|農業|福祉","http://www.kuromatsunai.com/townlife/koseki/file001/"
"01393","黒松内町","4","200","黒松内町","貸付|移住|住宅|空家|農業|福祉|子育て","http://www.kuromatsunai.com/townlife/juutaku/file001/"
"01393","黒松内町","4","200","黒松内町","貸付|移住|住宅|農業|福祉|子育て|耐震","http://www.kuromatsunai.com/townlife/juutaku/file002/"
"01393","黒松内町","4","200","","","http://www.kuromatsunai.com/town/townlife/kankyo/pdf/solor.pdf"
"01393","黒松内町","4","200","","","http://www.kuromatsunai.com/wordpress/wp-content/themes/kuro/pdf/townlife/taiyo_hojyo.pdf"
"01393","黒松内町","3","200","黒松内町","貸付|移住|住宅|農業|福祉","http://www.kuromatsunai.com/towninfo/"
"01393","黒松内町","3","200","黒松内町","貸付|移住|住宅|農業|福祉","http://www.kuromatsunai.com/townlife/koseki/file002/"
"01393","黒松内町","3","200","黒松内町","貸付|移住|住宅|農業|福祉","http://www.kuromatsunai.com/town/postmail/postmail.html"
"01393","黒松内町","3","200","黒松内町","貸付|移住|住宅|農業|水産|福祉","http://www.kuromatsunai.com/link/"
"01393","黒松内町","3","200","黒松内町","貸付|移住|住宅|農業|福祉","http://www.kuromatsunai.com/townlife/koseki/file003/"
"01393","黒松内町","3","200","黒松内町","貸付|移住|住宅|農業|福祉","http://www.kuromatsunai.com/townlife/hospital/file001/"
"01393","黒松内町","3","200","黒松内町","貸付|移住|住宅|農業|福祉","http://www.kuromatsunai.com/townlife/bousai/file001/"
"01393","黒松内町","3","200","黒松内町","貸付|移住|住宅|農業|福祉","http://www.kuromatsunai.com/townlife/senkyo/file001/"
"01393","黒松内町","3","200","黒松内町","貸付|移住|住宅|農業|福祉","http://www.kuromatsunai.com/townlife/nougyou/file001/"
"01393","黒松内町","3","200","黒松内町","貸付|移住|住宅|農業|福祉","http://www.kuromatsunai.com/townlife/keikan/file001/"
"01393","黒松内町","3","200","黒松内町","貸付|移住|住宅|農業|福祉","http://www.kuromatsunai.com/townlife/townwork/"
"01393","黒松内町","3","200","黒松内町","貸付|移住|住宅|農業|福祉","http://www.kuromatsunai.com/file001/"
"01393","黒松内町","3","200","黒松内町","貸付|移住|住宅|農業|福祉","http://www.kuromatsunai.com/townlife/koseki/file009/"
"01393","黒松内町","3","200","黒松内町","貸付|移住|住宅|農業|福祉","http://www.kuromatsunai.com/townlife/bousai/file004/"
"01393","黒松内町","3","200","黒松内町","貸付|移住|住宅|農業|福祉","http://www.kuromatsunai.com/townlife/bousai/file003/"
"01393","黒松内町","2","200","","移住|住宅|空き家","http://www.kuromatsunai.com/kuro_immig/"
"01393","黒松内町","2","200","黒松内町","移住|住宅|農業|福祉","http://www.kuromatsunai.com/town/bear/bear.html?260612"
"01394","蘭越町","7","200","子育て・教育","給付金|貸付|医療費助成|住宅|農業|林業|福祉|子育て|奨学金|予防接種|不妊","https://www.town.rankoshi.hokkaido.jp/administration/education/"
"01394","蘭越町","3","200","健康・福祉","医療費助成|住宅|農業|林業|福祉|子育て|予防接種","https://www.town.rankoshi.hokkaido.jp/administration/welfare/"
