org	detailScore	score	title	url	snippet
久山町	53	25	福祉課	https://www.town.hisayama.fukuoka.jp/soshiki/fukushi/index.html	福祉課／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康
久山町	51	37	特別児童扶養手当	https://www.town.hisayama.fukuoka.jp/gyosei/kosodate_kyoiku/teate/2775.html	特別児童扶養手当／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き
久山町	51	25	業務案内	https://www.town.hisayama.fukuoka.jp/soshiki/fukushi/gyomu/index.html	業務案内／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健
久山町	51	25	久山町福祉団体等活動促進補助事業（マイクロバス利用補助）	https://www.town.hisayama.fukuoka.jp/gyosei/iryo_kenko_fukushi/3209.html	久山町福祉団体等活動促進補助事業（マイクロバス利用補助）／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ
久山町	51	25	国民年金の給付	https://www.town.hisayama.fukuoka.jp/gyosei/iryo_kenko_fukushi/kokumin_nenkin/1794.html	国民年金の給付／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医
久山町	51	25	久山町アピアランスケア推進事業	https://www.town.hisayama.fukuoka.jp/gyosei/iryo_kenko_fukushi/cabser/3202.html	久山町アピアランスケア推進事業／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ く
久山町	51	25	久山町小児・AYA世代がん患者在宅療養生活支援事業	https://www.town.hisayama.fukuoka.jp/gyosei/iryo_kenko_fukushi/cabser/2522.html	久山町小児・AYA世代がん患者在宅療養生活支援事業／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町
久山町	51	25	児童扶養手当とは	https://www.town.hisayama.fukuoka.jp/gyosei/iryo_kenko_fukushi/support_hitorioya/2551.html	児童扶養手当とは／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き
久山町	51	25	物価高対応子育て応援手当を支給します	https://www.town.hisayama.fukuoka.jp/gyosei/kosodate_kyoiku/teate/4468.html	物価高対応子育て応援手当を支給します／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップペー
久山町	51	25	児童手当	https://www.town.hisayama.fukuoka.jp/gyosei/kosodate_kyoiku/teate/3775.html	児童手当／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健
久山町	51	25	児童扶養手当とは	https://www.town.hisayama.fukuoka.jp/gyosei/kosodate_kyoiku/teate/2774.html	児童扶養手当とは／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き
久山町	51	25	一時預かり保育	https://www.town.hisayama.fukuoka.jp/gyosei/kosodate_kyoiku/kosodate_shiennzigyou/4633.html	一時預かり保育／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医
久山町	51	25	子育て応援ヘルパー（子育て世帯訪問支援事業）	https://www.town.hisayama.fukuoka.jp/gyosei/kosodate_kyoiku/kosodate_shiennzigyou/3569.html	子育て応援ヘルパー（子育て世帯訪問支援事業）／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式ト
久山町	49	25	子育て短期支援事業（ショートステイ事業）	https://www.town.hisayama.fukuoka.jp/gyosei/kosodate_kyoiku/kosodate_shiennzigyou/4629.html	子育て短期支援事業（ショートステイ事業）／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップ
久山町	45	21	不妊症・不育症の助成について	https://www.town.hisayama.fukuoka.jp/gyosei/kosodate_kyoiku/ninshin_shussan/1688.html	不妊症・不育症の助成について／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くら
久山町	43	23	病児保育ルーム コスモス	https://www.town.hisayama.fukuoka.jp/gyosei/kosodate_kyoiku/kosodate_shiennzigyou/1977.html	病児保育ルーム コスモス／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・
久山町	43	20	子育て・教育	https://www.town.hisayama.fukuoka.jp/gyosei/kosodate_kyoiku/index.html	子育て・教育／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療
久山町	43	20	障がい福祉	https://www.town.hisayama.fukuoka.jp/gyosei/iryo_kenko_fukushi/shogai_fukushi/index.html	障がい福祉／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・
久山町	41	21	養育医療	https://www.town.hisayama.fukuoka.jp/gyosei/kosodate_kyoiku/ninshin_shussan/2083.html	養育医療／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健
久山町	39	19	児童育成支援拠点事業	https://www.town.hisayama.fukuoka.jp/gyosei/kosodate_kyoiku/kosodate_shiennzigyou/4630.html	児童育成支援拠点事業／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続
久山町	39	19	久山町子育て支援センター「木子里(きっこり)」	https://www.town.hisayama.fukuoka.jp/gyosei/kosodate_kyoiku/kosodate_shiennzigyou/1706.html	久山町子育て支援センター「木子里(きっこり)」／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式
久山町	39	19	篠栗・久山広域ファミリー・サポート・センター	https://www.town.hisayama.fukuoka.jp/gyosei/kosodate_kyoiku/kosodate_shiennzigyou/1840.html	篠栗・久山広域ファミリー・サポート・センター／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式ト
久山町	38	17	手当	https://www.town.hisayama.fukuoka.jp/gyosei/kosodate_kyoiku/teate/index.html	手当／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康
久山町	37	20	景観づくり助成事業	https://www.town.hisayama.fukuoka.jp/gyosei/kurashi/jumin_katsudo/4/index.html	景観づくり助成事業／久山町 スマートフォン版を表示 本文へ くらし・行政トップ くらし・手続き 医療・健康・ 福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 メニューを閉じる Select Language 組織から探す くらし・行政トップページ 久山町公式トップページ くらし・手続き
