municipalityCode,municipalityName,score,priority,label,url,snippet
"22101","静岡市","20","low","清水区 静岡市","https://www.city.shizuoka.lg.jp/p018641.html",""
"22101","静岡市","20","low","共通要素管理","https://www.city.shizuoka.lg.jp/kanri/index.html",""
"22101","静岡市","20","low","寄せられた市政へのご意見・ご提案","https://www.city.shizuoka.lg.jp/faq/p009731.html",""
"22101","静岡市","20","low","防災・安全","https://www.city.shizuoka.lg.jp/p000113.html",""
"22101","静岡市","20","low","くらし・手続き","https://www.city.shizuoka.lg.jp/p000002.html",""
"22101","静岡市","20","low","子育て・教育","https://www.city.shizuoka.lg.jp/p009268.html",""
"22101","静岡市","20","low","健康・医療・福祉","https://www.city.shizuoka.lg.jp/p009290.html",""
"22101","静岡市","20","low","しごと・産業","https://www.city.shizuoka.lg.jp/p009299.html",""
"22101","静岡市","20","low","観光・文化・スポーツ","https://www.city.shizuoka.lg.jp/p009300.html",""
"22101","静岡市","20","low","市政情報","https://www.city.shizuoka.lg.jp/p000214.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s009071.html",""
"22101","静岡市","20","low","学習スペースとして利用可能な公共施設","https://www.city.shizuoka.lg.jp/s2934/s013128.html",""
"22101","静岡市","20","low","愛知全域対応不用品回収粗大ゴミ処分ならクオーレ名古屋！","https://www.huyouhinkaisyuu-nagoya.com/",""
"22101","静岡市","20","low","ドリームビレッジホールディングス","https://www.dream-village.net/",""
"22101","静岡市","20","low","--> 静岡県浜松市の不妊治療専門施設 「アクトタワークリニック」では、 女性不妊・男性不妊・人工授精・体外受精等 を専門に行っております。","https://www.acttower.com/",""
"22101","静岡市","20","low","市役所組織","https://www.city.shizuoka.lg.jp/p009305.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000001.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s7836/s000002.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s7836/s000003.html",""
"22101","静岡市","20","low","119番通報のしかた","https://www.city.shizuoka.lg.jp/s7836/s000004.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s7836/s000005.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s7836/s000007.html",""
"22101","静岡市","20","low","みんなでつくる安全・安心なまち","https://www.city.shizuoka.lg.jp/s9623/s000010.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s9623/s000011.html",""
"22101","静岡市","20","low","静岡市犯罪等に強いまちづくり基本計画","https://www.city.shizuoka.lg.jp/s9623/s000013.html",""
"22101","静岡市","20","low","静岡市街頭防犯カメラの設置及び運用に関するガイドライン","https://www.city.shizuoka.lg.jp/s9623/s000014.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s9623/s000017.html",""
"22101","静岡市","20","low","静岡市内の犯罪状況","https://www.city.shizuoka.lg.jp/s9623/s000018.html",""
"22101","静岡市","20","low","犯罪被害者等支援に関する啓発活動","https://www.city.shizuoka.lg.jp/s9623/s000021.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s9623/s000022.html",""
"22101","静岡市","20","low","犯罪被害者等支援総合案内窓口","https://www.city.shizuoka.lg.jp/s9623/s000023.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s9623/s000024.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s9623/s000027.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s9623/s000029.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s9623/s000033.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s9623/s000036.html",""
"22101","静岡市","20","low","静岡市暴力追放推進協議会","https://www.city.shizuoka.lg.jp/s9623/s000038.html",""
"22101","静岡市","20","low","地域での暴力排除活動の支援","https://www.city.shizuoka.lg.jp/s9623/s000039.html",""
"22101","静岡市","20","low","静岡市路上喫煙による被害等の防止に関する条例","https://www.city.shizuoka.lg.jp/s9623/s000040.html",""
"22101","静岡市","20","low","子どもを狙った犯罪にご注意ください！","https://www.city.shizuoka.lg.jp/s9623/s000046.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s9623/s000047.html",""
"22101","静岡市","20","low","静岡市客引き行為等の禁止に関する条例","https://www.city.shizuoka.lg.jp/s9623/s000048.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s9623/s000049.html",""
"22101","静岡市","20","low","区役所職員を騙る「還付金詐欺」にご注意ください！","https://www.city.shizuoka.lg.jp/s2978/s000051.html",""
"22101","静岡市","20","low","清水区の救急医療体制","https://www.city.shizuoka.lg.jp/s9352/s000052.html",""
"22101","静岡市","20","low","葵区・駿河区の救急医療体制","https://www.city.shizuoka.lg.jp/s9352/s000053.html",""
"22101","静岡市","20","low","静岡市の救急医療","https://www.city.shizuoka.lg.jp/s9352/s000054.html",""
"22101","静岡市","20","low","救急歯科センター","https://www.city.shizuoka.lg.jp/s9352/s000055.html",""
"22101","静岡市","20","low","本日の救急当番医","https://www.city.shizuoka.lg.jp/s9352/s000056.html",""
"22101","静岡市","20","low","市所管公共施設へのAED設置","https://www.city.shizuoka.lg.jp/s9352/s000057.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s9352/s000058.html",""
"22101","静岡市","20","low","今日（きょう）の救急（きゅうきゅう）当番医（とうばんい）について（やさしい日本語版）","https://www.city.shizuoka.lg.jp/s9352/s000060.html",""
"22101","静岡市","20","low","災害時医療救護","https://www.city.shizuoka.lg.jp/s9352/s000065.html",""
"22101","静岡市","20","low","災害時の医療機関等開設情報","https://www.city.shizuoka.lg.jp/s9352/s000066.html",""
"22101","静岡市","20","low","風水害緊急避難場所","https://www.city.shizuoka.lg.jp/s4268/s000067.html",""
"22101","静岡市","20","low","葵区：風水害緊急避難場所","https://www.city.shizuoka.lg.jp/s4268/s000068.html",""
"22101","静岡市","20","low","駿河区：風水害緊急避難場所","https://www.city.shizuoka.lg.jp/s4268/s000069.html",""
"22101","静岡市","20","low","清水区：風水害緊急避難場所","https://www.city.shizuoka.lg.jp/s4268/s000070.html",""
"22101","静岡市","20","low","災害時協力協定・相互応援協定","https://www.city.shizuoka.lg.jp/s4268/s000280.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000282.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000284.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000285.html",""
"22101","静岡市","20","low","災害時の情報収集への備え","https://www.city.shizuoka.lg.jp/s4268/s000286.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000289.html",""
"22101","静岡市","20","low","津波災害警戒区域の指定","https://www.city.shizuoka.lg.jp/s4268/s000290.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000291.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000293.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000294.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s8769/s000295.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s8769/s000296.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000302.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s8769/s000304.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s8769/s000305.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000307.html",""
"22101","静岡市","20","low","津波ハザードマップ","https://www.city.shizuoka.lg.jp/s4268/s000308.html",""
"22101","静岡市","20","low","令和4年台風15号に関する浸水実績図（参考）","https://www.city.shizuoka.lg.jp/s9568/s000312.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000314.html",""
"22101","静岡市","20","low","わたしの避難計画","https://www.city.shizuoka.lg.jp/s4268/s000316.html",""
"22101","静岡市","20","low","ため池マップ・ため池ハザードマップ","https://www.city.shizuoka.lg.jp/s5283/s000317.html",""
"22101","静岡市","20","low","自主防災組織・自主防災組織の育成に関するご案内","https://www.city.shizuoka.lg.jp/s4268/s000318.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000319.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000321.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000327.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000328.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000329.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000330.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000331.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000332.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000333.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000334.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000335.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000336.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000338.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000339.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000340.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000341.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000342.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000343.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000344.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000349.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s5732/s000350.html",""
"22101","静岡市","20","low","要配慮者利用施設における避難確保計画作成等","https://www.city.shizuoka.lg.jp/s4268/s000352.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000354.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000355.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000356.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000357.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000359.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000360.html",""
"22101","静岡市","20","low","南海トラフ地震臨時情報発表時における静岡市の対応","https://www.city.shizuoka.lg.jp/s4268/s000361.html",""
"22101","静岡市","20","low","津波避難ビル整備事業に対する補助","https://www.city.shizuoka.lg.jp/s4268/s000363.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000364.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000365.html",""
"22101","静岡市","20","low","災害時の情報収集への備え","https://www.city.shizuoka.lg.jp/s4268/s000286.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000369.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000375.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000376.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000377.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000378.html",""
"22101","静岡市","20","low","主要な防災関連行事","https://www.city.shizuoka.lg.jp/s4268/s000379.html",""
"22101","静岡市","20","low","全国瞬時警報システム（Jアラート）全国一斉情報伝達試験の実施","https://www.city.shizuoka.lg.jp/s4268/s000380.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000381.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000382.html",""
"22101","静岡市","20","low","静岡県弁護士会ニュース（被災者支援情報）","https://www.city.shizuoka.lg.jp/s4268/s000383.html",""
"22101","静岡市","20","low","静岡市災害時協力井戸","https://www.city.shizuoka.lg.jp/s4268/s000384.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000386.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000387.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s9623/s000388.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s9623/s000389.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s9623/s000390.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s4268/s000391.html",""
"22101","静岡市","20","low","ページが見つかりません","https://www.city.shizuoka.lg.jp/s8957/s000392.html",""
"22102","浜松市","20","low","重要なお知らせ","https://www.city.hamamatsu.shizuoka.jp/",""
"22102","浜松市","20","low","重要なお知らせ","https://www.city.hamamatsu.shizuoka.jp/index.html",""
"22102","浜松市","20","low","浜松市からのお知らせ","https://www.city.hamamatsu.shizuoka.jp/oshirase/index.html",""
"22102","浜松市","20","low","防災","https://www.city.hamamatsu.shizuoka.jp/bosai/bosai/index.html",""
"22102","浜松市","20","low","救急医療・消防","https://www.city.hamamatsu.shizuoka.jp/kyu_kyu/index.html",""
"22102","浜松市","20","low","施設","https://www.city.hamamatsu.shizuoka.jp/shisetsu-annai/index.html",""
"22102","浜松市","20","low","ごみ・リサイクル","https://www.city.hamamatsu.shizuoka.jp/ippai/gomi/index.html",""
"22102","浜松市","20","low","Foreign Language","https://www.city.hamamatsu.shizuoka.jp/foreign/index.html",""
"22102","浜松市","20","low","手続き・くらし","https://www.city.hamamatsu.shizuoka.jp/kurashi-tetsuzuki/index.html",""
"22102","浜松市","20","low","子育て・教育","https://www.city.hamamatsu.shizuoka.jp/kyoiku/index.html",""
"22102","浜松市","20","low","健康・医療・福祉","https://www.city.hamamatsu.shizuoka.jp/kenko/index.html",""
"22102","浜松市","20","low","市政","https://www.city.hamamatsu.shizuoka.jp/shise/index.html",""
"22102","浜松市","20","low","住むならやっぱり浜松！","https://www.city.hamamatsu.shizuoka.jp/koho2/room/sumunara.html",""
"22102","浜松市","20","low","浜松市の中山間地域「オクハマ」","https://www.city.hamamatsu.shizuoka.jp/kurashi-tetsuzuki/shiminkatsudo/chusankan/index.html",""
"22102","浜松市","20","low","みんなで応援地域活性化事業","https://www.city.hamamatsu.shizuoka.jp/shiminkyodo/minkatu.html",""
"22102","浜松市","20","low","電子証明書更新の日曜窓口","https://www.city.hamamatsu.shizuoka.jp/siminkj/denshi/nitiyou_madoguti.html",""
"22102","浜松市","20","low","浜松市指定ごみ袋に関する緊急措置を継続します","https://www.city.hamamatsu.shizuoka.jp/ippai/gomi/dashikata/gomibukuro.html",""
"22102","浜松市","20","low","豪雨災害通行規制情報","https://www.city.hamamatsu.shizuoka.jp/kurashi-tetsuzuki/doro/r5_0602_kisei.html",""
"22102","浜松市","20","low","浜松市からのお知らせ","https://www.city.hamamatsu.shizuoka.jp/oshirase/",""
"22102","浜松市","20","low","浜松市公式X（旧ツイッター）「てんこちょ浜松」","https://www.city.hamamatsu.shizuoka.jp/koho2/pr/tw/",""
"22102","浜松市","20","low","浜松市公式Facebookページ「いいら！」","https://www.city.hamamatsu.shizuoka.jp/koho2/pr/fb/",""
"22102","浜松市","20","low","浜松市LINE公式アカウント「しゃんべぇ情報局」","https://www.city.hamamatsu.shizuoka.jp/koho2/pr/line/",""
"22102","浜松市","20","low","はままつ動画チャンネル","https://www.city.hamamatsu.shizuoka.jp/koho2/movie/",""
"22102","浜松市","20","low","結婚・離婚","https://www.city.hamamatsu.shizuoka.jp/koho2/marriage_divorce/index.html",""
"22102","浜松市","20","low","教育","https://www.city.hamamatsu.shizuoka.jp/kyoiku/kyoiku/index.html",""
"22102","浜松市","20","low","健康・医療","https://www.city.hamamatsu.shizuoka.jp/kenko/iryo/index.html",""
"22102","浜松市","20","low","住まい・引っ越し","https://www.city.hamamatsu.shizuoka.jp/koho2/move/index.html",""
"22102","浜松市","20","low","保険・年金","https://www.city.hamamatsu.shizuoka.jp/kurashi-tetsuzuki/hoken/index.html",""
"22102","浜松市","20","low","高齢・介護","https://www.city.hamamatsu.shizuoka.jp/mokuteki/gaido/kore/index.html",""
"22102","浜松市","20","low","福祉","https://www.city.hamamatsu.shizuoka.jp/kenko/fukushi/index.html",""
"22102","浜松市","20","low","死亡に関する手続き","https://www.city.hamamatsu.shizuoka.jp/kurashi-tetsuzuki/koseki/shibo/index.html",""
"22102","浜松市","20","low","目的から探す","https://www.city.hamamatsu.shizuoka.jp/mokuteki/index.html",""
"22102","浜松市","20","low","よくある質問","https://www.city.hamamatsu.shizuoka.jp/faq/opendata/v1.html?x=faq",""
"22102","浜松市","20","low","税金 証明書の取得","https://www.city.hamamatsu.shizuoka.jp/kurashi-tetsuzuki/zekin/syoumei.html",""
"22102","浜松市","20","low","パスポート（旅券）","https://www.city.hamamatsu.shizuoka.jp/kurashi-tetsuzuki/koseki/passport/index.html",""
"22102","浜松市","20","low","住民票の写し","https://www.city.hamamatsu.shizuoka.jp/siminkj/shomei/jyuminhyo.html",""
"22102","浜松市","20","low","印鑑登録証明書","https://www.city.hamamatsu.shizuoka.jp/siminkj/shomei/inkan.html",""
"22102","浜松市","20","low","国民健康保険（国保）","https://www.city.hamamatsu.shizuoka.jp/kokuho/kokuho_nenkin/kokuho/index/top.html",""
"22102","浜松市","20","low","戸籍届出","https://www.city.hamamatsu.shizuoka.jp/kurashi-tetsuzuki/koseki/koseki/index.html",""
"22102","浜松市","20","low","マイナンバーカード・電子証明書","https://www.city.hamamatsu.shizuoka.jp/kurashi-tetsuzuki/koseki/mynumber/index.html",""
"22102","浜松市","20","low","浜松市の上下水道","https://www.city.hamamatsu.shizuoka.jp/kurashi-tetsuzuki/suido/index.html",""
"22102","浜松市","20","low","市長の部屋","https://www.city.hamamatsu.shizuoka.jp/shise/shicho/index.html",""
"22102","浜松市","20","low","浜松市議会","https://www.city.hamamatsu.shizuoka.jp/gikai/index.html",""
"22102","浜松市","20","low","職員採用","https://www.city.hamamatsu.shizuoka.jp/shise/shokuinsaiyo/index.html",""
"22102","浜松市","20","low","統計情報","https://www.city.hamamatsu.shizuoka.jp/gyousei/library/index.html",""
"22102","浜松市","20","low","報道発表資料","https://www.city.hamamatsu.shizuoka.jp/shise/koho/koho/hodohappyo/index.html",""
"22102","浜松市","20","low","概要","https://www.city.hamamatsu.shizuoka.jp/shise/gaiyo/gaiyo/index.html",""
"22102","浜松市","20","low","行政区の再編について","https://www.city.hamamatsu.shizuoka.jp/kikaku/kuseido/index.html",""
"22102","浜松市","20","low","予算・財政","https://www.city.hamamatsu.shizuoka.jp/shise/yosan/index.html",""
"22102","浜松市","20","low","&nbsp;","https://www.city.hamamatsu.shizuoka.jp/odpf/opendata/v1.html",""
"22102","浜松市","20","low","多目的ドーム型スタジアム建設促進期成同盟会","https://www.city.hamamatsu.shizuoka.jp/kikaku/yakyuuzyou/yakyuuzyou.html",""
"22102","浜松市","20","low","静岡大学・浜松医科大学 統合・再編促進期成同盟会","https://www.city.hamamatsu.shizuoka.jp/kikaku/daigakukiseidoumeikai.html",""
"22102","浜松市","20","low","https://www.city.hamamatsu.shizuoka.jp/ward/chuo/index.html","https://www.city.hamamatsu.shizuoka.jp/ward/chuo/index.html",""
"22102","浜松市","20","low","https://www.city.hamamatsu.shizuoka.jp/ward/hamana/index.html","https://www.city.hamamatsu.shizuoka.jp/ward/hamana/index.html",""
"22102","浜松市","20","low","https://www.city.hamamatsu.shizuoka.jp/ward/tenryu/index.html","https://www.city.hamamatsu.shizuoka.jp/ward/tenryu/index.html",""
"22102","浜松市","20","low","休日救急当番医","https://www.city.hamamatsu.shizuoka.jp/iryou/kyujitsu-tobani.html",""
"22102","浜松市","20","low","夜間救急室","https://www.city.hamamatsu.shizuoka.jp/kyukyu/medical/shinryojo.html",""
"22102","浜松市","20","low","浜松市保健所","https://www.city.hamamatsu.shizuoka.jp/hokenk/health/hokenjo/index.html",""
"22102","浜松市","20","low","予防・検診","https://www.city.hamamatsu.shizuoka.jp/kenko/iryo/yobo/index.html",""
"22102","浜松市","20","low","ハザードマップ（浜松市防災マップ）","https://www.city.hamamatsu.shizuoka.jp/bosai/bosai/map/index.html",""
"22102","浜松市","20","low","緊急避難場所・避難所","https://www.city.hamamatsu.shizuoka.jp/kiki/disaster/bousai/hinannjo.html",""
"22102","浜松市","20","low","道路・交通・河川","https://www.city.hamamatsu.shizuoka.jp/kurashi-tetsuzuki/doro/index.html",""
"22102","浜松市","20","low","消防・防災","https://www.city.hamamatsu.shizuoka.jp/bosai/index.html",""
"22102","浜松市","20","low","庁舎案内","https://www.city.hamamatsu.shizuoka.jp/shise/chosha/",""
"22102","浜松市","20","low","組織案内","https://www.city.hamamatsu.shizuoka.jp/shise/soshiki/index.html",""
"22102","浜松市","20","low","浜松市美術館","https://www.city.hamamatsu.shizuoka.jp/artmuse/index.html",""
"22102","浜松市","20","low","浜松市博物館","https://www.city.hamamatsu.shizuoka.jp/hamahaku/index.html",""
"22102","浜松市","20","low","はままつの文化財","https://www.city.hamamatsu.shizuoka.jp/bunkazai/index.html",""
"22102","浜松市","20","low","レジャー・スポーツ施設","https://www.city.hamamatsu.shizuoka.jp/kyoiku/leisure/shisetsu/index.html",""
"22102","浜松市","20","low","レジャー・スポーツ","https://www.city.hamamatsu.shizuoka.jp/kyoiku/leisure/index.html",""
"22102","浜松市","20","low","浜松市天文台","https://www.city.hamamatsu.shizuoka.jp/s-kumin/hao/index.html",""
"22102","浜松市","20","low","科学館","https://www.city.hamamatsu.shizuoka.jp/maps/c-kagakukan.html",""
"22102","浜松市","20","low","浜松市動物園","https://www.city.hamamatsu.shizuoka.jp/maps/n-hamazoo.html",""
"22102","浜松市","20","low","浜松城公園 天守閣 展示解説の多言語訳","https://www.city.hamamatsu.shizuoka.jp/koen-kan/park/parks/hamamatsujou/index.html",""
"22102","浜松市","20","low","家康公 ゆかりの地 浜松","https://www.city.hamamatsu.shizuoka.jp/ieyasu/index.html",""
"22102","浜松市","20","low","https://www.city.hamamatsu.shizuoka.jp/hamalife/index.html","https://www.city.hamamatsu.shizuoka.jp/hamalife/index.html",""
"22102","浜松市","20","low","発注情報（入札・契約）","https://www.city.hamamatsu.shizuoka.jp/sangyo/hatchu/index.html",""
"22102","浜松市","20","low","福祉・介護","https://www.city.hamamatsu.shizuoka.jp/sangyo/fukushi-k/index.html",""
"22102","浜松市","20","low","環境対策","https://www.city.hamamatsu.shizuoka.jp/sangyo/kankyotaisaku/index.html",""
"22102","浜松市","20","low","産業廃棄物","https://www.city.hamamatsu.shizuoka.jp/sangyo/kankyotaisaku/haikibutsu/index.html",""
"22102","浜松市","20","low","産業振興","https://www.city.hamamatsu.shizuoka.jp/sangyo/shinko/index.html",""
"22102","浜松市","20","low","都市計画・建築・区画整理","https://www.city.hamamatsu.shizuoka.jp/jigyosha/city/index.html",""
"22102","浜松市","20","low","屋外広告物について","https://www.city.hamamatsu.shizuoka.jp/tochi/city/toshikai/koukoku/index.html",""
"22102","浜松市","20","low","公共工事の技術監理に関するご案内","https://www.city.hamamatsu.shizuoka.jp/gijutsukanri/gijutsukanri/index.html",""
"22102","浜松市","20","low","ご意見・お問い合わせ","https://www.city.hamamatsu.shizuoka.jp/voice/",""
"22102","浜松市","20","low","バナー広告のご案内","https://www.city.hamamatsu.shizuoka.jp/koho2/banner/index.html",""
"22102","浜松市","20","low","株式会社リサイクルクリーン","https://www.recycle-clean.co.jp/",""
"22102","浜松市","20","low","浜松市で外壁塗装・屋根塗装をお考えの方は","https://www.u-kenso.jp/",""
"22102","浜松市","20","low","--> 静岡県浜松市の不妊治療専門施設 「アクトタワークリニック」では、 女性不妊・男性不妊・人工授精・体外受精等 を専門に行っております。","https://www.acttower.com/",""
"22102","浜松市","20","low","https://palmo-sosai.jp/hamamatsu.html","https://palmo-sosai.jp/hamamatsu.html",""
"22102","浜松市","20","low","浜松市の葬儀･葬式･家族葬なら【家族葬のトワーズ】","https://towas.jp/shizuoka/hamamatsu-shi/?utm_source=cityhall&utm_medium=display&utm_campaign=banner_hmmt&utm_content=hmmt1",""
"22102","浜松市","20","low","https://serio888.net/","https://serio888.net/",""
"22102","浜松市","20","low","https://www.jfc.go.jp/n/finance/search/ippan.html?utm_source=xxx&utm_medium=cpc&utm_campaign=09_22_02_hamamatsu","https://www.jfc.go.jp/n/finance/search/ippan.html?utm_source=xxx&utm_medium=cpc&utm_campaign=09_22_02_hamamatsu",""
"22102","浜松市","20","low","浜松市役所","https://www.city.hamamatsu.shizuoka.jp/maps/cityhall.html",""
"22102","浜松市","20","low","中央区役所","https://www.city.hamamatsu.shizuoka.jp/maps/c-ward.html",""
"22102","浜松市","20","low","浜名区役所","https://www.city.hamamatsu.shizuoka.jp/maps/hk-ward.html",""
"22102","浜松市","20","low","天竜区役所","https://www.city.hamamatsu.shizuoka.jp/maps/t-ward.html",""
"22102","浜松市","20","low","東行政センター","https://www.city.hamamatsu.shizuoka.jp/maps/h-ward.html",""
"22102","浜松市","20","low","西行政センター","https://www.city.hamamatsu.shizuoka.jp/maps/n-ward.html",""
"22102","浜松市","20","low","南行政センター","https://www.city.hamamatsu.shizuoka.jp/maps/m-ward.html",""
"22102","浜松市","20","low","北行政センター","https://www.city.hamamatsu.shizuoka.jp/maps/k-ward.html",""
"22102","浜松市","20","low","サイトポリシー","https://www.city.hamamatsu.shizuoka.jp/policy/index.html",""
"22102","浜松市","20","low","サイトの使い方","https://www.city.hamamatsu.shizuoka.jp/tsukaikata/index.html",""
"22102","浜松市","20","low","個人情報の取り扱いについて","https://www.city.hamamatsu.shizuoka.jp/privacy/index.html",""
"22102","浜松市","20","low","ウェブアクセシビリティ方針","https://www.city.hamamatsu.shizuoka.jp/accessibility/index.html",""
"22102","浜松市","20","low","浜松市物価高騰支援商品券事業について","https://www.city.hamamatsu.shizuoka.jp/sangyoshinko/shougyo/2026shouhinken.html",""
"22102","浜松市","20","low","中瀬協働センターからのお知らせ","https://www.city.hamamatsu.shizuoka.jp/hk-nakaze/index.html",""
