municipalityCode,municipalityName,score,priority,label,url,snippet
"22102","浜松市","20","low","7月掲載の情報","https://www.city.hamamatsu.shizuoka.jp/somu/r8-7gatukeisai.html",""
"22102","浜松市","20","low","戦没者追悼平和祈念式","https://www.city.hamamatsu.shizuoka.jp/fukushisomu/welfare/tuitoushiki/annai.html",""
"22102","浜松市","20","low","中央区協議会・西地域分科会","https://www.city.hamamatsu.shizuoka.jp/w-shinko/ward/nishiku/conference/nishiku/nishi_index.html",""
"22102","浜松市","20","low","最高裁判決を踏まえた生活保護費の追加給付について","https://www.city.hamamatsu.shizuoka.jp/fukushisomu/20260401.html",""
"22102","浜松市","20","low","田んぼダムの取組みを希望する方へご案内","https://www.city.hamamatsu.shizuoka.jp/nouseibi/damu.html",""
"22102","浜松市","20","low","【補助事業】感震ブレーカー設置助成について","https://www.city.hamamatsu.shizuoka.jp/kiki/kansin.html",""
"22102","浜松市","20","low","水窪文化会館から「星空観望会」開催のお知らせ","https://www.city.hamamatsu.shizuoka.jp/mb-kyodo/event/20260728hoshizora.html",""
"22102","浜松市","20","low","浜松市立看護専門学校","https://www.city.hamamatsu.shizuoka.jp/kango/school/kango/index.html",""
"22102","浜松市","20","low","はままつ動画チャンネル","https://www.city.hamamatsu.shizuoka.jp/koho2/movie/index.html",""
"22102","浜松市","20","low","浜松市感染症情報センター","https://www.city.hamamatsu.shizuoka.jp/hokanken/idwr/index.html",""
"22102","浜松市","20","low","市長記者会見のライブ配信","https://www.city.hamamatsu.shizuoka.jp/koho2/room/interview/02/live.html",""
"22102","浜松市","20","low","学校説明会","https://www.city.hamamatsu.shizuoka.jp/kango/school/kango/gakkousetumeikai.html",""
"22102","浜松市","20","low","休日の部活動の地域展開","https://www.city.hamamatsu.shizuoka.jp/renkei/tiikitenkai.html",""
"22102","浜松市","20","low","はままつ北フェス2027","https://www.city.hamamatsu.shizuoka.jp/n-shinko/kitafesu/kitafes2027.html",""
"22102","浜松市","20","low","国連を支える世界こども未来会議inHAMAMATSU（アイデアコンテスト）","https://www.city.hamamatsu.shizuoka.jp/kikaku/sdgscontest.html",""
"22102","浜松市","20","low","農林水産情報発信Instagram「はまのう」について","https://www.city.hamamatsu.shizuoka.jp/nousei/instagram-hamanou.html",""
"22102","浜松市","20","low","引佐支所からのお知らせ","https://www.city.hamamatsu.shizuoka.jp/is-kyodo/oshirase.html",""
"22102","浜松市","20","low","在宅医療・介護連携に関する多職種研修会・講演会","https://www.city.hamamatsu.shizuoka.jp/iryou/zaitaku/tasyokusyukennsyuukai.html",""
"22102","浜松市","20","low","第1次試験合格者［第1類行政職員（免許資格職）］","https://www.city.hamamatsu.shizuoka.jp/jinji-iinkai/officer/r08/1rumenkyo-itiji.html",""
"22102","浜松市","20","low","第1次試験合格者［第1類行政職員（免許資格職）第4類行政職員（免許資格職）］＜2026年10月1日採用＞","https://www.city.hamamatsu.shizuoka.jp/jinji-iinkai/officer/r08/1rui4rui-menkyo.html",""
"22102","浜松市","20","low","第1次試験合格者［第1類行政職員（免許資格職）］＜佐久間病院勤務＞","https://www.city.hamamatsu.shizuoka.jp/jinji-iinkai/officer/r08/1ruisakuma-itiji.html",""
"22102","浜松市","20","low","緑の募金普及啓発事業","https://www.city.hamamatsu.shizuoka.jp/ryokuka/ryokukasuisinhonbu/hukyukeihatu/hukyukeihatu.html",""
"22102","浜松市","20","low","市立小中学校への新入学","https://www.city.hamamatsu.shizuoka.jp/sogo/shinsei/nyugaku.html",""
"22102","浜松市","20","low","浜松市保健衛生年報","https://www.city.hamamatsu.shizuoka.jp/hokenk/tokei/nenpou.html",""
"22102","浜松市","20","low","熱中症警戒情報等発表時に公の施設の施設利用を取り止めた場合における還付等の対応について","https://www.city.hamamatsu.shizuoka.jp/asset/neccyuushou.html",""
"22102","浜松市","20","low","「井伊直虎ゆかりの地 浜松」10周年事業 第67期王位戦第1局浜松対局","https://www.city.hamamatsu.shizuoka.jp/kanko/ouisenn.html",""
"22102","浜松市","20","low","西地域応援団YEEL! vol.51","https://www.city.hamamatsu.shizuoka.jp/w-shinko/yeel/2025/vol51/tambo-art-mochitsuki.html",""
"22102","浜松市","20","low","給食用食材の産地公表","https://www.city.hamamatsu.shizuoka.jp/kenkou/kyushokusantikohyo.html",""
"22102","浜松市","20","low","緊急情報","https://www.city.hamamatsu.shizuoka.jp/kinkyu/index.html",""
"22102","浜松市","20","low","ご意見・お問い合わせ","https://www.city.hamamatsu.shizuoka.jp/voice/index.html",""
"22102","浜松市","20","low","浜松市土木防災情報システムについて","https://www.city.hamamatsu.shizuoka.jp/kasen/bousaijouhousystem.html",""
"22102","浜松市","20","low","自主防災隊のページ","https://www.city.hamamatsu.shizuoka.jp/kiki/disaster/bousai/jishubo.html",""
"22102","浜松市","20","low","防災のお知らせ","https://www.city.hamamatsu.shizuoka.jp/bosai/bosai/oshirase/index.html",""
"22102","浜松市","20","low","同報無線の放送内容の確認方法について","https://www.city.hamamatsu.shizuoka.jp/kiki/disaster/bousai/douhou/douhouhousou.html",""
"22102","浜松市","20","low","防災・災害情報","https://www.city.hamamatsu.shizuoka.jp/bosai/bosai/jyoho/index.html",""
"22102","浜松市","20","low","浜松市防災ホッとメール","https://www.city.hamamatsu.shizuoka.jp/kiki/disaster/hotmail.html",""
"22102","浜松市","20","low","LINEによる防災情報の配信","https://www.city.hamamatsu.shizuoka.jp/kiki/disaster/bousai/line/bosailine.html",""
"22102","浜松市","20","low","学ぶ！（災害に備える）","https://www.city.hamamatsu.shizuoka.jp/bosai/bosai/learn/index.html",""
"22102","浜松市","20","low","【避難の基準！】風水害における警戒レベル","https://www.city.hamamatsu.shizuoka.jp/kiki/disaster/bousai/hinankoudoukeikaku/hinan.html",""
"22102","浜松市","20","low","【災害用パンフレット】区版避難行動計画","https://www.city.hamamatsu.shizuoka.jp/kiki/disaster/bousai/hinankoudoukeikaku/index.html",""
"22102","浜松市","20","low","浜松市防災学習センター（はま防～家）","https://www.city.hamamatsu.shizuoka.jp/kiki/disaster/bousai/gakusyu/index.html",""
"22102","浜松市","20","low","我が家の対策（自助）","https://www.city.hamamatsu.shizuoka.jp/bosai/bosai/jijo/index.html",""
"22102","浜松市","20","low","各家庭の避難計画を作る（わたしの避難計画、マイ・タイムライン）","https://www.city.hamamatsu.shizuoka.jp/kiki/hazard_map/timeline.html",""
"22102","浜松市","20","low","【補助事業】家具転倒防止事業の実施について","https://www.city.hamamatsu.shizuoka.jp/kiki/disaster/bousai/new/bosainews.html",""
"22102","浜松市","20","low","備蓄について","https://www.city.hamamatsu.shizuoka.jp/kiki/bichiku2.html",""
"22102","浜松市","20","low","電気火災対策について","https://www.city.hamamatsu.shizuoka.jp/kiki/2025111117.html",""
"22102","浜松市","20","low","地域の対策（共助）","https://www.city.hamamatsu.shizuoka.jp/bosai/bosai/kyojo/index.html",""
"22102","浜松市","20","low","避難所運営マニュアル","https://www.city.hamamatsu.shizuoka.jp/kiki/disaster/bousai/hamamatu_j/hinanjyounnei.html",""
"22102","浜松市","20","low","災害時要援護者への手助け・心配り","https://www.city.hamamatsu.shizuoka.jp/bosai/bosai/engosha/index.html",""
"22102","浜松市","20","low","災害時医療ボランティア","https://www.city.hamamatsu.shizuoka.jp/bosai/bosai/kango/index.html",""
"22102","浜松市","20","low","浜松市の対策（公助）","https://www.city.hamamatsu.shizuoka.jp/bosai/bosai/kojyo/index.html",""
"22102","浜松市","20","low","津波対策事業基金について","https://www.city.hamamatsu.shizuoka.jp/kiki/disaster/bousai/tsunamikikin/index.html",""
"22102","浜松市","20","low","津波避難ビルの指定について","https://www.city.hamamatsu.shizuoka.jp/kiki/disaster/bousai/building/index.html",""
"22102","浜松市","20","low","防潮堤整備事業","https://www.city.hamamatsu.shizuoka.jp/kiki/disaster/bouchoutei/index.html",""
"22102","浜松市","20","low","災害時応援協定について","https://www.city.hamamatsu.shizuoka.jp/kiki/disaster/saigaizikyoutei.html",""
"22102","浜松市","20","low","地域防災の取り組み","https://www.city.hamamatsu.shizuoka.jp/bosai/bosai/chiiki/index.html",""
"22102","浜松市","20","low","地域防災訓練の活動状況について","https://www.city.hamamatsu.shizuoka.jp/kiki/chiikibosaikunren.html",""
"22102","浜松市","20","low","防災井戸について","https://www.city.hamamatsu.shizuoka.jp/kiki/bosaiido.html",""
"22102","浜松市","20","low","地域と地元企業等との災害時応援協定締結について","https://www.city.hamamatsu.shizuoka.jp/kiki/kyodotorikumi/saigaizikyoutei.html",""
"22102","浜松市","20","low","災害時協定に基づく一時的な避難場所について","https://www.city.hamamatsu.shizuoka.jp/kiki/kyotei/kyotei_hinan.html",""
"22102","浜松市","20","low","防災計画・条例","https://www.city.hamamatsu.shizuoka.jp/bosai/bosai/keikaku/index.html",""
"22102","浜松市","20","low","浜松市地域防災計画","https://www.city.hamamatsu.shizuoka.jp/kiki/bousaikeikaku/index.html",""
"22102","浜松市","20","low","浜松市の国民保護計画","https://www.city.hamamatsu.shizuoka.jp/kiki/disaster/bousai/kokuminnhogo/index.html",""
"22102","浜松市","20","low","静岡県第4次地震被害想定（平成25年公表）","https://www.city.hamamatsu.shizuoka.jp/kiki/disaster/bousai/dai4ji.html",""
"22102","浜松市","20","low","防災関連情報リンク集","https://www.city.hamamatsu.shizuoka.jp/bosai/bosai/link/index.html",""
"22102","浜松市","20","low","災害廃棄物の広域処理について","https://www.city.hamamatsu.shizuoka.jp/shori/sien/kouikisyori/index.html",""
"22102","浜松市","20","low","被災建築物応急危険度判定","https://www.city.hamamatsu.shizuoka.jp/kensido/city/kikendo/index.html",""
"22102","浜松市","20","low","浜松市消防局","https://www.city.hamamatsu.shizuoka.jp/bosai/shobo/index.html",""
"22102","浜松市","20","low","休日救急歯科診療","https://www.city.hamamatsu.shizuoka.jp/kouku/medical/kyuujitu.html",""
"22102","浜松市","20","low","新津協働センター再開のお知らせ","https://www.city.hamamatsu.shizuoka.jp/s-sinzu/2026-sinzu-saikai.html",""
"22102","浜松市","20","low","和地協働センター休館のお知らせ","https://www.city.hamamatsu.shizuoka.jp/w-shinko/kyodo-center/waji-closed.html",""
"22102","浜松市","20","low","南陽協働センター休館のお知らせ","https://www.city.hamamatsu.shizuoka.jp/s-machi/2025-nanyo-kyuukan.html",""
"22102","浜松市","20","low","市役所・区役所・行政センター","https://www.city.hamamatsu.shizuoka.jp/shisetsu-annai/shiyakusho/index.html",""
"22203","沼津市","20","low","https://www.city.numazu.shizuoka.jp/","https://www.city.numazu.shizuoka.jp/",""
"22203","沼津市","20","low","https://www.city.numazu.shizuoka.jp/index.htm","https://www.city.numazu.shizuoka.jp/index.htm",""
"22203","沼津市","20","low","支援制度","https://www.city.numazu.shizuoka.jp/kurashi/shien.htm",""
"22203","沼津市","20","low","福祉・労働","https://www.city.numazu.shizuoka.jp/kurashi/fukushi.htm",""
"22203","沼津市","20","low","住まい・環境・ペット","https://www.city.numazu.shizuoka.jp/kurashi/sumai.htm",""
"22203","沼津市","20","low","子育て・教育","https://www.city.numazu.shizuoka.jp/kurashi/kyoiku.htm",""
"22203","沼津市","20","low","産業の特色","https://www.city.numazu.shizuoka.jp/business/sangyo.htm",""
"22203","沼津市","20","low","企業誘致・支援","https://www.city.numazu.shizuoka.jp/business/yuchi.htm",""
"22203","沼津市","20","low","入札・契約","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku.htm",""
"22203","沼津市","20","low","お役立ち情報","https://www.city.numazu.shizuoka.jp/business/oyakudachi.htm",""
"22203","沼津市","20","low","強い産業づくり","https://www.city.numazu.shizuoka.jp/business/tsuyoisangyo.htm",""
"22203","沼津市","20","low","関連リンク","https://www.city.numazu.shizuoka.jp/business/link.htm",""
"22203","沼津市","20","low","市政情報","https://www.city.numazu.shizuoka.jp/shisei/index.htm",""
"22203","沼津市","20","low","総合計画・各種計画・主要事業","https://www.city.numazu.shizuoka.jp/shisei/keikaku.htm",""
"22203","沼津市","20","low","よくある質問","https://www.city.numazu.shizuoka.jp/faq/index.htm",""
"22203","沼津市","20","low","お探しのページまたはファイルはありませんでした。","https://www.city.numazu.shizuoka.jp/kikikanri/topics/heisajoukyou.pdf",""
"22203","沼津市","20","low","お探しのページまたはファイルはありませんでした。","https://www.city.numazu.shizuoka.jp/kikikanri/topics/kaikanjoukyou.pdf",""
"22203","沼津市","20","low","沼津市ふるさと納税公式サイト／沼津市","https://www.city.numazu.shizuoka.jp/furusato/index.htm",""
"22203","沼津市","20","low","マイナンバーカード関連手続き","https://www.city.numazu.shizuoka.jp/kurashi/mynumber/kanrentetsuzuki.htm",""
"22203","沼津市","20","low","市公式LINEアカウントをリニューアル！","https://www.city.numazu.shizuoka.jp/numazutopics/line/index.htm",""
"22203","沼津市","20","low","妊娠・出産","https://www.city.numazu.shizuoka.jp/lifeevent/ninshin.htm",""
"22203","沼津市","20","low","沼津市子育てポータルサイト","https://www.city.numazu.shizuoka.jp/kurashi/kyoiku/kosodate/index.htm",""
"22203","沼津市","20","low","入園・入学","https://www.city.numazu.shizuoka.jp/lifeevent/nyuen.htm",""
"22203","沼津市","20","low","引越し","https://www.city.numazu.shizuoka.jp/lifeevent/hikkoshi.htm",""
"22203","沼津市","20","low","高齢・介護","https://www.city.numazu.shizuoka.jp/lifeevent/kourei.htm",""
"22203","沼津市","20","low","救急協力医情報","https://www.city.numazu.shizuoka.jp/kyouryokui/index.htm",""
"22203","沼津市","20","low","ごみ・リサイクル広場","https://www.city.numazu.shizuoka.jp/kurashi/sumai/gomi/index.htm",""
"22203","沼津市","20","low","施設案内","https://www.city.numazu.shizuoka.jp/kurashi/shisetsu/index.htm",""
"22203","沼津市","20","low","沼津の海を楽しむ皆さまへ","https://www.city.numazu.shizuoka.jp/shisei/office/ichiran/sangyo/suisan/rule.htm",""
"22203","沼津市","20","low","沼津市公式LINE友だち限定クーポン","https://www.city.numazu.shizuoka.jp/numazutopics/line/coupon.htm",""
"22203","沼津市","20","low","市長定例記者会見","https://www.city.numazu.shizuoka.jp/shisei/pr/interview/index.htm",""
"22203","沼津市","20","low","沼津市第二中学校区学校跡施設活用に関するサウンディング型市場調査について","https://www.city.numazu.shizuoka.jp/kurashi/kyoiku/kyoiku/numazushi/tekiseika_dai2.htm",""
"22203","沼津市","20","low","市指定ごみ袋の供給状況等について","https://www.city.numazu.shizuoka.jp/kurashi/sumai/gomi/topics/gomibukuro/index.htm",""
"22203","沼津市","20","low","水道メーターの盗難被害についての注意喚起 - 水道部／沼津市","https://www.city.numazu.shizuoka.jp/kurashi/sumai/suido/topics/2026/tonanhigai/index.htm",""
"22203","沼津市","20","low","世界初の養殖魚 沼津産「夢あじ」が本格販売されます！","https://www.city.numazu.shizuoka.jp/shisei/office/ichiran/sangyo/suisan/yumeaji.htm",""
"22203","沼津市","20","low","https://www.city.numazu.shizuoka.jp/koukadetsunagaru/index.htm","https://www.city.numazu.shizuoka.jp/koukadetsunagaru/index.htm",""
"22203","沼津市","20","low","https://www.city.numazu.shizuoka.jp/shisei/profile/mayor/pdf/shiseihoushin.pdf","https://www.city.numazu.shizuoka.jp/shisei/profile/mayor/pdf/shiseihoushin.pdf",""
"22203","沼津市","20","low","「沼津あじフライたるたるサンド」がSea級グルメ全国大会で優勝！ ～第16回みなとオアシスSea級グルメ全国大会inあおもり～","https://www.city.numazu.shizuoka.jp/kurashi/topics/2025/ajitarusand/index.htm",""
"22203","沼津市","20","low","沼津の出逢い応援課","https://www.city.numazu.shizuoka.jp/deai/index.htm",""
"22203","沼津市","20","low","沼津市建築物等耐震化促進事業","https://www.city.numazu.shizuoka.jp/shisei/office/ichiran/toshikei/jyutakuseisaku/taishinka.htm",""
"22203","沼津市","20","low","建設部道路管理課","https://www.city.numazu.shizuoka.jp/shisei/office/ichiran/kensetsu/doukan.htm",""
"22203","沼津市","20","low","地震から命を守るために家具を固定しましょう","https://www.city.numazu.shizuoka.jp/kurashi/anshin/bousai/topics/kagukotei/index.htm",""
"22203","沼津市","20","low","出生届提出記念サービス","https://www.city.numazu.shizuoka.jp/kurashi/todokede/syussyo.htm",""
"22203","沼津市","20","low","生活困窮者支援","https://www.city.numazu.shizuoka.jp/kurashi/fukushi/seikatsu/seikatsukonkyu.htm",""
"22203","沼津市","20","low","カレンダー詳細","https://www.city.numazu.shizuoka.jp/newcalender/ivent_syousai.php?look_ym=2025-01-07",""
"22203","沼津市","20","low","https://www.city.numazu.shizuoka.jp/takara100/index.htm","https://www.city.numazu.shizuoka.jp/takara100/index.htm",""
"22203","沼津市","20","low","https://www.city.numazu.shizuoka.jp/saiyou/index.htm","https://www.city.numazu.shizuoka.jp/saiyou/index.htm",""
"22203","沼津市","20","low","https://www.city.numazu.shizuoka.jp/shisei/iju/index.php","https://www.city.numazu.shizuoka.jp/shisei/iju/index.php",""
"22203","沼津市","20","low","沼津市水道部","https://www.city.numazu.shizuoka.jp/kurashi/sumai/suido/index.htm",""
"22203","沼津市","20","low","沼津市中心市街地まちづくり戦略","https://www.city.numazu.shizuoka.jp/shisei/keikaku/various/machisenryaku/index.htm",""
"22203","沼津市","20","low","沼津市リノベーションまちづくり","https://www.city.numazu.shizuoka.jp/renovation/index.htm",""
"22203","沼津市","20","low","「沼津を青に染めよう！キャンペーン」実施中！！","https://www.city.numazu.shizuoka.jp/kurashi/sports/azulclaro/topics/campaign.htm",""
"22203","沼津市","20","low","市長の部屋","https://www.city.numazu.shizuoka.jp/shisei/profile/mayor/index.htm",""
"22203","沼津市","20","low","市内施設の電話番号案内","https://www.city.numazu.shizuoka.jp/kurashi/telephone/index.htm",""
"22203","沼津市","20","low","サイトポリシー","https://www.city.numazu.shizuoka.jp/about/sitepolicy.htm",""
"22203","沼津市","20","low","リンク","https://www.city.numazu.shizuoka.jp/link/index.htm",""
"22203","沼津市","20","low","沼津市役所","https://www.city.numazu.shizuoka.jp/kurashi/shisetsu/shiyakusho.htm",""
"22203","沼津市","20","low","駐車場","https://www.city.numazu.shizuoka.jp/kurashi/access/parking/index.htm",""
"22203","沼津市","20","low","市庁舎フロア図","https://www.city.numazu.shizuoka.jp/kurashi/shisetsu/office_map/index.htm",""
"22203","沼津市","20","low","沼津市 市制100周年記念サイト","https://www.city.numazu.shizuoka.jp/100th_anniv/jigyo.htm",""
"22203","沼津市","20","low","沼津市 市制100周年記念サイト","https://www.city.numazu.shizuoka.jp/100th_anniv/jigyo_kifu.htm",""
"22203","沼津市","20","low","沼津市 市制100周年記念サイト","https://www.city.numazu.shizuoka.jp/100th_anniv/torikumi.htm",""
"22203","沼津市","20","low","沼津市 市制100周年記念サイト","https://www.city.numazu.shizuoka.jp/100th_anniv/topics/",""
"22203","沼津市","20","low","沼津市 市制100周年記念サイト","https://www.city.numazu.shizuoka.jp/100th_anniv/topics/r04/0317/kyogikai.htm",""
"22203","沼津市","20","low","沼津市 市制100周年記念サイト","https://www.city.numazu.shizuoka.jp/100th_anniv/topics/r04/0708/kyogikai.htm",""
"22203","沼津市","20","low","沼津市 市制100周年記念サイト","https://www.city.numazu.shizuoka.jp/100th_anniv/topics/r04/prposter/",""
"22203","沼津市","20","low","2020年度 JIS X 8341-3に基づく試験結果","https://www.city.numazu.shizuoka.jp/about/2020_test_result.htm",""
"22203","沼津市","20","low","2021年度 JIS X 8341-3に基づく試験結果","https://www.city.numazu.shizuoka.jp/about/2021_test_result.htm",""
"22203","沼津市","20","low","2022年度 JIS X 8341-3に基づく試験結果","https://www.city.numazu.shizuoka.jp/about/2022_test_result.htm",""
"22203","沼津市","20","low","2023年度 JIS X 8341-3に基づく試験結果","https://www.city.numazu.shizuoka.jp/about/2023_test_result.htm",""
"22203","沼津市","20","low","広告について","https://www.city.numazu.shizuoka.jp/banner/",""
"22203","沼津市","20","low","インターネット公売","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/i-kobai/",""
"22203","沼津市","20","low","沼津市インターネット公売","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/i-kobai/nouzei/",""
"22203","沼津市","20","low","沼津市インターネット公売のお知らせ","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/i-kobai/nouzei/oshirase.htm",""
"22203","沼津市","20","low","契約・検査","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/nyusatsu/",""
"22203","沼津市","20","low","物品・役務（建設工事関連業務以外）","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/nyusatsu/buppin/",""
"22203","沼津市","20","low","印刷発注予定","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/nyusatsu/buppin/bh-open.htm",""
"22203","沼津市","20","low","物品役務関係書類（市長部局用）","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/nyusatsu/buppin/yoshiki.htm",""
"22203","沼津市","20","low","業務委託関係書類（市長部局用）","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/nyusatsu/buppin/yoshiki_itaku.htm",""
"22203","沼津市","20","low","シルバー人材センター等との契約","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/nyusatsu/buppin/silvere/",""
"22203","沼津市","20","low","その他の随意契約","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/nyusatsu/buppin/zuii/",""
"22203","沼津市","20","low","建設工事及び建設工事関連業務","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/nyusatsu/kensetsu/",""
"22203","沼津市","20","low","工事着手日選択型工事の試行について","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/nyusatsu/kensetsu/chakushubi.htm",""
"22203","沼津市","20","low","電子契約の利用について","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/nyusatsu/kensetsu/densi-keiyaku.htm",""
"22203","沼津市","20","low","沼津市電子入札について","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/nyusatsu/kensetsu/densi-nyusatu.htm",""
"22203","沼津市","20","low","建設工事関連業務関係書類（上下水道用）","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/nyusatsu/kensetsu/gi-syorui.htm",""
"22203","沼津市","20","low","建設工事関連業務関係書類（市長部局用）","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/nyusatsu/kensetsu/ki-yousiki.htm",""
"22203","沼津市","20","low","建設工事関係書類（市長部局用）","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/nyusatsu/kensetsu/k-yousiki.htm",""
"22203","沼津市","20","low","週休2日制工事の試行について","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/nyusatsu/kensetsu/shukyu2.htm",""
"22203","沼津市","20","low","総合評価落札方式による競争入札の実施について","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/nyusatsu/kensetsu/sougouhyoka.htm",""
"22203","沼津市","20","low","低入札価格調査制度","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/nyusatsu/kensetsu/teinyu-gaiyou2.htm",""
"22203","沼津市","20","low","建設工事請負契約に係る要領・要綱など（その他）","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/nyusatsu/kensetsu/youran-ta.htm",""
"22203","沼津市","20","low","積算における建設発生土処分の取扱いの変更について","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/nyusatsu/topics/tsuchishori.htm",""
"22203","沼津市","20","low","郵便入札についてのお知らせ","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/nyusatsu/topics/yuubinnyusatsu.htm",""
"22203","沼津市","20","low","公有資産活用提案","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/shisan/",""
"22203","沼津市","20","low","事業所のごみについて","https://www.city.numazu.shizuoka.jp/business/oyakudachi/gomi/",""
"22203","沼津市","20","low","事業系ごみの処理方法（一般廃棄物）","https://www.city.numazu.shizuoka.jp/business/oyakudachi/gomi/haikibutu/ipan.htm",""
"22203","沼津市","20","low","事業系ごみの処理方法（産業廃棄物）","https://www.city.numazu.shizuoka.jp/business/oyakudachi/gomi/haikibutu/sangyohaiki.htm",""
"22203","沼津市","20","low","事業系ごみとは","https://www.city.numazu.shizuoka.jp/business/oyakudachi/gomi/haikibutu/toha.htm",""
"22203","沼津市","20","low","「法人番号」の確認について","https://www.city.numazu.shizuoka.jp/business/oyakudachi/houjinnumber/",""
"22203","沼津市","20","low","NPO法人（特定非営利活動法人）の認証等事務について","https://www.city.numazu.shizuoka.jp/business/oyakudachi/npo/",""
"22203","沼津市","20","low","沼津の産業リンク集","https://www.city.numazu.shizuoka.jp/business/oyakudachi/san-link/",""
"21521","御嵩町","15","low","申請書ダウンロード","https://www.town.mitake.lg.jp/portal/life-process/form-download/",""
"21521","御嵩町","15","low","【選定結果】御嵩町ブランド構築事業支援業務委託プロポーザル募集（まちづくり課）","https://www.town.mitake.lg.jp/business/business/%e3%83%97%e3%83%ad%e3%83%9d%e3%83%bc%e3%82%b6%e3%83%ab%e6%96%b9%e5%bc%8f%e7%ad%89%e3%81%ae%e5%8b%9f%e9%9b%86%e3%83%bb%e7%b5%90%e6%9e%9c%e5%85%ac%e8%a1%a8/post0103288/",""
"21521","御嵩町","15","low","プロポーザル方式等の募集・結果公表","https://www.town.mitake.lg.jp/business/business/%e3%83%97%e3%83%ad%e3%83%9d%e3%83%bc%e3%82%b6%e3%83%ab%e6%96%b9%e5%bc%8f%e7%ad%89%e3%81%ae%e5%8b%9f%e9%9b%86%e3%83%bb%e7%b5%90%e6%9e%9c%e5%85%ac%e8%a1%a8/",""
"21604","白川村","15","low","飛騨地域観光誘客広告・メディア連携事業業務委託プロポーザル募集について","https://www.vill.shirakawa.lg.jp/2905.htm",""
"21604","白川村","15","low","申請書のダウンロード一覧","https://www.vill.shirakawa.lg.jp/2002.htm",""
"22101","静岡市","15","low","葵区広報キャラクターの募集","https://www.city.shizuoka.lg.jp/s9728/s013737.html",""
"22203","沼津市","15","low","申請書ダウンロードサービス","https://www.city.numazu.shizuoka.jp/kurashi/todokede/shinsei/index.htm",""
"22203","沼津市","15","low","入札参加資格審査申請書の変更届に必要な書類一覧表","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/nyusatsu/gyoshatoroku/henkou-itiran.htm",""
"22203","沼津市","15","low","企画提案方式（プロポーザル）（令和3年度分）","https://www.city.numazu.shizuoka.jp/business/proposal/r3.htm",""
"22203","沼津市","15","low","企画提案方式（プロポーザル）（令和4年度分）","https://www.city.numazu.shizuoka.jp/business/proposal/r4.htm",""
"22203","沼津市","15","low","企画提案方式（プロポーザル）（令和5年度分）","https://www.city.numazu.shizuoka.jp/business/proposal/r5.htm",""
"22203","沼津市","15","low","企画提案方式（プロポーザル）（令和6年度分）","https://www.city.numazu.shizuoka.jp/business/proposal/r6.htm",""
"21521","御嵩町","-5","low","広報紙「ほっとみたけ」","https://www.town.mitake.lg.jp/portal/town/hotto-mitake/",""
"21521","御嵩町","-5","low","条例・規則検索","https://www.town.mitake.lg.jp/portal/town/laws/",""
"21521","御嵩町","-5","low","サイトマップ","https://www.town.mitake.lg.jp/sitemap/",""
"21521","御嵩町","-5","low","入札結果","https://www.town.mitake.lg.jp/business/business/bid_result/",""
"21604","白川村","-5","low","白川村行政トップページ","https://www.vill.shirakawa.lg.jp/1.htm",""
"21604","白川村","-5","low","サイトマップ","https://www.vill.shirakawa.lg.jp/sitemap/",""
"21604","白川村","-5","low","白川村行政トップページ","https://www.vill.shirakawa.lg.jp/dd.aspx?moduleid=1035&amp;_PickUp_para=15",""
"21604","白川村","-5","low","白川村行政トップページ","https://www.vill.shirakawa.lg.jp/dd.aspx?moduleid=1036&amp;_PickUp_para=15",""
"21604","白川村","-5","low","白川村行政トップページ","https://www.vill.shirakawa.lg.jp/dd.aspx?moduleid=1037&amp;_PickUp_para=15",""
