id	rescored	originalScore	organization	title	url	evidence
132	51	30	高原町	身体障がい者自動車改造費助成事業	https://www.town.takaharu.lg.jp/soshiki/20230403/238563.html	身体障がい者自動車改造費助成事業 - 高原町ホームページ ページの先頭です。 メニューを飛ばして本文へ メニュー Close pop up Googleカスタム検索 検索対象 すべて PDFを除く PDFのみ くらしの情報 しごとの情報 観光情報 町政情報 組織でさがす 地図でさがす カレンダーでさがす 防災・災害情報 日曜・休日当番 トップページへ 本文へ ご利用ガイド サイトマップ Foreign language 文字拡大・背景色変更 文字サイズ 標準 拡大 色合い変更 白 青 黒 閉じる サイト内検索 Googleカスタム検索 検索対象 すべて PDFを除く PDFのみ トップページ > 組織でさがす > 福祉課 > 身体障がい者自動車改造費助成事業 本文 身体障がい者自動車改造費助成事業 印刷ページ表
133	51	30	高原町	重度心身障害者医療費助成制度について	https://www.town.takaharu.lg.jp/soshiki/20230403/1106.html	重度心身障害者医療費助成制度について - 高原町ホームページ ページの先頭です。 メニューを飛ばして本文へ メニュー Close pop up Googleカスタム検索 検索対象 すべて PDFを除く PDFのみ くらしの情報 しごとの情報 観光情報 町政情報 組織でさがす 地図でさがす カレンダーでさがす 防災・災害情報 日曜・休日当番 トップページへ 本文へ ご利用ガイド サイトマップ Foreign language 文字拡大・背景色変更 文字サイズ 標準 拡大 色合い変更 白 青 黒 閉じる サイト内検索 Googleカスタム検索 検索対象 すべて PDFを除く PDFのみ トップページ > 組織でさがす > 福祉課 > 重度心身障害者医療費助成制度について 本文 重度心身障害者医療費助成制度について
135	51	30	高原町	特別児童扶養手当について	https://www.town.takaharu.lg.jp/soshiki/20230403/1084.html	特別児童扶養手当について - 高原町ホームページ ページの先頭です。 メニューを飛ばして本文へ メニュー Close pop up Googleカスタム検索 検索対象 すべて PDFを除く PDFのみ くらしの情報 しごとの情報 観光情報 町政情報 組織でさがす 地図でさがす カレンダーでさがす 防災・災害情報 日曜・休日当番 トップページへ 本文へ ご利用ガイド サイトマップ Foreign language 文字拡大・背景色変更 文字サイズ 標準 拡大 色合い変更 白 青 黒 閉じる サイト内検索 Googleカスタム検索 検索対象 すべて PDFを除く PDFのみ トップページ > 組織でさがす > 福祉課 > 特別児童扶養手当について 本文 特別児童扶養手当について 印刷ページ表示 大きな文字で印刷ペー
136	51	30	高原町	高原町不妊検査費助成事業について	https://www.town.takaharu.lg.jp/soshiki/202304004/297673.html	高原町不妊検査費助成事業について - 高原町ホームページ ページの先頭です。 メニューを飛ばして本文へ メニュー Close pop up Googleカスタム検索 検索対象 すべて PDFを除く PDFのみ くらしの情報 しごとの情報 観光情報 町政情報 組織でさがす 地図でさがす カレンダーでさがす 防災・災害情報 日曜・休日当番 トップページへ 本文へ ご利用ガイド サイトマップ Foreign language 文字拡大・背景色変更 文字サイズ 標準 拡大 色合い変更 白 青 黒 閉じる サイト内検索 Googleカスタム検索 検索対象 すべて PDFを除く PDFのみ トップページ > 組織でさがす > 健康課 > 高原町不妊検査費助成事業について 本文 高原町不妊検査費助成事業について 印刷ページ表
137	51	30	高原町	妊婦のための支援給付事業	https://www.town.takaharu.lg.jp/soshiki/202304004/297164.html	妊婦のための支援給付事業 - 高原町ホームページ ページの先頭です。 メニューを飛ばして本文へ メニュー Close pop up Googleカスタム検索 検索対象 すべて PDFを除く PDFのみ くらしの情報 しごとの情報 観光情報 町政情報 組織でさがす 地図でさがす カレンダーでさがす 防災・災害情報 日曜・休日当番 トップページへ 本文へ ご利用ガイド サイトマップ Foreign language 文字拡大・背景色変更 文字サイズ 標準 拡大 色合い変更 白 青 黒 閉じる サイト内検索 Googleカスタム検索 検索対象 すべて PDFを除く PDFのみ トップページ > 組織でさがす > 健康課 > 妊婦のための支援給付事業 本文 妊婦のための支援給付事業 印刷ページ表示 大きな文字で印刷ペー
138	51	30	高原町	高原町の保育所等で保育士になる方への補助金助成をはじめます	https://www.town.takaharu.lg.jp/soshiki/202304004/153061.html	高原町の保育所等で保育士になる方への補助金助成をはじめます - 高原町ホームページ ページの先頭です。 メニューを飛ばして本文へ メニュー Close pop up Googleカスタム検索 検索対象 すべて PDFを除く PDFのみ くらしの情報 しごとの情報 観光情報 町政情報 組織でさがす 地図でさがす カレンダーでさがす 防災・災害情報 日曜・休日当番 トップページへ 本文へ ご利用ガイド サイトマップ Foreign language 文字拡大・背景色変更 文字サイズ 標準 拡大 色合い変更 白 青 黒 閉じる サイト内検索 Googleカスタム検索 検索対象 すべて PDFを除く PDFのみ トップページ > 組織でさがす > 健康課 > 高原町の保育所等で保育士になる方への補助金助成をはじめます
148	51	26	高原町	地方消費税交付金(社会保障財源化分)が充てられる社会保障施策に要する経費	https://www.town.takaharu.lg.jp/soshiki/7/5414.html	地方消費税交付金(社会保障財源化分)が充てられる社会保障施策に要する経費 - 高原町ホームページ ページの先頭です。 メニューを飛ばして本文へ メニュー Close pop up Googleカスタム検索 検索対象 すべて PDFを除く PDFのみ くらしの情報 しごとの情報 観光情報 町政情報 組織でさがす 地図でさがす カレンダーでさがす 防災・災害情報 日曜・休日当番 トップページへ 本文へ ご利用ガイド サイトマップ Foreign language 文字拡大・背景色変更 文字サイズ 標準 拡大 色合い変更 白 青 黒 閉じる サイト内検索 Googleカスタム検索 検索対象 すべて PDFを除く PDFのみ トップページ > 組織でさがす > 総務課 > 地方消費税交付金(社会保障財源化分)が充てられ
149	51	26	高原町	中山間地域等直接支払交付金	https://www.town.takaharu.lg.jp/soshiki/20/303765.html	中山間地域等直接支払交付金 - 高原町ホームページ ページの先頭です。 メニューを飛ばして本文へ メニュー Close pop up Googleカスタム検索 検索対象 すべて PDFを除く PDFのみ くらしの情報 しごとの情報 観光情報 町政情報 組織でさがす 地図でさがす カレンダーでさがす 防災・災害情報 日曜・休日当番 トップページへ 本文へ ご利用ガイド サイトマップ Foreign language 文字拡大・背景色変更 文字サイズ 標準 拡大 色合い変更 白 青 黒 閉じる サイト内検索 Googleカスタム検索 検索対象 すべて PDFを除く PDFのみ トップページ > 組織でさがす > 農地林務課 > 中山間地域等直接支払交付金 本文 中山間地域等直接支払交付金 印刷ページ表示 大きな文字
152	50	25	高原町	令和8年6月からの介護給付費算定に係る体制等に関する届出等について	https://www.town.takaharu.lg.jp/soshiki/20230403/304064.html	令和8年6月からの介護給付費算定に係る体制等に関する届出等について - 高原町ホームページ ページの先頭です。 メニューを飛ばして本文へ メニュー Close pop up Googleカスタム検索 検索対象 すべて PDFを除く PDFのみ くらしの情報 しごとの情報 観光情報 町政情報 組織でさがす 地図でさがす カレンダーでさがす 防災・災害情報 日曜・休日当番 トップページへ 本文へ ご利用ガイド サイトマップ Foreign language 文字拡大・背景色変更 文字サイズ 標準 拡大 色合い変更 白 青 黒 閉じる サイト内検索 Googleカスタム検索 検索対象 すべて PDFを除く PDFのみ トップページ > 組織でさがす > 福祉課 > 令和8年6月からの介護給付費算定に係る体制等に関する
157	44	23	高原町	介護給付費過誤申立依頼書	https://www.town.takaharu.lg.jp/soshiki/20230403/67022.html	介護給付費過誤申立依頼書 - 高原町ホームページ ページの先頭です。 メニューを飛ばして本文へ メニュー Close pop up Googleカスタム検索 検索対象 すべて PDFを除く PDFのみ くらしの情報 しごとの情報 観光情報 町政情報 組織でさがす 地図でさがす カレンダーでさがす 防災・災害情報 日曜・休日当番 トップページへ 本文へ ご利用ガイド サイトマップ Foreign language 文字拡大・背景色変更 文字サイズ 標準 拡大 色合い変更 白 青 黒 閉じる サイト内検索 Googleカスタム検索 検索対象 すべて PDFを除く PDFのみ トップページ > 組織でさがす > 福祉課 > 介護給付費過誤申立依頼書 本文 介護給付費過誤申立依頼書 印刷ページ表示 大きな文字で印刷ペー
161	42	21	高原町	従業員のレベルアップに！中小企業大学校の受講料補助を実施しています！	https://www.town.takaharu.lg.jp/soshiki/34/5208.html	従業員のレベルアップに！中小企業大学校の受講料補助を実施しています！ - 高原町ホームページ ページの先頭です。 メニューを飛ばして本文へ メニュー Close pop up Googleカスタム検索 検索対象 すべて PDFを除く PDFのみ くらしの情報 しごとの情報 観光情報 町政情報 組織でさがす 地図でさがす カレンダーでさがす 防災・災害情報 日曜・休日当番 トップページへ 本文へ ご利用ガイド サイトマップ Foreign language 文字拡大・背景色変更 文字サイズ 標準 拡大 色合い変更 白 青 黒 閉じる サイト内検索 Googleカスタム検索 検索対象 すべて PDFを除く PDFのみ トップページ > 分類でさがす > しごとの情報 > 産業振興 > 企業支援 > 従業員のレベルア
163	42	21	高原町	介護給付費の適正化に向けた取り組みについて	https://www.town.takaharu.lg.jp/soshiki/20230403/263546.html	介護給付費の適正化に向けた取り組みについて - 高原町ホームページ ページの先頭です。 メニューを飛ばして本文へ メニュー Close pop up Googleカスタム検索 検索対象 すべて PDFを除く PDFのみ くらしの情報 しごとの情報 観光情報 町政情報 組織でさがす 地図でさがす カレンダーでさがす 防災・災害情報 日曜・休日当番 トップページへ 本文へ ご利用ガイド サイトマップ Foreign language 文字拡大・背景色変更 文字サイズ 標準 拡大 色合い変更 白 青 黒 閉じる サイト内検索 Googleカスタム検索 検索対象 すべて PDFを除く PDFのみ トップページ > 組織でさがす > 福祉課 > 介護給付費の適正化に向けた取り組みについて 本文 介護給付費の適正化に向けた
218	67	42	高鍋町	子ども医療費助成制度について	https://www.town.takanabe.lg.jp/lifeevent/teate_josei_shomei/1584.html	子ども医療費助成制度について／高鍋町 本文へ 背景色 くらし 手続き 子育て 教育 健康･ 福祉・医療 文化 スポーツ 観光 お誘い 町政情報 事業者・ 産業・農業 組織から 探す 組織から探す 施設マップ 移住定住情報 サイト内検索 メニューを閉じる Select Language くらし/手続き 子ども・教育 健康・医療・福祉 文化・スポーツ 観光・お誘い 町政情報 事業者・産業・農業 組織から探す メニューを閉じる 現在の位置 宮崎県高鍋町公式ホームページ TAKANABE TOWN ライフシーンでさがす 手当・助成・証明 子ども医療費助成制度について 子ども医療費助成制度について 更新日：2024年12月09日 この制度は、高等学校修了前のお子さんを対象とした医療費助成制度です。 保護者の経済的負担を軽
219	67	42	高鍋町	ひとり親家庭医療費助成制度について	https://www.town.takanabe.lg.jp/lifeevent/teate_josei_shomei/1597.html	ひとり親家庭医療費助成制度について／高鍋町 本文へ 背景色 くらし 手続き 子育て 教育 健康･ 福祉・医療 文化 スポーツ 観光 お誘い 町政情報 事業者・ 産業・農業 組織から 探す 組織から探す 施設マップ 移住定住情報 サイト内検索 メニューを閉じる Select Language くらし/手続き 子ども・教育 健康・医療・福祉 文化・スポーツ 観光・お誘い 町政情報 事業者・産業・農業 組織から探す メニューを閉じる 現在の位置 宮崎県高鍋町公式ホームページ TAKANABE TOWN ライフシーンでさがす 手当・助成・証明 ひとり親家庭医療費助成制度について ひとり親家庭医療費助成制度について 更新日：2024年11月05日 概要 ひとり親家庭等の経済的負担を軽減し、健康維持のために医療費の一部を助
221	67	42	高鍋町	特別児童扶養手当	https://www.town.takanabe.lg.jp/lifeevent/teate_josei_shomei/1638.html	特別児童扶養手当／高鍋町 本文へ 背景色 くらし 手続き 子育て 教育 健康･ 福祉・医療 文化 スポーツ 観光 お誘い 町政情報 事業者・ 産業・農業 組織から 探す 組織から探す 施設マップ 移住定住情報 サイト内検索 メニューを閉じる Select Language くらし/手続き 子ども・教育 健康・医療・福祉 文化・スポーツ 観光・お誘い 町政情報 事業者・産業・農業 組織から探す メニューを閉じる 現在の位置 宮崎県高鍋町公式ホームページ TAKANABE TOWN ライフシーンでさがす 手当・助成・証明 特別児童扶養手当 特別児童扶養手当 更新日：2026年03月26日 目的 精神または身体に障がいを有する児童について、この手当を支給することにより、障がい児の福祉の増進を図ることを目的としたもので
224	67	42	高鍋町	高鍋町骨髄移植ドナー支援事業	https://www.town.takanabe.lg.jp/kenko_iryo_fukushi/kenkozukuri/4340.html	高鍋町骨髄移植ドナー支援事業／高鍋町 本文へ 背景色 くらし 手続き 子育て 教育 健康･ 福祉・医療 文化 スポーツ 観光 お誘い 町政情報 事業者・ 産業・農業 組織から 探す 組織から探す 施設マップ 移住定住情報 サイト内検索 メニューを閉じる Select Language くらし/手続き 子ども・教育 健康・医療・福祉 文化・スポーツ 観光・お誘い 町政情報 事業者・産業・農業 組織から探す メニューを閉じる 現在の位置 宮崎県高鍋町公式ホームページ TAKANABE TOWN 健康・医療・福祉 健康づくり・健（検）診 高鍋町骨髄移植ドナー支援事業 高鍋町骨髄移植ドナー支援事業 更新日：2024年06月17日 高鍋町骨髄移植ドナー支援事業 高鍋町では、多くの骨髄または末梢血幹細胞移植の実現およびドナ
225	67	42	高鍋町	子ども医療費助成制度の高校生まで無償化および受給資格証の郵送について	https://www.town.takanabe.lg.jp/kosodate_kyoiku/kosodate/4008.html	子ども医療費助成制度の高校生まで無償化および受給資格証の郵送について／高鍋町 本文へ 背景色 くらし 手続き 子育て 教育 健康･ 福祉・医療 文化 スポーツ 観光 お誘い 町政情報 事業者・ 産業・農業 組織から 探す 組織から探す 施設マップ 移住定住情報 サイト内検索 メニューを閉じる Select Language くらし/手続き 子ども・教育 健康・医療・福祉 文化・スポーツ 観光・お誘い 町政情報 事業者・産業・農業 組織から探す メニューを閉じる 現在の位置 宮崎県高鍋町公式ホームページ TAKANABE TOWN 子育て・教育 子育て 子ども医療費助成制度の高校生まで無償化および受給資格証の郵送について 子ども医療費助成制度の高校生まで無償化および受給資格証の郵送について 更新日：2023年02
226	67	42	高鍋町	第2子の保育料無償化について	https://www.town.takanabe.lg.jp/kosodate_kyoiku/kosodate/4290.html	第2子の保育料無償化について／高鍋町 本文へ 背景色 くらし 手続き 子育て 教育 健康･ 福祉・医療 文化 スポーツ 観光 お誘い 町政情報 事業者・ 産業・農業 組織から 探す 組織から探す 施設マップ 移住定住情報 サイト内検索 メニューを閉じる Select Language くらし/手続き 子ども・教育 健康・医療・福祉 文化・スポーツ 観光・お誘い 町政情報 事業者・産業・農業 組織から探す メニューを閉じる 現在の位置 宮崎県高鍋町公式ホームページ TAKANABE TOWN 子育て・教育 子育て 第2子の保育料無償化について 第2子の保育料無償化について 更新日：2024年03月27日 令和6年4月分の保育料から第2子の保育料を無償化します 実施時期 令和6年4月分の保育料から 対象児童 高鍋町
227	67	42	高鍋町	物価高対応子育て応援手当（宮崎県上乗せ支給分）について	https://www.town.takanabe.lg.jp/kosodate_kyoiku/teate_josei/4819.html	物価高対応子育て応援手当（宮崎県上乗せ支給分）について／高鍋町 本文へ 背景色 くらし 手続き 子育て 教育 健康･ 福祉・医療 文化 スポーツ 観光 お誘い 町政情報 事業者・ 産業・農業 組織から 探す 組織から探す 施設マップ 移住定住情報 サイト内検索 メニューを閉じる Select Language くらし/手続き 子ども・教育 健康・医療・福祉 文化・スポーツ 観光・お誘い 町政情報 事業者・産業・農業 組織から探す メニューを閉じる 現在の位置 宮崎県高鍋町公式ホームページ TAKANABE TOWN 子育て・教育 手当・助成 物価高対応子育て応援手当（宮崎県上乗せ支給分）について 物価高対応子育て応援手当（宮崎県上乗せ支給分）について 更新日：2026年06月25日 宮崎県では、長期化する物価高
228	67	42	高鍋町	特別児童扶養手当	https://www.town.takanabe.lg.jp/kosodate_kyoiku/teate_josei/1318.html	特別児童扶養手当／高鍋町 本文へ 背景色 くらし 手続き 子育て 教育 健康･ 福祉・医療 文化 スポーツ 観光 お誘い 町政情報 事業者・ 産業・農業 組織から 探す 組織から探す 施設マップ 移住定住情報 サイト内検索 メニューを閉じる Select Language くらし/手続き 子ども・教育 健康・医療・福祉 文化・スポーツ 観光・お誘い 町政情報 事業者・産業・農業 組織から探す メニューを閉じる 現在の位置 宮崎県高鍋町公式ホームページ TAKANABE TOWN 子育て・教育 手当・助成 特別児童扶養手当 特別児童扶養手当 更新日：2026年03月26日 目的 精神または身体に障がいを有する児童について、この手当を支給することにより、障がい児の福祉の増進を図ることを目的としたものです。 支給要件
229	67	42	高鍋町	ひとり親家庭医療費助成制度について	https://www.town.takanabe.lg.jp/kosodate_kyoiku/teate_josei/1055.html	ひとり親家庭医療費助成制度について／高鍋町 本文へ 背景色 くらし 手続き 子育て 教育 健康･ 福祉・医療 文化 スポーツ 観光 お誘い 町政情報 事業者・ 産業・農業 組織から 探す 組織から探す 施設マップ 移住定住情報 サイト内検索 メニューを閉じる Select Language くらし/手続き 子ども・教育 健康・医療・福祉 文化・スポーツ 観光・お誘い 町政情報 事業者・産業・農業 組織から探す メニューを閉じる 現在の位置 宮崎県高鍋町公式ホームページ TAKANABE TOWN 子育て・教育 手当・助成 ひとり親家庭医療費助成制度について ひとり親家庭医療費助成制度について 更新日：2024年11月05日 概要 ひとり親家庭等の経済的負担を軽減し、健康維持のために医療費の一部を助成する制度です
230	67	42	高鍋町	子ども医療費助成制度について	https://www.town.takanabe.lg.jp/kosodate_kyoiku/teate_josei/973.html	子ども医療費助成制度について／高鍋町 本文へ 背景色 くらし 手続き 子育て 教育 健康･ 福祉・医療 文化 スポーツ 観光 お誘い 町政情報 事業者・ 産業・農業 組織から 探す 組織から探す 施設マップ 移住定住情報 サイト内検索 メニューを閉じる Select Language くらし/手続き 子ども・教育 健康・医療・福祉 文化・スポーツ 観光・お誘い 町政情報 事業者・産業・農業 組織から探す メニューを閉じる 現在の位置 宮崎県高鍋町公式ホームページ TAKANABE TOWN 子育て・教育 手当・助成 子ども医療費助成制度について 子ども医療費助成制度について 更新日：2024年12月09日 この制度は、高等学校修了前のお子さんを対象とした医療費助成制度です。 保護者の経済的負担を軽減するとともに
231	67	42	高鍋町	第2子の保育料無償化について	https://www.town.takanabe.lg.jp/lifeevent/ninshin_shussan_kosodate/4291.html	第2子の保育料無償化について／高鍋町 本文へ 背景色 くらし 手続き 子育て 教育 健康･ 福祉・医療 文化 スポーツ 観光 お誘い 町政情報 事業者・ 産業・農業 組織から 探す 組織から探す 施設マップ 移住定住情報 サイト内検索 メニューを閉じる Select Language くらし/手続き 子ども・教育 健康・医療・福祉 文化・スポーツ 観光・お誘い 町政情報 事業者・産業・農業 組織から探す メニューを閉じる 現在の位置 宮崎県高鍋町公式ホームページ TAKANABE TOWN ライフシーンでさがす 妊娠・出産・子育て 第2子の保育料無償化について 第2子の保育料無償化について 更新日：2024年03月27日 令和6年4月分の保育料から第2子の保育料を無償化します 実施時期 令和6年4月分の保育料か
234	67	42	高鍋町	高鍋町内交通事業者支援金について	https://www.town.takanabe.lg.jp/soshiki/chiikiseisaku/6/corona/3397.html	高鍋町内交通事業者支援金について／高鍋町 本文へ 背景色 くらし 手続き 子育て 教育 健康･ 福祉・医療 文化 スポーツ 観光 お誘い 町政情報 事業者・ 産業・農業 組織から 探す 組織から探す 施設マップ 移住定住情報 サイト内検索 メニューを閉じる Select Language くらし/手続き 子ども・教育 健康・医療・福祉 文化・スポーツ 観光・お誘い 町政情報 事業者・産業・農業 組織から探す メニューを閉じる 現在の位置 宮崎県高鍋町公式ホームページ TAKANABE TOWN 組織から探す 地域政策課 事業者の方へ 新型コロナウイルス感染症対策関係 高鍋町内交通事業者支援金について 高鍋町内交通事業者支援金について 更新日：2021年10月20日 売上が 20％以上減少 した交通事業者の方に支
235	67	42	高鍋町	セーフティネット・危機関連貸付（4号など）について	https://www.town.takanabe.lg.jp/soshiki/chiikiseisaku/6/corona/3499.html	セーフティネット・危機関連貸付（4号など）について／高鍋町 本文へ 背景色 くらし 手続き 子育て 教育 健康･ 福祉・医療 文化 スポーツ 観光 お誘い 町政情報 事業者・ 産業・農業 組織から 探す 組織から探す 施設マップ 移住定住情報 サイト内検索 メニューを閉じる Select Language くらし/手続き 子ども・教育 健康・医療・福祉 文化・スポーツ 観光・お誘い 町政情報 事業者・産業・農業 組織から探す メニューを閉じる 現在の位置 宮崎県高鍋町公式ホームページ TAKANABE TOWN 組織から探す 地域政策課 事業者の方へ 新型コロナウイルス感染症対策関係 セーフティネット・危機関連貸付（4号など）について セーフティネット・危機関連貸付（4号など）について 更新日：2022年01月
237	65	40	高鍋町	こども誰でも通園制度（乳児等通園支援事業）について	https://www.town.takanabe.lg.jp/kosodate_kyoiku/kosodate/4995.html	こども誰でも通園制度（乳児等通園支援事業）について／高鍋町 本文へ 背景色 くらし 手続き 子育て 教育 健康･ 福祉・医療 文化 スポーツ 観光 お誘い 町政情報 事業者・ 産業・農業 組織から 探す 組織から探す 施設マップ 移住定住情報 サイト内検索 メニューを閉じる Select Language くらし/手続き 子ども・教育 健康・医療・福祉 文化・スポーツ 観光・お誘い 町政情報 事業者・産業・農業 組織から探す メニューを閉じる 現在の位置 宮崎県高鍋町公式ホームページ TAKANABE TOWN 子育て・教育 子育て こども誰でも通園制度（乳児等通園支援事業）について こども誰でも通園制度（乳児等通園支援事業）について 更新日：2026年06月11日 こども誰でも通園制度(乳児等通園支援事業)と
320	63	30	高鍋町	高鍋町お試し滞在制度補助金について	https://www.town.takanabe.lg.jp/soshiki/chiikiseisaku/3/3645.html	高鍋町お試し滞在制度補助金について／高鍋町 本文へ 背景色 くらし 手続き 子育て 教育 健康･ 福祉・医療 文化 スポーツ 観光 お誘い 町政情報 事業者・ 産業・農業 組織から 探す 組織から探す 施設マップ 移住定住情報 サイト内検索 メニューを閉じる Select Language くらし/手続き 子ども・教育 健康・医療・福祉 文化・スポーツ 観光・お誘い 町政情報 事業者・産業・農業 組織から探す メニューを閉じる 現在の位置 宮崎県高鍋町公式ホームページ TAKANABE TOWN 組織から探す 地域政策課 移住・定住 高鍋町お試し滞在制度補助金について 高鍋町お試し滞在制度補助金について 更新日：2022年12月05日 1泊あたり最大3,000円を補助します 高鍋町に移住を希望される方が、空き家
247	62	37	高鍋町	高鍋町では児童手当から保育料の特別徴収を実施しております	https://www.town.takanabe.lg.jp/kosodate_kyoiku/kosodate/1425.html	高鍋町では児童手当から保育料の特別徴収を実施しております／高鍋町 本文へ 背景色 くらし 手続き 子育て 教育 健康･ 福祉・医療 文化 スポーツ 観光 お誘い 町政情報 事業者・ 産業・農業 組織から 探す 組織から探す 施設マップ 移住定住情報 サイト内検索 メニューを閉じる Select Language くらし/手続き 子ども・教育 健康・医療・福祉 文化・スポーツ 観光・お誘い 町政情報 事業者・産業・農業 組織から探す メニューを閉じる 現在の位置 宮崎県高鍋町公式ホームページ TAKANABE TOWN 子育て・教育 子育て 高鍋町では児童手当から保育料の特別徴収を実施しております 高鍋町では児童手当から保育料の特別徴収を実施しております 更新日：2024年08月30日 1.制度概要 保育料を納付
248	62	37	高鍋町	高鍋町では児童手当から保育料の特別徴収を実施しております	https://www.town.takanabe.lg.jp/lifeevent/ninshin_shussan_kosodate/1658.html	高鍋町では児童手当から保育料の特別徴収を実施しております／高鍋町 本文へ 背景色 くらし 手続き 子育て 教育 健康･ 福祉・医療 文化 スポーツ 観光 お誘い 町政情報 事業者・ 産業・農業 組織から 探す 組織から探す 施設マップ 移住定住情報 サイト内検索 メニューを閉じる Select Language くらし/手続き 子ども・教育 健康・医療・福祉 文化・スポーツ 観光・お誘い 町政情報 事業者・産業・農業 組織から探す メニューを閉じる 現在の位置 宮崎県高鍋町公式ホームページ TAKANABE TOWN ライフシーンでさがす 妊娠・出産・子育て 高鍋町では児童手当から保育料の特別徴収を実施しております 高鍋町では児童手当から保育料の特別徴収を実施しております 更新日：2024年08月30日 1.制
251	60	35	高鍋町	手当・助成・証明	https://www.town.takanabe.lg.jp/lifeevent/teate_josei_shomei/index.html	手当・助成・証明／高鍋町 本文へ 背景色 くらし 手続き 子育て 教育 健康･ 福祉・医療 文化 スポーツ 観光 お誘い 町政情報 事業者・ 産業・農業 組織から 探す 組織から探す 施設マップ 移住定住情報 サイト内検索 メニューを閉じる Select Language くらし/手続き 子ども・教育 健康・医療・福祉 文化・スポーツ 観光・お誘い 町政情報 事業者・産業・農業 組織から探す メニューを閉じる 現在の位置 宮崎県高鍋町公式ホームページ TAKANABE TOWN ライフシーンでさがす 手当・助成・証明 手当・助成・証明 更新日：2018年11月30日 子ども医療費助成制度について ひとり親家庭医療費助成制度について 出産育児一時金 手数料一覧 戸籍・住民票・印鑑などの届出について 郵送による証明
252	60	35	高鍋町	手当・助成	https://www.town.takanabe.lg.jp/kosodate_kyoiku/teate_josei/index.html	手当・助成／高鍋町 本文へ 背景色 くらし 手続き 子育て 教育 健康･ 福祉・医療 文化 スポーツ 観光 お誘い 町政情報 事業者・ 産業・農業 組織から 探す 組織から探す 施設マップ 移住定住情報 サイト内検索 メニューを閉じる Select Language くらし/手続き 子ども・教育 健康・医療・福祉 文化・スポーツ 観光・お誘い 町政情報 事業者・産業・農業 組織から探す メニューを閉じる 現在の位置 宮崎県高鍋町公式ホームページ TAKANABE TOWN 子育て・教育 手当・助成 手当・助成 更新日：2018年11月30日 子ども医療費助成制度について ひとり親家庭医療費助成制度について 出産育児一時金 高鍋町の子育て支援事業について 児童扶養手当 特別児童扶養手当 児童手当 高鍋町結婚新生活
253	60	35	高鍋町	手当・助成・証明	https://www.town.takanabe.lg.jp/lifeevent/teate_josei_shomei/	手当・助成・証明／高鍋町 本文へ 背景色 くらし 手続き 子育て 教育 健康･ 福祉・医療 文化 スポーツ 観光 お誘い 町政情報 事業者・ 産業・農業 組織から 探す 組織から探す 施設マップ 移住定住情報 サイト内検索 メニューを閉じる Select Language くらし/手続き 子ども・教育 健康・医療・福祉 文化・スポーツ 観光・お誘い 町政情報 事業者・産業・農業 組織から探す メニューを閉じる 現在の位置 宮崎県高鍋町公式ホームページ TAKANABE TOWN ライフシーンでさがす 手当・助成・証明 手当・助成・証明 更新日：2018年11月30日 子ども医療費助成制度について ひとり親家庭医療費助成制度について 出産育児一時金 手数料一覧 戸籍・住民票・印鑑などの届出について 郵送による証明
254	60	35	高鍋町	令和7年度「働き方改革推進支援助成金」のご案内	https://www.town.takanabe.lg.jp/soshiki/chiikiseisaku/2/4609.html	令和7年度「働き方改革推進支援助成金」のご案内／高鍋町 本文へ 背景色 くらし 手続き 子育て 教育 健康･ 福祉・医療 文化 スポーツ 観光 お誘い 町政情報 事業者・ 産業・農業 組織から 探す 組織から探す 施設マップ 移住定住情報 サイト内検索 メニューを閉じる Select Language くらし/手続き 子ども・教育 健康・医療・福祉 文化・スポーツ 観光・お誘い 町政情報 事業者・産業・農業 組織から探す メニューを閉じる 現在の位置 宮崎県高鍋町公式ホームページ TAKANABE TOWN 組織から探す 地域政策課 就職・雇用労働情報 令和7年度「働き方改革推進支援助成金」のご案内 令和7年度「働き方改革推進支援助成金」のご案内 更新日：2025年08月06日 宮崎労働局から「令和7年度働き方
249	58	37	高鍋町	「宮崎県UIJターン就活応援補助金」及び「宮崎県UIJターン引っ越し補助金」について	https://www.town.takanabe.lg.jp/soshiki/chiikiseisaku/3/4641.html	「宮崎県UIJターン就活応援補助金」及び「宮崎県UIJターン引っ越し補助金」について／高鍋町 本文へ 背景色 くらし 手続き 子育て 教育 健康･ 福祉・医療 文化 スポーツ 観光 お誘い 町政情報 事業者・ 産業・農業 組織から 探す 組織から探す 施設マップ 移住定住情報 サイト内検索 メニューを閉じる Select Language くらし/手続き 子ども・教育 健康・医療・福祉 文化・スポーツ 観光・お誘い 町政情報 事業者・産業・農業 組織から探す メニューを閉じる 現在の位置 宮崎県高鍋町公式ホームページ TAKANABE TOWN 組織から探す 地域政策課 移住・定住 「宮崎県UIJターン就活応援補助金」及び「宮崎県UIJターン引っ越し補助金」について 「宮崎県UIJターン就活応援補助金」及び「宮
