org	title	url	originalScore	rescore	snippet
十島村	戸籍・住民票・証明書 十島村役場公式サイト	https://www.tokara.jp/life/shoumei/?id=008	24	35	戸籍・住民票・証明書 十島村役場公式サイト 文字サイズ 標準 拡大 背景色 白 黒 黄 English サイトマップ English サイトマップ 暮らし 戸籍・住民票・証明書 マイナンバー制度・住基カード 税金 国民健康保険 後期高齢者医療 転入・転出・転居 各種申請ダウンロード 水道 農林水産業 求人情報 防災情報 相談窓口 健康・医療・福祉 健康・医療 障害者福祉 高齢者福祉 介護保険 児童福祉 子育て支援 妊娠・出産 教育・文化・スポーツ 教育 ・十島村山海留学制度 文化・スポーツ 観光・定住希望の方へ とっておき観光ばなし 全島アーカイブ 口之島 中之島 諏訪之瀬島 平島 悪石島 小宝島 宝島 観光ガイドのご紹介 島めぐり 島めぐり（観光地案内） 口之島 中之島 諏訪之瀬島 平島 悪石島 小宝島 宝島
十島村	戸籍・住民票・証明書 十島村役場公式サイト	https://www.tokara.jp/life/shoumei/?id=009	24	35	戸籍・住民票・証明書 十島村役場公式サイト 文字サイズ 標準 拡大 背景色 白 黒 黄 English サイトマップ English サイトマップ 暮らし 戸籍・住民票・証明書 マイナンバー制度・住基カード 税金 国民健康保険 後期高齢者医療 転入・転出・転居 各種申請ダウンロード 水道 農林水産業 求人情報 防災情報 相談窓口 健康・医療・福祉 健康・医療 障害者福祉 高齢者福祉 介護保険 児童福祉 子育て支援 妊娠・出産 教育・文化・スポーツ 教育 ・十島村山海留学制度 文化・スポーツ 観光・定住希望の方へ とっておき観光ばなし 全島アーカイブ 口之島 中之島 諏訪之瀬島 平島 悪石島 小宝島 宝島 観光ガイドのご紹介 島めぐり 島めぐり（観光地案内） 口之島 中之島 諏訪之瀬島 平島 悪石島 小宝島 宝島
十島村	戸籍・住民票・証明書 十島村役場公式サイト	https://www.tokara.jp/life/shoumei/?id=010	24	35	戸籍・住民票・証明書 十島村役場公式サイト 文字サイズ 標準 拡大 背景色 白 黒 黄 English サイトマップ English サイトマップ 暮らし 戸籍・住民票・証明書 マイナンバー制度・住基カード 税金 国民健康保険 後期高齢者医療 転入・転出・転居 各種申請ダウンロード 水道 農林水産業 求人情報 防災情報 相談窓口 健康・医療・福祉 健康・医療 障害者福祉 高齢者福祉 介護保険 児童福祉 子育て支援 妊娠・出産 教育・文化・スポーツ 教育 ・十島村山海留学制度 文化・スポーツ 観光・定住希望の方へ とっておき観光ばなし 全島アーカイブ 口之島 中之島 諏訪之瀬島 平島 悪石島 小宝島 宝島 観光ガイドのご紹介 島めぐり 島めぐり（観光地案内） 口之島 中之島 諏訪之瀬島 平島 悪石島 小宝島 宝島
十島村	戸籍・住民票・証明書 十島村役場公式サイト	https://www.tokara.jp/life/shoumei/?id=011	24	35	戸籍・住民票・証明書 十島村役場公式サイト 文字サイズ 標準 拡大 背景色 白 黒 黄 English サイトマップ English サイトマップ 暮らし 戸籍・住民票・証明書 マイナンバー制度・住基カード 税金 国民健康保険 後期高齢者医療 転入・転出・転居 各種申請ダウンロード 水道 農林水産業 求人情報 防災情報 相談窓口 健康・医療・福祉 健康・医療 障害者福祉 高齢者福祉 介護保険 児童福祉 子育て支援 妊娠・出産 教育・文化・スポーツ 教育 ・十島村山海留学制度 文化・スポーツ 観光・定住希望の方へ とっておき観光ばなし 全島アーカイブ 口之島 中之島 諏訪之瀬島 平島 悪石島 小宝島 宝島 観光ガイドのご紹介 島めぐり 島めぐり（観光地案内） 口之島 中之島 諏訪之瀬島 平島 悪石島 小宝島 宝島
十島村	戸籍・住民票・証明書 十島村役場公式サイト	https://www.tokara.jp/life/shoumei/?id=012	24	35	戸籍・住民票・証明書 十島村役場公式サイト 文字サイズ 標準 拡大 背景色 白 黒 黄 English サイトマップ English サイトマップ 暮らし 戸籍・住民票・証明書 マイナンバー制度・住基カード 税金 国民健康保険 後期高齢者医療 転入・転出・転居 各種申請ダウンロード 水道 農林水産業 求人情報 防災情報 相談窓口 健康・医療・福祉 健康・医療 障害者福祉 高齢者福祉 介護保険 児童福祉 子育て支援 妊娠・出産 教育・文化・スポーツ 教育 ・十島村山海留学制度 文化・スポーツ 観光・定住希望の方へ とっておき観光ばなし 全島アーカイブ 口之島 中之島 諏訪之瀬島 平島 悪石島 小宝島 宝島 観光ガイドのご紹介 島めぐり 島めぐり（観光地案内） 口之島 中之島 諏訪之瀬島 平島 悪石島 小宝島 宝島
十島村	戸籍・住民票・証明書 十島村役場公式サイト	https://www.tokara.jp/life/shoumei/?id=013	24	35	戸籍・住民票・証明書 十島村役場公式サイト 文字サイズ 標準 拡大 背景色 白 黒 黄 English サイトマップ English サイトマップ 暮らし 戸籍・住民票・証明書 マイナンバー制度・住基カード 税金 国民健康保険 後期高齢者医療 転入・転出・転居 各種申請ダウンロード 水道 農林水産業 求人情報 防災情報 相談窓口 健康・医療・福祉 健康・医療 障害者福祉 高齢者福祉 介護保険 児童福祉 子育て支援 妊娠・出産 教育・文化・スポーツ 教育 ・十島村山海留学制度 文化・スポーツ 観光・定住希望の方へ とっておき観光ばなし 全島アーカイブ 口之島 中之島 諏訪之瀬島 平島 悪石島 小宝島 宝島 観光ガイドのご紹介 島めぐり 島めぐり（観光地案内） 口之島 中之島 諏訪之瀬島 平島 悪石島 小宝島 宝島
十島村	戸籍・住民票・証明書 十島村役場公式サイト	https://www.tokara.jp/life/shoumei/?id=014	24	35	戸籍・住民票・証明書 十島村役場公式サイト 文字サイズ 標準 拡大 背景色 白 黒 黄 English サイトマップ English サイトマップ 暮らし 戸籍・住民票・証明書 マイナンバー制度・住基カード 税金 国民健康保険 後期高齢者医療 転入・転出・転居 各種申請ダウンロード 水道 農林水産業 求人情報 防災情報 相談窓口 健康・医療・福祉 健康・医療 障害者福祉 高齢者福祉 介護保険 児童福祉 子育て支援 妊娠・出産 教育・文化・スポーツ 教育 ・十島村山海留学制度 文化・スポーツ 観光・定住希望の方へ とっておき観光ばなし 全島アーカイブ 口之島 中之島 諏訪之瀬島 平島 悪石島 小宝島 宝島 観光ガイドのご紹介 島めぐり 島めぐり（観光地案内） 口之島 中之島 諏訪之瀬島 平島 悪石島 小宝島 宝島
湧水町	健康増進課	https://www.town.yusui.kagoshima.jp/soshiki/30/	30	35	健康増進課 - 湧水町ホームページ ページの先頭です。 メニューを飛ばして本文へ スマートフォン表示 メニュー 検索 本文へ ご利用ガイド サイトマップ Foreign Language 文字サイズ・色合い変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる くらしの情報 しごとの情報 観光情報 町政情報 キーワード検索 Googleカスタム検索 ページID検索 ページID検索とは カテゴリからさがす 組織でさがす 地図でさがす カレンダーでさがす フロントページ > 組織で探す > 健康増進課 カウントダウンリンク あと14日 --> 本文 健康増進課 新着情報 新着情報のRSS 新着情報の一覧 2026年6月11日更新 湧水町新型インフルエンザ等対策行動計画を改定しました 2026年5月21日更新
湧水町	商工観光PR課	https://www.town.yusui.kagoshima.jp/soshiki/34/	30	35	商工観光PR課 - 湧水町ホームページ ページの先頭です。 メニューを飛ばして本文へ スマートフォン表示 メニュー 検索 本文へ ご利用ガイド サイトマップ Foreign Language 文字サイズ・色合い変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる くらしの情報 しごとの情報 観光情報 町政情報 キーワード検索 Googleカスタム検索 ページID検索 ページID検索とは カテゴリからさがす 組織でさがす 地図でさがす カレンダーでさがす フロントページ > 組織で探す > 商工観光PR課 カウントダウンリンク あと14日 --> 本文 商工観光PR課 新着情報 新着情報のRSS 新着情報の一覧 2026年4月28日更新 ゆうゆうサポーターズ制度のご案内 2026年3月17日更新 湧水町プ
湧水町	湧水町空家リフォーム支援事業	https://www.town.yusui.kagoshima.jp/soshiki/34/768.html	30	35	湧水町空家リフォーム支援事業 - 湧水町ホームページ ページの先頭です。 メニューを飛ばして本文へ スマートフォン表示 メニュー 検索 本文へ ご利用ガイド サイトマップ Foreign Language 文字サイズ・色合い変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる くらしの情報 しごとの情報 観光情報 町政情報 キーワード検索 Googleカスタム検索 ページID検索 ページID検索とは カテゴリからさがす 組織でさがす 地図でさがす カレンダーでさがす フロントページ > 分類でさがす > 分類でさがす > くらしの情報 > --> 引越・住まい > > 湧水町空家リフォーム支援事業 本文 湧水町空家リフォーム支援事業 印刷用ページを表示する 掲載日：2025年4月1日更新 ページID：0
湧水町	湧水町結婚新生活支援事業	https://www.town.yusui.kagoshima.jp/soshiki/34/4022.html	30	35	湧水町結婚新生活支援事業 - 湧水町ホームページ ページの先頭です。 メニューを飛ばして本文へ スマートフォン表示 メニュー 検索 本文へ ご利用ガイド サイトマップ Foreign Language 文字サイズ・色合い変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる くらしの情報 しごとの情報 観光情報 町政情報 キーワード検索 Googleカスタム検索 ページID検索 ページID検索とは カテゴリからさがす 組織でさがす 地図でさがす カレンダーでさがす フロントページ > 組織で探す > 商工観光PR課 > 湧水町結婚新生活支援事業 本文 湧水町結婚新生活支援事業 印刷用ページを表示する 掲載日：2026年4月1日更新 ページID：0004022 事業計画 本事業は,内閣府の「地域少子化対策重
湧水町	日本型直接支払交付金について（多面的・中山間・環境保全）	https://www.town.yusui.kagoshima.jp/soshiki/32/417.html	30	35	日本型直接支払交付金について（多面的・中山間・環境保全） - 湧水町ホームページ ページの先頭です。 メニューを飛ばして本文へ スマートフォン表示 メニュー 検索 本文へ ご利用ガイド サイトマップ Foreign Language 文字サイズ・色合い変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる くらしの情報 しごとの情報 観光情報 町政情報 キーワード検索 Googleカスタム検索 ページID検索 ページID検索とは カテゴリからさがす 組織でさがす 地図でさがす カレンダーでさがす フロントページ > 組織で探す > 産業振興課 > 日本型直接支払交付金について（多面的・中山間・環境保全） 本文 日本型直接支払交付金について（多面的・中山間・環境保全） 印刷用ページを表示する 掲載日：201
湧水町	企業支援	https://www.town.yusui.kagoshima.jp/soshiki/28/4008.html	30	35	企業支援 - 湧水町ホームページ ページの先頭です。 メニューを飛ばして本文へ スマートフォン表示 メニュー 検索 本文へ ご利用ガイド サイトマップ Foreign Language 文字サイズ・色合い変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる くらしの情報 しごとの情報 観光情報 町政情報 キーワード検索 Googleカスタム検索 ページID検索 ページID検索とは カテゴリからさがす 組織でさがす 地図でさがす カレンダーでさがす フロントページ > 組織で探す > 企画財政課 > 企業支援 本文 企業支援 印刷用ページを表示する 掲載日：2021年6月10日更新 ページID：0004008 誘致企業に対する優遇措置制度について紹介します。 湧水町の優遇措置制度 目 的 本町における企業
湧水町	健康増進課	https://www.town.yusui.kagoshima.jp/soshiki/30/index-2.html	30	35	健康増進課 - 湧水町ホームページ ページの先頭です。 メニューを飛ばして本文へ スマートフォン表示 メニュー 検索 本文へ ご利用ガイド サイトマップ Foreign Language 文字サイズ・色合い変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる くらしの情報 しごとの情報 観光情報 町政情報 キーワード検索 Googleカスタム検索 ページID検索 ページID検索とは カテゴリからさがす 組織でさがす 地図でさがす カレンダーでさがす フロントページ > 組織で探す > 健康増進課 カウントダウンリンク あと14日 --> 本文 健康増進課 新着情報 新着情報のRSS 2026年6月11日更新 湧水町新型インフルエンザ等対策行動計画を改定しました 2026年5月21日更新 出産サポート11
湧水町	湧水町６次産業化支援事業	https://www.town.yusui.kagoshima.jp/soshiki/32/1011.html	30	35	湧水町６次産業化支援事業 - 湧水町ホームページ ページの先頭です。 メニューを飛ばして本文へ スマートフォン表示 メニュー 検索 本文へ ご利用ガイド サイトマップ Foreign Language 文字サイズ・色合い変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる くらしの情報 しごとの情報 観光情報 町政情報 キーワード検索 Googleカスタム検索 ページID検索 ページID検索とは カテゴリからさがす 組織でさがす 地図でさがす カレンダーでさがす フロントページ > 組織で探す > 産業振興課 > 湧水町６次産業化支援事業 本文 湧水町６次産業化支援事業 印刷用ページを表示する 掲載日：2018年5月14日更新 ページID：0002172 ６次産業化支援事業補助金について 目的 農林産物
湧水町	湧水町里山等整備促進支援事業	https://www.town.yusui.kagoshima.jp/soshiki/32/1371.html	30	35	湧水町里山等整備促進支援事業 - 湧水町ホームページ ページの先頭です。 メニューを飛ばして本文へ スマートフォン表示 メニュー 検索 本文へ ご利用ガイド サイトマップ Foreign Language 文字サイズ・色合い変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる くらしの情報 しごとの情報 観光情報 町政情報 キーワード検索 Googleカスタム検索 ページID検索 ページID検索とは カテゴリからさがす 組織でさがす 地図でさがす カレンダーでさがす フロントページ > 組織で探す > 産業振興課 > 湧水町里山等整備促進支援事業 本文 湧水町里山等整備促進支援事業 印刷用ページを表示する 掲載日：2018年5月14日更新 ページID：0002174 目的 放置竹林及び侵入竹林を解消し，
湧水町	商工観光PR課	https://www.town.yusui.kagoshima.jp/soshiki/34/index-2.html	30	35	商工観光PR課 - 湧水町ホームページ ページの先頭です。 メニューを飛ばして本文へ スマートフォン表示 メニュー 検索 本文へ ご利用ガイド サイトマップ Foreign Language 文字サイズ・色合い変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる くらしの情報 しごとの情報 観光情報 町政情報 キーワード検索 Googleカスタム検索 ページID検索 ページID検索とは カテゴリからさがす 組織でさがす 地図でさがす カレンダーでさがす フロントページ > 組織で探す > 商工観光PR課 カウントダウンリンク あと14日 --> 本文 商工観光PR課 新着情報 新着情報のRSS 2026年4月28日更新 ゆうゆうサポーターズ制度のご案内 2026年3月17日更新 湧水町プレミアム付電子商
湧水町	高齢者の予防接種	https://www.town.yusui.kagoshima.jp/soshiki/30/941.html	24	35	高齢者の予防接種 - 湧水町ホームページ ページの先頭です。 メニューを飛ばして本文へ スマートフォン表示 メニュー 検索 本文へ ご利用ガイド サイトマップ Foreign Language 文字サイズ・色合い変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる くらしの情報 しごとの情報 観光情報 町政情報 キーワード検索 Googleカスタム検索 ページID検索 ページID検索とは カテゴリからさがす 組織でさがす 地図でさがす カレンダーでさがす フロントページ > 組織で探す > 健康増進課 > 高齢者の予防接種 本文 高齢者の予防接種 印刷用ページを表示する 掲載日：2026年4月1日更新 ページID：0002117 高齢者の予防接種について 種 別 対象者 実施要綱及び接種回数 予防接種・
湧水町	福祉	https://www.town.yusui.kagoshima.jp/life/sub/3/1/17/	24	35	福祉 - 湧水町ホームページ ページの先頭です。 メニューを飛ばして本文へ スマートフォン表示 メニュー 検索 本文へ ご利用ガイド サイトマップ Foreign Language 文字サイズ・色合い変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる くらしの情報 しごとの情報 観光情報 町政情報 キーワード検索 Googleカスタム検索 ページID検索 ページID検索とは カテゴリからさがす 組織でさがす 地図でさがす カレンダーでさがす フロントページ > 申請・届出・証明書 > くらしの情報 > --> 福祉 本文 福祉 2026年4月22日更新 高齢者地域支え合いグループポイント事業 2025年6月13日更新 障害者福祉サービスについて 2025年4月1日更新 介護保険料について 2025年4
湧水町	湧水町堆肥舎施設整備事業	https://www.town.yusui.kagoshima.jp/soshiki/32/430.html	24	35	湧水町堆肥舎施設整備事業 - 湧水町ホームページ ページの先頭です。 メニューを飛ばして本文へ スマートフォン表示 メニュー 検索 本文へ ご利用ガイド サイトマップ Foreign Language 文字サイズ・色合い変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる くらしの情報 しごとの情報 観光情報 町政情報 キーワード検索 Googleカスタム検索 ページID検索 ページID検索とは カテゴリからさがす 組織でさがす 地図でさがす カレンダーでさがす フロントページ > 組織で探す > 産業振興課 > 湧水町堆肥舎施設整備事業 本文 湧水町堆肥舎施設整備事業 印刷用ページを表示する 掲載日：2023年4月1日更新 ページID：0002168 町内で畜産業を営んでいる者に対し，堆肥舎の整備によ
さつま町	さつま町ケアプランデータ連携システム導入推進事業	https://www.satsuma-net.jp/kenko_fukushi/kaigohoken/4/8406.html	28	34	さつま町ケアプランデータ連携システム導入推進事業／さつま町公式ホームページ スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language English 中文（簡体） 中文（繁体） ベトナム語 日本語 翻訳 くらし・手続き 健康・福祉 子育て・学び しごと・産業 防災・安全 町のすがた メニュー 災害の備え 休日当番医 イベント 閉じる くらし・手続き 健康・福祉 子育て・学び しごと・産業 防災・安全 町のすがた ごみ出し検索 よくある質問 文字サイズ 背景色変更 Foreign Language English 中文（簡体） 中文（繁体） ベトナム語 日本語 翻訳 キーワードで探す PC版で見る 現在の位置 ホーム 健康・福祉 介護保険 事業者向け さつま町ケアプランデータ連携シ
さつま町	後期高齢者医療保険料	https://www.satsuma-net.jp/kenko_fukushi/kokikoreishairyo/4/3618.html	28	34	後期高齢者医療保険料／さつま町公式ホームページ スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language English 中文（簡体） 中文（繁体） ベトナム語 日本語 翻訳 くらし・手続き 健康・福祉 子育て・学び しごと・産業 防災・安全 町のすがた メニュー 災害の備え 休日当番医 イベント 閉じる くらし・手続き 健康・福祉 子育て・学び しごと・産業 防災・安全 町のすがた ごみ出し検索 よくある質問 文字サイズ 背景色変更 Foreign Language English 中文（簡体） 中文（繁体） ベトナム語 日本語 翻訳 キーワードで探す PC版で見る 現在の位置 ホーム 健康・福祉 後期高齢者医療 保険料 後期高齢者医療保険料 後期高齢者医療保険料 Tweet
さつま町	介護支援ボランティア制度	https://www.satsuma-net.jp/kenko_fukushi/koreishashien/1/3721.html	28	34	介護支援ボランティア制度／さつま町公式ホームページ スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language English 中文（簡体） 中文（繁体） ベトナム語 日本語 翻訳 くらし・手続き 健康・福祉 子育て・学び しごと・産業 防災・安全 町のすがた メニュー 災害の備え 休日当番医 イベント 閉じる くらし・手続き 健康・福祉 子育て・学び しごと・産業 防災・安全 町のすがた ごみ出し検索 よくある質問 文字サイズ 背景色変更 Foreign Language English 中文（簡体） 中文（繁体） ベトナム語 日本語 翻訳 キーワードで探す PC版で見る 現在の位置 ホーム 健康・福祉 高齢者支援 地域支援事業 介護支援ボランティア制度 介護支援ボランティア制度
さつま町	介護予防・日常生活支援総合事業	https://www.satsuma-net.jp/kenko_fukushi/koreishashien/1/3719.html	28	34	介護予防・日常生活支援総合事業／さつま町公式ホームページ スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language English 中文（簡体） 中文（繁体） ベトナム語 日本語 翻訳 くらし・手続き 健康・福祉 子育て・学び しごと・産業 防災・安全 町のすがた メニュー 災害の備え 休日当番医 イベント 閉じる くらし・手続き 健康・福祉 子育て・学び しごと・産業 防災・安全 町のすがた ごみ出し検索 よくある質問 文字サイズ 背景色変更 Foreign Language English 中文（簡体） 中文（繁体） ベトナム語 日本語 翻訳 キーワードで探す PC版で見る 現在の位置 ホーム 健康・福祉 高齢者支援 地域支援事業 介護予防・日常生活支援総合事業 介護予防・日
さつま町	是枝 樹さん	https://www.satsuma-net.jp/teiju/shiru/machi_hito_koe/5903.html	23	34	是枝 樹さん／さつま町公式ホームページ スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language English 中文（簡体） 中文（繁体） ベトナム語 日本語 Go 知る 暮らす 働く 育てる 移住支援 空き家 空き店舗 検索 メニュー 知る 暮らす 働く 育てる 移住支援 空き家 空き店舗 文字サイズ 背景色変更 Foreign Language English 中文（簡体） 中文（繁体） ベトナム語 日本語 Go PC版を表示 キーワードで探す 現在のページ ホーム 移住定住サイト 知る まちの人の声 是枝 樹さん 是枝 樹さん Tweet 更新日：2023年04月06日 【取材対象者】 是枝 樹（これえだ たつき）さん 【取材対象店舗】 是枝商店 コロナ禍での都会生活を通
さつま町	妊婦健康診査	https://www.satsuma-net.jp/kosodate/mokuteki/kensinyobousessyu/kenko_sinsa/8011.html	23	34	妊婦健康診査／さつま町公式ホームページ スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Languages English 中文（簡体） 中文（繁体） ベトナム語 日本語 GO 緊急時 支援・取り組み インタビュー 目的別で探す 年齢別で探す 困ったときは 緊急時 支援・取り組み インタビュー 目的別で探す 年齢別で探す 困ったときは 文字サイズ 背景色変更 Foreign Languages English 中文（簡体） 中文（繁体） ベトナム語 日本語 GO PC版で見る 閉じる 現在のページ ホーム 子育て応援サイト 目的別で探す 健診・予防接種 健康診査 妊婦健康診査 妊婦健康診査 Tweet 更新日：2024年04月01日 妊婦さんの健康診査（すこやかな出産を迎えるために） 町
さつま町	さつま町子育て人材バンク	https://www.satsuma-net.jp/kosodate/mokuteki/soudan/7936.html	23	34	さつま町子育て人材バンク／さつま町公式ホームページ スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Languages English 中文（簡体） 中文（繁体） ベトナム語 日本語 GO 緊急時 支援・取り組み インタビュー 目的別で探す 年齢別で探す 困ったときは 緊急時 支援・取り組み インタビュー 目的別で探す 年齢別で探す 困ったときは 文字サイズ 背景色変更 Foreign Languages English 中文（簡体） 中文（繁体） ベトナム語 日本語 GO PC版で見る 閉じる 現在のページ ホーム 子育て応援サイト 目的別で探す 相談する さつま町子育て人材バンク さつま町子育て人材バンク Tweet 更新日：2025年06月18日 町内の保育所、認定こども園、放課後
長島町	子育て支援	https://www.town.nagashima.lg.jp/livelihood/li0059/	28	34	子育て支援 | くらしの情報 | 長島町 ホームページ 本文へスキップします 背景色 白 黒 黄 文字サイズ 標準 拡大 サイト内検索 緊急 緊急情報はございません。 緊急 サイト内検索 緊急情報 緊急情報はございません。 ホーム くらしの情報 福祉・介護 在宅医療・介護支援について 母子・父子・寡婦福祉金の貸付 子ども医療費給付制度 ひとり親家庭等医療の助成 子育て支援 高等職業訓練給付金事業 障がい者手帳 重心医療 高齢者福祉 長島町地域包括支援センター 生活保護について ホーム くらしの情報 町政情報 産業・ビジネス 町の概要 福祉・介護 > 在宅医療・介護支援について > 母子・父子・寡婦福祉金の貸付 > 子ども医療費給付制度 > ひとり親家庭等医療の助成 > 子育て支援 > 高等職業訓練給付金事業 >
長島町	重心医療	https://www.town.nagashima.lg.jp/livelihood/li0031/	28	34	重心医療 | くらしの情報 | 長島町 ホームページ 本文へスキップします 背景色 白 黒 黄 文字サイズ 標準 拡大 サイト内検索 緊急 緊急情報はございません。 緊急 サイト内検索 緊急情報 緊急情報はございません。 ホーム くらしの情報 福祉・介護 在宅医療・介護支援について 母子・父子・寡婦福祉金の貸付 子ども医療費給付制度 ひとり親家庭等医療の助成 子育て支援 高等職業訓練給付金事業 障がい者手帳 重心医療 高齢者福祉 長島町地域包括支援センター 生活保護について ホーム くらしの情報 町政情報 産業・ビジネス 町の概要 福祉・介護 > 在宅医療・介護支援について > 母子・父子・寡婦福祉金の貸付 > 子ども医療費給付制度 > ひとり親家庭等医療の助成 > 子育て支援 > 高等職業訓練給付金事業 >
長島町	高齢者福祉	https://www.town.nagashima.lg.jp/livelihood/li0032/	28	34	高齢者福祉 | くらしの情報 | 長島町 ホームページ 本文へスキップします 背景色 白 黒 黄 文字サイズ 標準 拡大 サイト内検索 緊急 緊急情報はございません。 緊急 サイト内検索 緊急情報 緊急情報はございません。 ホーム くらしの情報 福祉・介護 在宅医療・介護支援について 母子・父子・寡婦福祉金の貸付 子ども医療費給付制度 ひとり親家庭等医療の助成 子育て支援 高等職業訓練給付金事業 障がい者手帳 重心医療 高齢者福祉 長島町地域包括支援センター 生活保護について ホーム くらしの情報 町政情報 産業・ビジネス 町の概要 福祉・介護 > 在宅医療・介護支援について > 母子・父子・寡婦福祉金の貸付 > 子ども医療費給付制度 > ひとり親家庭等医療の助成 > 子育て支援 > 高等職業訓練給付金事業 >
さつま町	【受付終了】定額減税しきれないと見込まれる方への給付金（調整給付）	https://www.satsuma-net.jp/kenko_fukushi/fukushi/3/8655.html	30	33	【受付終了】定額減税しきれないと見込まれる方への給付金（調整給付）／さつま町公式ホームページ スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language English 中文（簡体） 中文（繁体） ベトナム語 日本語 翻訳 くらし・手続き 健康・福祉 子育て・学び しごと・産業 防災・安全 町のすがた メニュー 災害の備え 休日当番医 イベント 閉じる くらし・手続き 健康・福祉 子育て・学び しごと・産業 防災・安全 町のすがた ごみ出し検索 よくある質問 文字サイズ 背景色変更 Foreign Language English 中文（簡体） 中文（繁体） ベトナム語 日本語 翻訳 キーワードで探す PC版で見る 現在の位置 ホーム 健康・福祉 福祉 生活支援・給付金 【受付終了
さつま町	【受付終了】物価高騰対策支援給付金（7万円）	https://www.satsuma-net.jp/kenko_fukushi/fukushi/3/7277.html	30	33	【受付終了】物価高騰対策支援給付金（7万円）／さつま町公式ホームページ スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language English 中文（簡体） 中文（繁体） ベトナム語 日本語 翻訳 くらし・手続き 健康・福祉 子育て・学び しごと・産業 防災・安全 町のすがた メニュー 災害の備え 休日当番医 イベント 閉じる くらし・手続き 健康・福祉 子育て・学び しごと・産業 防災・安全 町のすがた ごみ出し検索 よくある質問 文字サイズ 背景色変更 Foreign Language English 中文（簡体） 中文（繁体） ベトナム語 日本語 翻訳 キーワードで探す PC版で見る 現在の位置 ホーム 健康・福祉 福祉 生活支援・給付金 【受付終了】物価高騰対策支援給付
さつま町	移住体験住宅「さつま体験宿」	https://www.satsuma-net.jp/teiju/shiru/5/131.html	28	33	移住体験住宅「さつま体験宿」／さつま町公式ホームページ スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language English 中文（簡体） 中文（繁体） ベトナム語 日本語 Go 知る 暮らす 働く 育てる 移住支援 空き家 空き店舗 検索 メニュー 知る 暮らす 働く 育てる 移住支援 空き家 空き店舗 文字サイズ 背景色変更 Foreign Language English 中文（簡体） 中文（繁体） ベトナム語 日本語 Go PC版を表示 キーワードで探す 現在のページ ホーム 移住定住サイト 知る 移住体験宿 移住体験住宅「さつま体験宿」 移住体験住宅「さつま体験宿」 Tweet 更新日：2026年04月16日 移住体験住宅「さつま体験宿」が好評です！ 地方への移住を
さつま町	各種証明書の電子申請（オンライン申請）	https://www.satsuma-net.jp/life_guide/sumai_hikkoshi/7834.html	28	33	各種証明書の電子申請（オンライン申請）／さつま町公式ホームページ スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language English 中文（簡体） 中文（繁体） ベトナム語 日本語 翻訳 くらし・手続き 健康・福祉 子育て・学び しごと・産業 防災・安全 町のすがた メニュー 災害の備え 休日当番医 イベント 閉じる くらし・手続き 健康・福祉 子育て・学び しごと・産業 防災・安全 町のすがた ごみ出し検索 よくある質問 文字サイズ 背景色変更 Foreign Language English 中文（簡体） 中文（繁体） ベトナム語 日本語 翻訳 キーワードで探す PC版で見る 現在の位置 ホーム くらしガイド 住まい・引越し 各種証明書の電子申請（オンライン申請） 各種
